gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000010446	Ccdc182	ensembl	protein_coding
ENSRNOG00000025338	Msi2	ensembl	protein_coding
ENSRNOG00000050903	AABR07030200.1	ensembl	miRNA
ENSRNOG00000002373	Akap1	ensembl	protein_coding
ENSRNOG00000054387	U6	ensembl	snRNA
ENSRNOG00000002358	Scpep1	ensembl	protein_coding
ENSRNOG00000034060	AC119015.3	ensembl	protein_coding
ENSRNOG00000029479	AC119015.2	ensembl	protein_coding
ENSRNOG00000027511	AC119015.1	ensembl	processed_pseudogene
ENSRNOG00000000244	Coil	ensembl	protein_coding
ENSRNOG00000002341	Trim25	ensembl	protein_coding
ENSRNOG00000059270	AC119015.4	ensembl	pseudogene
ENSRNOG00000002338	Dgke	ensembl_havana	protein_coding
ENSRNOG00000057669	U6	ensembl	snRNA
ENSRNOG00000045463	5S_rRNA	ensembl	rRNA
ENSRNOG00000056866	AABR07030218.1	ensembl	snRNA
ENSRNOG00000054101	7SK	ensembl	misc_RNA
ENSRNOG00000053130	AABR07030221.1	ensembl	lincRNA
ENSRNOG00000023683	Nog	ensembl	protein_coding
ENSRNOG00000023532	Ankfn1	ensembl	protein_coding
ENSRNOG00000053740	AABR07030235.1	ensembl	lincRNA
ENSRNOG00000002425	Pctp	ensembl	protein_coding
ENSRNOG00000002434	Tmem100	ensembl	protein_coding
ENSRNOG00000002436	Mmd	ensembl	protein_coding
ENSRNOG00000002456	Hlf	ensembl	protein_coding
ENSRNOG00000032768	Stxbp4	ensembl_havana	protein_coding
ENSRNOG00000052096	Cox11	ensembl_havana	protein_coding
ENSRNOG00000002474	Tom1l1	ensembl	protein_coding
ENSRNOG00000052162	AABR07030257.1	ensembl	lincRNA
ENSRNOG00000052485	AABR07030259.1	ensembl	snoRNA
ENSRNOG00000059351	AABR07030259.2	ensembl	lincRNA
ENSRNOG00000032558	AABR07030263.1	ensembl	protein_coding
ENSRNOG00000057876	AABR07030265.2	ensembl	lincRNA
ENSRNOG00000054719	LOC303448	ensembl	protein_coding
ENSRNOG00000045070	5S_rRNA	ensembl	rRNA
ENSRNOG00000047340	AABR07030265.1	ensembl	miRNA
ENSRNOG00000031579	LOC100363469	ensembl	protein_coding
ENSRNOG00000002535	Kif2b	ensembl	protein_coding
ENSRNOG00000051945	LOC108352225	ensembl	lincRNA
ENSRNOG00000002626	Car10	ensembl	protein_coding
ENSRNOG00000056698	7SK	ensembl	misc_RNA
ENSRNOG00000027006	LOC100911361	ensembl	protein_coding
ENSRNOG00000002644	Utp18	ensembl	protein_coding
ENSRNOG00000049988	Mbtd1	ensembl	protein_coding
ENSRNOG00000002671	Nme2	ensembl	protein_coding
ENSRNOG00000002693	Nme1	ensembl	protein_coding
ENSRNOG00000002749	Spag9	ensembl	protein_coding
ENSRNOG00000054653	AABR07030334.1	ensembl	lincRNA
ENSRNOG00000002828	Tob1	ensembl	protein_coding
ENSRNOG00000002831	Wfikkn2	ensembl	protein_coding
ENSRNOG00000045669	AABR07030335.1	ensembl	protein_coding
ENSRNOG00000002835	Luc7l3	ensembl	protein_coding
ENSRNOG00000002935	Ankrd40	ensembl	protein_coding
ENSRNOG00000002948	Abcc3	ensembl	protein_coding
ENSRNOG00000060528	Cacna1g	ensembl	protein_coding
ENSRNOG00000003273	Spata20	ensembl	protein_coding
ENSRNOG00000003284	Epn3	ensembl	protein_coding
ENSRNOG00000042912	Mycbpap	ensembl	protein_coding
ENSRNOG00000003330	Acsf2	ensembl	protein_coding
ENSRNOG00000003304	Chad	ensembl	protein_coding
ENSRNOG00000054174	AABR07030351.1	ensembl	lincRNA
ENSRNOG00000003524	Lrrc59	ensembl	protein_coding
ENSRNOG00000024420	Eme1	ensembl	protein_coding
ENSRNOG00000003724	Mrpl27	ensembl	protein_coding
ENSRNOG00000003728	Xylt2	ensembl	protein_coding
ENSRNOG00000042868	AABR07030359.1	ensembl	protein_coding
ENSRNOG00000051683	AABR07030363.1	ensembl	lincRNA
ENSRNOG00000060524	AABR07030366.1	ensembl	lincRNA
ENSRNOG00000003897	Col1a1	ensembl	protein_coding
ENSRNOG00000003998	Sgca	ensembl	protein_coding
ENSRNOG00000024041	Hils1	ensembl	protein_coding
ENSRNOG00000052113	Ppp1r9b	ensembl	protein_coding
ENSRNOG00000004155	Samd14	ensembl	protein_coding
ENSRNOG00000004172	Pdk2	ensembl	protein_coding
ENSRNOG00000004276	Itga3	ensembl	protein_coding
ENSRNOG00000004278	Dlx3	ensembl	protein_coding
ENSRNOG00000004399	Dlx4	ensembl	protein_coding
ENSRNOG00000004404	Tac4	ensembl	protein_coding
ENSRNOG00000022664	Kat7	ensembl	protein_coding
ENSRNOG00000049667	AABR07030375.2	ensembl	protein_coding
ENSRNOG00000022375	AABR07030375.1	ensembl	processed_pseudogene
ENSRNOG00000004417	Fam117a	ensembl	protein_coding
ENSRNOG00000004510	Slc35b1	ensembl	protein_coding
ENSRNOG00000004686	Spop	ensembl	protein_coding
ENSRNOG00000059688	AABR07030377.1	ensembl	snoRNA
ENSRNOG00000060404	AABR07030378.1	ensembl	pseudogene
ENSRNOG00000005185	Nxph3	ensembl	protein_coding
ENSRNOG00000005392	Ngfr	ensembl	protein_coding
ENSRNOG00000046799	Phb	ensembl	protein_coding
ENSRNOG00000052962	AABR07030383.1	ensembl	pseudogene
ENSRNOG00000017001	Zfp652	ensembl	protein_coding
ENSRNOG00000055324	AABR07030386.2	ensembl	lincRNA
ENSRNOG00000005569	Phospho1	ensembl	protein_coding
ENSRNOG00000005575	Abi3	ensembl	protein_coding
ENSRNOG00000047289	AABR07030386.1	ensembl	miRNA
ENSRNOG00000006108	Gngt2	ensembl	protein_coding
ENSRNOG00000056202	U1	ensembl	snRNA
ENSRNOG00000048629	AC120322.1	ensembl	miRNA
ENSRNOG00000006122	Igf2bp1	ensembl	protein_coding
ENSRNOG00000006306	Gip	ensembl	protein_coding
ENSRNOG00000006500	Snf8	ensembl	protein_coding
ENSRNOG00000006868	Ube2z	ensembl	protein_coding
ENSRNOG00000007235	Atp5mc1	ensembl	protein_coding
ENSRNOG00000004939	Ttll6	ensembl	protein_coding
ENSRNOG00000007491	Hoxb13	ensembl	protein_coding
ENSRNOG00000035510	Mir196c	ensembl	miRNA
ENSRNOG00000007573	Hoxb9	ensembl	protein_coding
ENSRNOG00000007585	Hoxb8	ensembl	protein_coding
ENSRNOG00000007611	Hoxb7	ensembl	protein_coding
ENSRNOG00000007823	Hoxb6	ensembl	protein_coding
ENSRNOG00000008010	Hoxb5	ensembl	protein_coding
ENSRNOG00000035535	Mir10a	ensembl	miRNA
ENSRNOG00000008191	Hoxb4	ensembl	protein_coding
ENSRNOG00000008313	Hoxb3	ensembl	protein_coding
ENSRNOG00000008365	Hoxb2	ensembl	protein_coding
ENSRNOG00000008506	Hoxb1	ensembl	protein_coding
ENSRNOG00000049762	AABR07030395.1	ensembl	miRNA
ENSRNOG00000023881	Skap1	ensembl	protein_coding
ENSRNOG00000008642	Snx11	ensembl	protein_coding
ENSRNOG00000008689	Cbx1	ensembl	protein_coding
ENSRNOG00000008830	Nfe2l1	ensembl	protein_coding
ENSRNOG00000060787	AABR07072169.1	ensembl	lincRNA
ENSRNOG00000009225	Copz2	ensembl	protein_coding
ENSRNOG00000035539	Mir152	ensembl	miRNA
ENSRNOG00000048747	Cdk5rap3	ensembl	protein_coding
ENSRNOG00000049238	LOC102552659	ensembl	protein_coding
ENSRNOG00000050874	LOC102552549	ensembl	protein_coding
ENSRNOG00000049162	Prr15l	ensembl	protein_coding
ENSRNOG00000046493	Pnpo	ensembl	protein_coding
ENSRNOG00000010492	Sp2	ensembl	protein_coding
ENSRNOG00000023551	Sp6	ensembl	protein_coding
ENSRNOG00000010214	Scrn2	ensembl	protein_coding
ENSRNOG00000009902	Lrrc46	ensembl	protein_coding
ENSRNOG00000009567	Mrpl10	ensembl	protein_coding
ENSRNOG00000009473	Osbpl7	ensembl	protein_coding
ENSRNOG00000052602	AABR07030423.1	ensembl	miRNA
ENSRNOG00000009427	Tbx21	ensembl	protein_coding
ENSRNOG00000009370	Tbkbp1	ensembl	protein_coding
ENSRNOG00000009275	Kpnb1	ensembl	protein_coding
ENSRNOG00000056057	AABR07030425.1	ensembl	protein_coding
ENSRNOG00000023095	Npepps	ensembl	protein_coding
ENSRNOG00000052799	U6	ensembl	snRNA
ENSRNOG00000010540	Mrpl45	ensembl	protein_coding
ENSRNOG00000029245	Gpr179	ensembl	protein_coding
ENSRNOG00000059008	Socs7	ensembl	protein_coding
ENSRNOG00000022771	Arhgap23	ensembl	protein_coding
ENSRNOG00000055533	AABR07030435.1	ensembl	protein_coding
ENSRNOG00000011475	Srcin1	ensembl	protein_coding
ENSRNOG00000048187	Epop	ensembl	protein_coding
ENSRNOG00000050635	AC134024.1	ensembl	miRNA
ENSRNOG00000053285	Mllt6	ensembl	protein_coding
ENSRNOG00000036894	Cisd3	ensembl	protein_coding
ENSRNOG00000012705	Pcgf2	ensembl	protein_coding
ENSRNOG00000052730	Psmb3	ensembl	protein_coding
ENSRNOG00000013030	Pip4k2b	ensembl	protein_coding
ENSRNOG00000058169	AC134024.3	ensembl	miRNA
ENSRNOG00000004091	Cwc25	ensembl	protein_coding
ENSRNOG00000036888	LOC691189	ensembl	protein_coding
ENSRNOG00000004107	Rpl23	ensembl	protein_coding
ENSRNOG00000052741	Snora21	ensembl	snoRNA
ENSRNOG00000004132	Lasp1	ensembl	protein_coding
ENSRNOG00000036882	Fbxo47	ensembl	protein_coding
ENSRNOG00000061482	U7	ensembl	snRNA
ENSRNOG00000021536	Plxdc1	ensembl	protein_coding
ENSRNOG00000036880	Arl5c	ensembl	protein_coding
ENSRNOG00000004518	Cacnb1	ensembl	protein_coding
ENSRNOG00000004741	Rpl19	ensembl	protein_coding
ENSRNOG00000045759	AC135443.1	ensembl	miRNA
ENSRNOG00000004805	Stac2	ensembl	protein_coding
ENSRNOG00000005081	Fbxl20	ensembl	protein_coding
ENSRNOG00000005606	Med1	ensembl	protein_coding
ENSRNOG00000006000	Cdk12	ensembl	protein_coding
ENSRNOG00000028430	LOC257650	ensembl	protein_coding
ENSRNOG00000040715	5S_rRNA	ensembl	rRNA
ENSRNOG00000028417	Neurod2	ensembl	pseudogene
ENSRNOG00000028404	Ppp1r1b	ensembl	protein_coding
ENSRNOG00000042044	Stard3	ensembl	protein_coding
ENSRNOG00000057028	AABR07030443.1	havana	TEC
ENSRNOG00000060511	AABR07030443.2	ensembl	protein_coding
ENSRNOG00000046057	Pnmt	ensembl	protein_coding
ENSRNOG00000046143	Pgap3	ensembl	protein_coding
ENSRNOG00000006450	Erbb2	ensembl	protein_coding
ENSRNOG00000057885	U6	ensembl	snRNA
ENSRNOG00000007227	Mien1	ensembl	protein_coding
ENSRNOG00000006990	Grb7	ensembl	protein_coding
ENSRNOG00000007200	Ikzf3	ensembl	protein_coding
ENSRNOG00000052561	U2	ensembl	snRNA
ENSRNOG00000059543	U6	ensembl	snRNA
ENSRNOG00000007255	Zpbp2	ensembl	protein_coding
ENSRNOG00000030445	Ormdl3	ensembl	protein_coding
ENSRNOG00000031298	Lrrc3c	ensembl	protein_coding
ENSRNOG00000052598	AC119462.1	ensembl	snoRNA
ENSRNOG00000058599	AC119462.3	ensembl	protein_coding
ENSRNOG00000007943	Gsdma	ensembl	protein_coding
ENSRNOG00000028103	Psmd3	ensembl	protein_coding
ENSRNOG00000008525	Csf3	ensembl	protein_coding
ENSRNOG00000008711	Med24	ensembl	protein_coding
ENSRNOG00000055792	Gm22059	ensembl	snoRNA
ENSRNOG00000009066	Thra	ensembl	protein_coding
ENSRNOG00000009329	Nr1d1	ensembl	protein_coding
ENSRNOG00000009643	Msl1	ensembl	protein_coding
ENSRNOG00000009716	Casc3	ensembl	protein_coding
ENSRNOG00000027871	Rapgefl1	ensembl	protein_coding
ENSRNOG00000051656	U6	ensembl	snRNA
ENSRNOG00000027849	Wipf2	ensembl	protein_coding
ENSRNOG00000027787	Cdc6	ensembl	protein_coding
ENSRNOG00000009972	Rara	ensembl	protein_coding
ENSRNOG00000051691	Gjd3	ensembl	protein_coding
ENSRNOG00000053047	Top2a	ensembl	protein_coding
ENSRNOG00000010635	Igfbp4	ensembl	protein_coding
ENSRNOG00000027350	Tns4	ensembl	protein_coding
ENSRNOG00000055695	AABR07030450.1	ensembl	lincRNA
ENSRNOG00000010665	Ccr7	ensembl	protein_coding
ENSRNOG00000010676	Smarce1	ensembl_havana	protein_coding
ENSRNOG00000010839	Krt222	ensembl_havana	protein_coding
ENSRNOG00000010970	Krt24	ensembl_havana	protein_coding
ENSRNOG00000011196	Krt25	ensembl_havana	protein_coding
ENSRNOG00000033617	Krt26	ensembl_havana	protein_coding
ENSRNOG00000011628	Krt27	ensembl_havana	protein_coding
ENSRNOG00000011846	Krt28	ensembl_havana	protein_coding
ENSRNOG00000030170	Krt10	ensembl_havana	protein_coding
ENSRNOG00000011986	Krt12	ensembl_havana	protein_coding
ENSRNOG00000027139	Krt20	ensembl_havana	protein_coding
ENSRNOG00000011907	Krt23	ensembl_havana	protein_coding
ENSRNOG00000031422	Krt39	ensembl_havana	protein_coding
ENSRNOG00000013896	Krt40	ensembl_havana	protein_coding
ENSRNOG00000045678	Krtap3-3	ensembl_havana	protein_coding
ENSRNOG00000057025	AC099183.2	havana	processed_pseudogene
ENSRNOG00000049383	Krtap3-2	ensembl_havana	protein_coding
ENSRNOG00000060205	AC099183.4	havana	processed_pseudogene
ENSRNOG00000012544	Krtap3-1	ensembl_havana	protein_coding
ENSRNOG00000054186	Krtap1-5	ensembl_havana	protein_coding
ENSRNOG00000012955	Krtap1-1	havana	protein_coding
ENSRNOG00000055357	AC099183.1	ensembl	pseudogene
ENSRNOG00000052388	Krtap1-3	ensembl_havana	protein_coding
ENSRNOG00000053283	LOC100365588	ensembl_havana	protein_coding
ENSRNOG00000056967	RGD1561684	ensembl_havana	protein_coding
ENSRNOG00000060941	Krtap2-4l	ensembl	protein_coding
ENSRNOG00000060847	Krtap2-1	ensembl_havana	protein_coding
ENSRNOG00000061130	Krtap2-4	ensembl_havana	protein_coding
ENSRNOG00000061784	AABR07030464.2	havana	lincRNA
ENSRNOG00000012657	LOC102553069	ensembl	protein_coding
ENSRNOG00000058172	AC099183.3	ensembl	protein_coding
ENSRNOG00000034110	Krtap4-3	ensembl_havana	protein_coding
ENSRNOG00000027660	AABR07030462.1	havana	processed_pseudogene
ENSRNOG00000012973	AABR07030464.1	ensembl	pseudogene
ENSRNOG00000012993	LOC108348235	ensembl_havana	protein_coding
ENSRNOG00000026803	LOC680396	ensembl_havana	protein_coding
ENSRNOG00000030477	LOC100910814	ensembl_havana	protein_coding
ENSRNOG00000026794	AABR07030469.1	havana	processed_pseudogene
ENSRNOG00000059238	AABR07030469.3	havana	processed_pseudogene
ENSRNOG00000042701	LOC680428	ensembl_havana	protein_coding
ENSRNOG00000042736	LOC680442	ensembl_havana	protein_coding
ENSRNOG00000036838	Krtap31-1	ensembl_havana	protein_coding
ENSRNOG00000058020	AABR07030469.2	ensembl	protein_coding
ENSRNOG00000058988	AABR07030471.1	havana	protein_coding
ENSRNOG00000053360	Krtap16-1	ensembl_havana	protein_coding
ENSRNOG00000056102	AABR07072181.4	havana	protein_coding
ENSRNOG00000061192	LOC100909661	ensembl_havana	protein_coding
ENSRNOG00000051123	AABR07072181.1	havana	processed_pseudogene
ENSRNOG00000042473	Krtap17-1	ensembl_havana	protein_coding
ENSRNOG00000051172	AABR07072181.2	havana	processed_pseudogene
ENSRNOG00000051174	AABR07072181.3	havana	processed_pseudogene
ENSRNOG00000051302	Krt34	ensembl_havana	protein_coding
ENSRNOG00000030344	Krt31	ensembl_havana	protein_coding
ENSRNOG00000013611	Krt32	ensembl_havana	protein_coding
ENSRNOG00000013754	Krt35	ensembl_havana	protein_coding
ENSRNOG00000031805	Krt36	ensembl_havana	protein_coding
ENSRNOG00000014070	Krt13	ensembl_havana	protein_coding
ENSRNOG00000014099	Krt15	ensembl_havana	protein_coding
ENSRNOG00000003899	Krt14	ensembl_havana	protein_coding
ENSRNOG00000014233	Krt19	ensembl_havana	protein_coding
ENSRNOG00000051089	AC096895.1	havana	lincRNA
ENSRNOG00000051194	LOC108352134	havana	lincRNA
ENSRNOG00000051343	AC096895.2	havana	lincRNA
ENSRNOG00000014370	Krt9	ensembl_havana	protein_coding
ENSRNOG00000026371	Krt17	ensembl_havana	protein_coding
ENSRNOG00000061636	Ka11	ensembl_havana	protein_coding
ENSRNOG00000014441	Krt16	ensembl_havana	protein_coding
ENSRNOG00000034087	Krt42	ensembl_havana	protein_coding
ENSRNOG00000033765	Eif1	ensembl_havana	protein_coding
ENSRNOG00000014740	Gast	ensembl_havana	protein_coding
ENSRNOG00000014819	Hap1	ensembl	protein_coding
ENSRNOG00000015380	Jup	ensembl	protein_coding
ENSRNOG00000015787	P3h4	ensembl_havana	protein_coding
ENSRNOG00000015941	Fkbp10	ensembl_havana	protein_coding
ENSRNOG00000016475	Nt5c3b	ensembl_havana	protein_coding
ENSRNOG00000016749	Klhl10	ensembl	protein_coding
ENSRNOG00000016921	Klhl11	ensembl	protein_coding
ENSRNOG00000016924	Acly	ensembl	protein_coding
ENSRNOG00000017473	Ttc25	ensembl	protein_coding
ENSRNOG00000017496	Cnp	ensembl	protein_coding
ENSRNOG00000017781	Dnajc7	ensembl	protein_coding
ENSRNOG00000018095	Nkiras2	ensembl	protein_coding
ENSRNOG00000025370	Zfp385c	ensembl	protein_coding
ENSRNOG00000060666	AABR07030473.2	ensembl	snoRNA
ENSRNOG00000052682	AABR07030473.1	ensembl	lincRNA
ENSRNOG00000018247	Dhx58	ensembl	protein_coding
ENSRNOG00000018364	Kat2a	ensembl	protein_coding
ENSRNOG00000036819	Hspb9	ensembl	protein_coding
ENSRNOG00000018568	Rab5c	ensembl	protein_coding
ENSRNOG00000018790	Kcnh4	ensembl	protein_coding
ENSRNOG00000018892	Hcrt	ensembl	protein_coding
ENSRNOG00000018906	Ghdc	ensembl	protein_coding
ENSRNOG00000055548	7SK	ensembl	misc_RNA
ENSRNOG00000019075	Stat5b	ensembl	protein_coding
ENSRNOG00000019496	Stat5a	ensembl	protein_coding
ENSRNOG00000019742	Stat3	ensembl	protein_coding
ENSRNOG00000019778	Cavin1	ensembl	protein_coding
ENSRNOG00000057113	U6	ensembl	snRNA
ENSRNOG00000036814	Atp6v0a1	ensembl	protein_coding
ENSRNOG00000060390	AABR07072184.4	ensembl	miRNA
ENSRNOG00000032381	Naglu	ensembl	protein_coding
ENSRNOG00000019830	Hsd17b1	ensembl	protein_coding
ENSRNOG00000019918	Coasy	ensembl	protein_coding
ENSRNOG00000019983	Mlx	ensembl	protein_coding
ENSRNOG00000020022	Psmc3ip	ensembl	protein_coding
ENSRNOG00000020056	Retreg3	ensembl	protein_coding
ENSRNOG00000020213	Tubg1	ensembl	protein_coding
ENSRNOG00000006494	Tubg2	ensembl	protein_coding
ENSRNOG00000020238	Plekhh3	ensembl	protein_coding
ENSRNOG00000020275	Ccr10	ensembl	protein_coding
ENSRNOG00000020277	Cntnap1	ensembl	protein_coding
ENSRNOG00000020336	Ezh1	ensembl	protein_coding
ENSRNOG00000020415	Ramp2	ensembl_havana	protein_coding
ENSRNOG00000051024	AABR07072184.1	havana	protein_coding
ENSRNOG00000051098	AABR07072184.3	havana	antisense
ENSRNOG00000051065	AABR07072184.2	ensembl_havana	processed_transcript
ENSRNOG00000051179	Vps25	ensembl_havana	protein_coding
ENSRNOG00000020441	Wnk4	ensembl_havana	protein_coding
ENSRNOG00000042869	Atp5md	ensembl	protein_coding
ENSRNOG00000020487	Coa3	ensembl_havana	protein_coding
ENSRNOG00000051150	Cntd1	havana	protein_coding
ENSRNOG00000020513	Becn1	ensembl_havana	protein_coding
ENSRNOG00000051344	Psme3	ensembl_havana	protein_coding
ENSRNOG00000053448	AC123346.1	havana	protein_coding
ENSRNOG00000051307	Aoc3	havana	protein_coding
ENSRNOG00000052823	U1	ensembl	snRNA
ENSRNOG00000051171	G6pc	ensembl_havana	protein_coding
ENSRNOG00000020658	Aarsd1	ensembl	protein_coding
ENSRNOG00000050347	Ptges3l	ensembl	protein_coding
ENSRNOG00000023768	Rundc1	ensembl	protein_coding
ENSRNOG00000020674	Rpl27	ensembl	protein_coding
ENSRNOG00000020678	Ifi35	ensembl	protein_coding
ENSRNOG00000020684	Vat1	ensembl	protein_coding
ENSRNOG00000020698	Rnd2	ensembl	protein_coding
ENSRNOG00000020701	Brca1	ensembl	protein_coding
ENSRNOG00000045043	5S_rRNA	ensembl	rRNA
ENSRNOG00000020730	Nbr1	ensembl	protein_coding
ENSRNOG00000023628	Tmem106a	ensembl	protein_coding
ENSRNOG00000061008	AC095278.2	ensembl	lincRNA
ENSRNOG00000020749	AC095278.1	ensembl	processed_pseudogene
ENSRNOG00000059976	U2	ensembl	snRNA
ENSRNOG00000020751	Rdm1	ensembl	protein_coding
ENSRNOG00000056256	U2	ensembl	snRNA
ENSRNOG00000061083	U2	ensembl	snRNA
ENSRNOG00000054769	U2	ensembl	snRNA
ENSRNOG00000057955	U2	ensembl	snRNA
ENSRNOG00000020770	Arl4d	ensembl	protein_coding
ENSRNOG00000020771	Sap18	ensembl	protein_coding
ENSRNOG00000020772	Dhx8	ensembl	protein_coding
ENSRNOG00000020792	Etv4	ensembl	protein_coding
ENSRNOG00000053646	AABR07030482.1	ensembl	lincRNA
ENSRNOG00000020803	Meox1	ensembl	protein_coding
ENSRNOG00000055322	AC098160.1	ensembl	pseudogene
ENSRNOG00000020805	Sost	ensembl	protein_coding
ENSRNOG00000036798	Dusp3	ensembl	protein_coding
ENSRNOG00000036796	Cfap97d1	ensembl	protein_coding
ENSRNOG00000033653	Mpp3	ensembl	protein_coding
ENSRNOG00000020837	Cd300lg	ensembl	protein_coding
ENSRNOG00000059683	Mpp2	ensembl	protein_coding
ENSRNOG00000020874	Ppy	ensembl	protein_coding
ENSRNOG00000020877	Pyy	ensembl	protein_coding
ENSRNOG00000020879	Nags	ensembl	protein_coding
ENSRNOG00000054581	Tmem101	ensembl	protein_coding
ENSRNOG00000020894	Lsm12	ensembl	protein_coding
ENSRNOG00000020902	G6pc3	ensembl	protein_coding
ENSRNOG00000020905	Hdac5	ensembl	protein_coding
ENSRNOG00000020908	Hrob	ensembl	protein_coding
ENSRNOG00000036794	Asb16	ensembl	protein_coding
ENSRNOG00000056517	7SK	ensembl	misc_RNA
ENSRNOG00000020916	Tmub2	ensembl	protein_coding
ENSRNOG00000020930	Atxn7l3	ensembl	protein_coding
ENSRNOG00000020937	Ubtf	ensembl	protein_coding
ENSRNOG00000020951	Slc4a1	ensembl	protein_coding
ENSRNOG00000020970	Rundc3a	ensembl	protein_coding
ENSRNOG00000020994	Slc25a39	ensembl	protein_coding
ENSRNOG00000053890	AC134158.1	ensembl	miRNA
ENSRNOG00000021031	Grn	ensembl	protein_coding
ENSRNOG00000021041	Fam171a2	ensembl	protein_coding
ENSRNOG00000022071	Itga2b	ensembl	protein_coding
ENSRNOG00000021044	Gpatch8	ensembl	protein_coding
ENSRNOG00000059191	AC118439.1	ensembl	pseudogene
ENSRNOG00000021962	Fzd2	ensembl	protein_coding
ENSRNOG00000049929	AABR07030494.1	ensembl	protein_coding
ENSRNOG00000021953	Meioc	ensembl	protein_coding
ENSRNOG00000002748	Ccdc43	ensembl	protein_coding
ENSRNOG00000059149	AABR07030498.1	ensembl	lincRNA
ENSRNOG00000002753	Adam11	ensembl_havana	protein_coding
ENSRNOG00000062223	AABR07030499.1	havana	antisense
ENSRNOG00000055811	AABR07030501.1	ensembl	lincRNA
ENSRNOG00000048838	Gjc1	ensembl_havana	protein_coding
ENSRNOG00000062230	AABR07030502.1	havana	unprocessed_pseudogene
ENSRNOG00000002814	Higd1b	ensembl_havana	protein_coding
ENSRNOG00000062197	AABR07030514.1	havana	antisense
ENSRNOG00000002818	Eftud2	ensembl_havana	protein_coding
ENSRNOG00000062281	AABR07030514.2	havana	antisense
ENSRNOG00000002905	Ccdc103	ensembl_havana	protein_coding
ENSRNOG00000002918	FAM187A	ensembl_havana	protein_coding
ENSRNOG00000002919	Gfap	ensembl_havana	protein_coding
ENSRNOG00000021713	Kif18b	ensembl_havana	protein_coding
ENSRNOG00000062278	AC107153.2	havana	processed_pseudogene
ENSRNOG00000002963	C1ql1	ensembl	protein_coding
ENSRNOG00000021682	Dcakd	ensembl	protein_coding
ENSRNOG00000059231	AC107153.1	ensembl	miRNA
ENSRNOG00000002989	Nmt1	ensembl	protein_coding
ENSRNOG00000003033	Plcd3	ensembl	protein_coding
ENSRNOG00000003108	Acbd4	ensembl	protein_coding
ENSRNOG00000003203	Hexim1	ensembl	protein_coding
ENSRNOG00000021287	Hexim2	ensembl	protein_coding
ENSRNOG00000003207	Fmnl1	ensembl	protein_coding
ENSRNOG00000003266	LOC100361655	ensembl	protein_coding
ENSRNOG00000003275	Spata32	ensembl	protein_coding
ENSRNOG00000003278	Map3k14	ensembl	protein_coding
ENSRNOG00000028569	Arhgap27	ensembl	protein_coding
ENSRNOG00000028521	Plekhm1	ensembl	protein_coding
ENSRNOG00000042025	AABR07030520.1	ensembl	protein_coding
ENSRNOG00000042833	AABR07030521.1	ensembl	protein_coding
ENSRNOG00000003501	Lyzl6	ensembl	protein_coding
ENSRNOG00000028436	Rprml	ensembl	protein_coding
ENSRNOG00000003506	Gosr2	ensembl	protein_coding
ENSRNOG00000028427	AABR07030524.1	ensembl	processed_pseudogene
ENSRNOG00000003807	Wnt9b	ensembl	protein_coding
ENSRNOG00000003845	Wnt3	ensembl	protein_coding
ENSRNOG00000003905	Nsf	ensembl	protein_coding
ENSRNOG00000050018	AC131613.1	ensembl	miRNA
ENSRNOG00000004807	Arf2	ensembl	protein_coding
ENSRNOG00000004900	Crhr1	ensembl	protein_coding
ENSRNOG00000005104	Sppl2c	ensembl	protein_coding
ENSRNOG00000005133	Mapt	ensembl_havana	protein_coding
ENSRNOG00000062049	AABR07030527.1	havana	antisense
ENSRNOG00000062053	AABR07030527.2	havana	antisense
ENSRNOG00000053680	Kansl1	ensembl	protein_coding
ENSRNOG00000055961	AABR07030528.1	ensembl	snoRNA
ENSRNOG00000059304	AABR07030529.1	ensembl	miRNA
ENSRNOG00000005904	Cdc27	ensembl	protein_coding
ENSRNOG00000050675	Myl4	ensembl	protein_coding
ENSRNOG00000048449	Itgb3	ensembl	protein_coding
ENSRNOG00000051634	AABR07030543.1	ensembl	protein_coding
ENSRNOG00000029597	AABR07030544.1	ensembl	protein_coding
ENSRNOG00000057017	AABR07030563.1	ensembl	lincRNA
ENSRNOG00000051740	AABR07030566.1	ensembl	lincRNA
ENSRNOG00000053962	AABR07030566.2	ensembl	lincRNA
ENSRNOG00000061458	AABR07030568.8	ensembl	lincRNA
ENSRNOG00000052645	AABR07030568.3	ensembl	lincRNA
ENSRNOG00000059036	AABR07030568.7	ensembl	lincRNA
ENSRNOG00000052490	AABR07030568.2	ensembl	lincRNA
ENSRNOG00000055804	AABR07030568.4	ensembl	lincRNA
ENSRNOG00000051841	AABR07030568.1	ensembl	lincRNA
ENSRNOG00000056079	AABR07030568.5	ensembl	lincRNA
ENSRNOG00000056632	AABR07030568.6	ensembl	lincRNA
ENSRNOG00000042255	Efcab3	ensembl	protein_coding
ENSRNOG00000006131	Mettl2	ensembl	protein_coding
ENSRNOG00000059040	7SK	ensembl	misc_RNA
ENSRNOG00000055135	U1	ensembl	snRNA
ENSRNOG00000006285	Tlk2	ensembl	protein_coding
ENSRNOG00000052520	AABR07072195.1	ensembl	snRNA
ENSRNOG00000006548	Mrc2	ensembl	protein_coding
ENSRNOG00000007084	Marchf10	ensembl	protein_coding
