,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
"ABC.GGU.P, gguB; putative multiple sugar transport system permease protein",2.715445619,2.794765474,2.689245112,-0.05094604,0.867763421,-0.04257129,0.472041616,0.949462228,0.997645811,0.864876907,0.998850893
ddl; D-alanine-D-alanine ligase [EC:6.3.2.4],4.823544846,4.809923567,4.846740058,0.016554711,0.353518705,0.045303314,0.470741227,0.684549035,0.99694338,0.856702441,0.99885095
"mprA; two-component system, OmpR family, response regulator MprA",-0.919448879,-0.969442607,-0.889216298,-0.045234516,0.882582035,-0.043490522,0.479843956,0.654443349,0.996983879,0.80620172,0.998851037
flgL; flagellar hook-associated protein 3 FlgL,1.153752591,1.190658961,1.083918375,-0.102730628,1.066302887,-0.082348696,0.451822924,0.927635415,0.997580805,0.769697626,0.99885452
dctP; C4-dicarboxylate-binding protein DctP,-1.970197222,-2.09125698,-1.828837394,0.09227198,0.867221488,0.074770019,0.461638497,0.660351458,0.996981447,0.694826599,0.998854918
"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]",-2.039946469,-2.09340309,-1.943842904,0.158216223,1.127529087,0.115401642,0.443433038,0.765714208,0.997149397,0.727477238,0.99885504
"PTS-Ula-EIIC, ulaA, sgaT; PTS system, ascorbate-specific IIC component",-0.385908684,-0.337459817,-0.434404762,-0.054885603,0.916212601,-0.054680543,0.473958337,0.743562095,0.996978981,0.767096889,0.998855095
"E1.2.99.5F, fwdF, fmdF; formylmethanofuran dehydrogenase subunit F [EC:1.2.99.5]",-5.181275514,-5.376935002,-4.863663912,-0.075482173,3.654454297,-0.015742089,0.492187501,0.647102955,0.996968651,0.802208671,0.99885516
panC-cmk; pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14],-1.056602037,-1.13784262,-1.012961815,0.025673214,0.805186024,0.027867975,0.488281252,0.687969304,0.996982211,0.798531253,0.998855506
"PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.69]",0.34457959,0.336793105,0.348905867,0.027202151,1.204913596,0.020540867,0.486345906,0.719859165,0.99694338,0.858435832,0.998855543
allD; ureidoglycolate dehydrogenase [EC:1.1.1.154],-2.099096153,-2.025991787,-2.1930633,-0.00959385,1.136701953,-0.007263565,0.496749025,0.658444961,0.997028968,0.80164692,0.998855743
korG; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3],2.098529377,2.090570524,2.108961689,0.040294528,0.520841763,0.067128763,0.467447921,0.846724229,0.99713098,0.816825639,0.998857405
E3.5.1.47; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47],-2.294468766,-2.422990638,-2.176337698,0.08125674,2.150132451,0.039591421,0.481770836,0.880659352,0.997355589,0.857492937,0.998857969
"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]",2.917868713,2.855550968,2.94804364,0.080774202,1.09399541,0.060948852,0.471354171,0.663333486,0.99694338,0.835112942,0.998858538
"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]",5.486000368,5.464192393,5.513424619,0.015847605,0.348314102,0.032701485,0.483745126,0.821397575,0.996981608,0.894085391,0.998860771
pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-],-1.116738877,-1.098282115,-1.129001516,-0.043718684,2.000078835,-0.023118986,0.488946686,0.710092174,0.996975988,0.894924193,0.998861259
E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41],0.630992618,0.634806126,0.614009426,-0.077176135,0.657208522,-0.08432734,0.462239589,0.768515586,0.996982921,0.829201208,0.998861587
TRAP; thrombospondin-related anonymous protein,-2.90856356,-2.860287785,-2.924436423,-0.066839434,1.416962596,-0.042672236,0.480468753,0.754223724,0.997045677,0.790590796,0.998861636
"regX3; two-component system, OmpR family, response regulator RegX3",1.222098795,1.359647589,1.168914585,-0.061198542,0.963471046,-0.060435499,0.462938887,0.769447832,0.99695561,0.770123261,0.998863731
aspC; nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23],0.976154717,1.013079277,0.929832213,-0.061547364,0.615365641,-0.095805105,0.461638497,0.862545669,0.997386561,0.804168184,0.998867291
araF; L-arabinose transport system substrate-binding protein,-1.215294609,-1.197147083,-1.224785265,-0.0587794,1.468432192,-0.036462865,0.486345906,0.836858058,0.997068151,0.870206117,0.998867464
"LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]",2.903641311,2.898411934,2.911461061,0.000508115,0.565030805,0.000373698,0.499349805,0.689804051,0.99694338,0.892493282,0.99886753
"RP-L3, rplC; large subunit ribosomal protein L3",4.341735414,4.337975102,4.346819938,0.017463107,0.456508339,0.036041575,0.479843956,0.868365221,0.99719167,0.839573414,0.998868157
E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2],0.89249292,0.848597957,0.968427971,0.026662486,0.712150272,0.031865167,0.479843956,0.843287207,0.99715577,0.818528019,0.998868527
pta; phosphate acetyltransferase [EC:2.3.1.8],1.949216193,1.938034954,1.964124248,0.06431835,1.046146053,0.059492453,0.472656254,0.867637521,0.997093856,0.867052823,0.998868874
"E5.1.3.3, galM; aldose 1-epimerase [EC:5.1.3.3]",4.110728503,4.11232342,4.059902822,0.024438313,0.451506437,0.044607805,0.481770836,0.313025236,0.99694338,0.861616763,0.998868878
"HXT; MFS transporter, SP family, sugar:H+ symporter",-4.518382666,-4.52532277,-4.508056537,0.05574063,2.823936777,0.017990799,0.490885418,0.697449683,0.9970599,0.807514826,0.99887124
HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23],-3.042447676,-2.828097603,-3.249154377,-0.113643646,2.268577529,-0.04259836,0.476562503,0.732038274,0.996989094,0.856455657,0.998871468
"MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]",-2.51087574,-2.515602625,-2.51002618,-0.113493161,2.846474812,-0.036327373,0.482444736,0.885313801,0.997414933,0.868749927,0.998872029
purT; phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2],2.246927696,2.196345504,2.264828758,0.075656707,0.897776694,0.07252399,0.47916667,0.921540478,0.997390011,0.893773891,0.998872693
"ATPVC, ntpC; V-type H+-transporting ATPase subunit C [EC:3.6.3.14]",-3.015106785,-3.035883316,-2.998286011,0.069851235,1.996745886,0.03563711,0.492187501,0.781162435,0.997114953,0.837858461,0.998873584
hyuB; N-methylhydantoinase B [EC:3.5.2.14],-2.923081863,-2.930333567,-2.913819827,0.05055044,1.235009672,0.044605094,0.47916667,0.681188483,0.997208825,0.709156162,0.998873801
cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-],3.565243919,3.566600412,3.563822434,0.003807178,0.518079759,0.006440102,0.496093751,0.908899879,0.997136668,0.915648768,0.99887397
"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit D [EC:1.12.99.-]",-4.308364648,-4.475993782,-4.132595694,0.27092653,2.276224887,0.122120292,0.447334208,0.730367681,0.996997554,0.709478814,0.998874261
"hydG, zraR; two-component system, NtrC family, response regulator HydG",2.073212162,2.027460583,2.106638828,0.058646812,1.421223289,0.039728214,0.477243176,0.844731898,0.996998777,0.835859478,0.998874594
"gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",-0.176153408,-0.215026615,-0.160841019,0.064628344,0.719456864,0.081847995,0.457031256,0.729605206,0.997049264,0.790111493,0.99887495
prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1],-4.567894594,-4.406494753,-4.744000377,0.006094421,3.290786693,0.000756844,0.499349805,0.673181447,0.997011742,0.819596744,0.998876721
"pilR; two-component system, NtrC family, response regulator PilR",-1.07266116,-1.017013972,-1.092298848,0.014315064,1.163000676,0.009560815,0.495448635,0.793741194,0.997172132,0.868105809,0.998876765
potB; spermidine/putrescine transport system permease protein,2.920364216,2.925931644,2.91824115,-0.00933221,0.846448273,-0.015699315,0.487646296,0.711766096,0.996964814,0.872892393,0.9988772
"E1.1.2.3, lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]",-5.050349612,-5.357486152,-4.903935899,0.103243793,2.743956839,0.036484375,0.480468753,0.672049103,0.997024743,0.760150909,0.998878487
"gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]",-0.487882276,-0.418527493,-0.578283165,-0.188574886,2.14925932,-0.084951482,0.456436937,0.910848383,0.997364859,0.863110263,0.998879672
araG; L-arabinose transport system ATP-binding protein [EC:3.6.3.17],0.301713598,0.286410365,0.316516727,0.069103852,1.049760919,0.065369613,0.466840057,0.779231638,0.997114694,0.831157803,0.998880013
ltaE; threonine aldolase [EC:4.1.2.5],3.625862286,3.616401417,3.632215999,-0.036852408,0.629322825,-0.059825139,0.470052088,0.760927283,0.996964814,0.871345602,0.998880134
ppaX; pyrophosphatase PpaX [EC:3.6.1.1],-2.403918098,-2.623089283,-2.329944024,0.102671756,1.253104381,0.067031854,0.468750004,0.746273212,0.997147065,0.763395486,0.998880625
"URA4, pyrC; dihydroorotase [EC:3.5.2.3]",4.756278511,4.752770713,4.762557576,-0.025953384,0.369176558,-0.059580983,0.467447921,0.792579349,0.997074824,0.811664319,0.99888111
"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",-2.48523918,-2.616592822,-2.416768,0.062250013,1.410722711,0.045381545,0.471354171,0.773824895,0.997095257,0.750129321,0.998881745
ehbN; energy-converting hydrogenase B subunit N,-4.774566303,-5.051697145,-4.609991005,0.007544239,3.372535626,0.001476272,0.498049415,0.599806141,0.997036587,0.818431426,0.998882114
"degU; two-component system, NarL family, response regulator DegU",-5.300210679,-5.404544757,-5.118696251,-0.193096718,3.033092879,-0.051881697,0.474642396,0.479097453,0.996951084,0.724129624,0.998884498
MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4],0.423522761,0.643973419,0.355097279,-0.082325562,1.288273625,-0.056334549,0.47916667,0.727169811,0.996963226,0.84554416,0.998885149
"cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]",0.955753901,0.863880371,0.982909509,0.074540826,0.811757511,0.083310773,0.468750004,0.781526856,0.997043365,0.823638145,0.998885516
aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1],-3.527112377,-3.641486376,-3.386341413,0.165558016,2.058790543,0.072585034,0.463541672,0.767612227,0.997180073,0.762310438,0.99888574
panD; aspartate 1-decarboxylase [EC:4.1.1.11],1.978835597,1.977313514,2.022505393,0.055518657,0.735773016,0.069567636,0.472041616,0.790294332,0.997020843,0.816736142,0.998886096
E3.1.3.-;  [EC:3.1.3.-],-2.096695344,-2.087550874,-2.109573877,-0.003435769,0.918893804,-0.001460359,0.5,0.733568322,0.997162622,0.776801494,0.99888647
eutC; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7],0.620530794,0.620214689,0.622058898,0.074118622,1.215732754,0.050917865,0.470052088,0.91479745,0.997409932,0.825497043,0.998886549
bchE; anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-],-3.038389507,-2.934054445,-3.142095312,-0.207670964,1.795009306,-0.111152796,0.449218757,0.622251144,0.997019315,0.644546487,0.998886571
"ATPVE, ntpE; V-type H+-transporting ATPase subunit E [EC:3.6.3.14]",-0.791012432,-0.71082759,-0.838422771,0.086243864,1.924480578,0.041087909,0.477243176,0.868645235,0.997217016,0.869695497,0.998886683
E3.2.1.1A; alpha-amylase [EC:3.2.1.1],2.189337889,2.269896485,2.151412303,-0.03555297,0.85678481,-0.04041956,0.480468753,0.759086461,0.99694338,0.804753527,0.998886745
pduD; propanediol dehydratase medium subunit [EC:4.2.1.28],-2.603443292,-2.573467734,-2.613297363,-0.002317971,1.085075217,-0.00255602,0.499349805,0.721262298,0.99710758,0.775921425,0.998887207
citX; holo-ACP synthase [EC:2.7.7.61],-2.874134873,-2.922910461,-2.823479257,0.068707228,1.439337289,0.052397617,0.483072919,0.778544412,0.997140514,0.785501979,0.998887653
nadX; aspartate dehydrogenase [EC:1.4.1.21],0.081201865,0.17211757,0.0200007,-0.018512957,1.370139394,-0.01267136,0.489583335,0.779653615,0.9969731,0.887189224,0.998888857
nifA; Nif-specific regulatory protein,1.530374877,1.540047605,1.522490435,-0.060325851,1.054919525,-0.048982697,0.47526042,0.846688745,0.997092431,0.872635948,0.998888884
"ftsW, spoVE; cell division protein FtsW",3.923296825,3.913660965,3.929710876,0.0156814,0.320894094,0.041505388,0.472656254,0.897597177,0.997442845,0.859691157,0.998890743
E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7],1.151638812,1.153419662,1.076489537,0.055261237,1.244077589,0.04297214,0.480468753,0.894598151,0.997198952,0.883601344,0.998891681
atoE; short-chain fatty acids transporter,-0.237931356,-0.25187657,-0.226650243,-0.168748557,1.225564718,-0.135265057,0.444733428,0.597808035,0.99694338,0.732577876,0.998893028
HSP20; HSP20 family protein,-0.277894299,-0.286969566,-0.258017457,0.018965744,1.000365853,0.015801359,0.492847855,0.830526463,0.997119972,0.86800268,0.998893419
hipO; hippurate hydrolase [EC:3.5.1.32],1.095258243,1.09200176,1.097339855,0.076101632,0.94265855,0.08060597,0.466840057,0.862711615,0.997144895,0.823910792,0.998893797
JNK; c-Jun N-terminal kinase [EC:2.7.11.24],-4.149454292,-4.500853716,-3.709931622,0.062773506,4.117873546,0.013224904,0.494148245,0.759569241,0.996977837,0.895875963,0.998894011
SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.99.5],-0.643484599,-0.625718758,-0.649929071,-0.017469505,1.100087328,-0.011161637,0.492847855,0.840421732,0.997280166,0.877177932,0.998894596
fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],4.966841802,4.963058833,4.984145889,0.033212206,0.5318893,0.043454699,0.476562503,0.551926002,0.99694338,0.931648671,0.998895382
"E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",4.533867785,4.528553415,4.541462067,0.004994625,0.239615764,0.023754845,0.490885418,0.905330627,0.997441498,0.900235352,0.998896909
hyuA; N-methylhydantoinase A [EC:3.5.2.14],-1.923367102,-1.998869235,-1.871954945,0.070012902,1.188538997,0.063603581,0.472656254,0.794639527,0.99712009,0.77429285,0.998897037
cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3],-4.445591328,-4.516888707,-4.39968473,0.079681731,2.547777596,0.02280098,0.487646296,0.777947023,0.997187491,0.786776314,0.998897406
priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-],5.23970327,5.230859019,5.251859604,0.009807294,0.366636209,0.030085945,0.488946686,0.919771736,0.997432447,0.898223466,0.998897602
phnD; phosphonate transport system substrate-binding protein,0.213539207,0.23078235,0.206929846,0.031655206,1.064073334,0.015344444,0.489583335,0.50384006,0.99694338,0.832292919,0.998899515
murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],4.509541081,4.490093584,4.526659765,0.01191676,0.268831185,0.042709882,0.486979169,0.828635948,0.997094181,0.896625619,0.998900648
"MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]",5.548367612,5.55393537,5.54136396,0.016926339,0.305773783,0.044392077,0.478543566,0.831359354,0.996994999,0.882133794,0.99890074
"idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]",1.045869812,1.017169428,1.063350841,-0.006486033,0.862188227,-0.006126739,0.499349805,0.551218523,0.99694338,0.914843699,0.998903367
hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1],-0.4749459,-0.487863672,-0.467920387,-0.05611869,1.946943927,-0.035857805,0.483745126,0.662476892,0.99694338,0.871838437,0.998903429
"PFKFB; 6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase [EC:2.7.1.105 3.1.3.46]",-0.966770451,-1.01685271,-0.934054469,0.006373475,2.470149485,0.001797881,0.498697917,0.618557286,0.996953959,0.916396431,0.998904158
"RP-S20, rpsT; small subunit ribosomal protein S20",2.057098707,2.092114065,2.023827717,-0.024851242,0.485511828,-0.043665079,0.473958337,0.846734418,0.997301048,0.80078838,0.9989043
E3.6.3.6; H+-transporting ATPase [EC:3.6.3.6],-3.483480303,-3.535112613,-3.456932694,-0.036696301,1.962325402,-0.015007191,0.490885418,0.734475409,0.997040115,0.809343932,0.998904985
nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3],1.830753222,1.742701928,1.885097,0.016176952,0.573038374,0.022312319,0.494148245,0.864500558,0.997242408,0.910832368,0.998905443
"PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]",4.786634225,4.788042118,4.773230237,0.013618143,0.432240417,0.044425638,0.477864586,0.872467874,0.997156993,0.883847244,0.998905561
"rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]",3.229939241,3.17581132,3.311982079,0.036676117,0.763464041,0.049022597,0.484375002,0.940332201,0.997497758,0.908786674,0.998907205
"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]",5.935105396,5.930050028,5.937403658,0.01738414,0.449020566,0.037886341,0.474642396,0.713410151,0.99694338,0.864222099,0.998907224
"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]",3.871627985,3.875573437,3.851282197,-0.020884914,0.384341946,-0.054557449,0.467447921,0.553386776,0.99694338,0.811274288,0.998908966
"E2.7.1.21, tdk; thymidine kinase [EC:2.7.1.21]",2.13238653,2.123192626,2.158513168,-0.001112906,0.557751597,-0.001338284,0.499349805,0.714978096,0.996959174,0.895090043,0.998910366
amn; AMP nucleosidase [EC:3.2.2.4],-1.28764446,-1.3980113,-1.284930462,0.029804481,1.380533755,0.018890054,0.495448635,0.845009557,0.997224326,0.852393773,0.998910578
"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",0.272624658,0.288422922,0.263197513,-0.09535587,1.428762161,-0.071358986,0.455729173,0.497048225,0.99694338,0.782355168,0.998911528
pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 2.3.2.-],-1.324139342,-1.444361391,-1.220479278,0.216352996,2.503231902,0.072446161,0.464239277,0.914084508,0.997247407,0.82527604,0.998912164
kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45],0.781098731,0.670373424,0.793967884,0.048254804,0.97251405,0.047344833,0.477243176,0.852060553,0.997247885,0.870697606,0.998913172
"menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]",1.628573287,1.621047873,1.630297969,-0.04345909,0.6494713,-0.058538061,0.466840057,0.930824854,0.997531714,0.816710764,0.998913468
E3.1.2.14; oleoyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.14],-3.285163764,-3.092811236,-3.372094806,0.002632595,3.226108995,0.000139877,0.5,0.848325193,0.997229505,0.866562368,0.998914825
"E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]",4.232268271,4.23950932,4.226047885,0.011051481,0.430720896,0.026261153,0.489583335,0.798544485,0.996997545,0.908662484,0.998916767
aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20],-1.919112704,-1.885821899,-1.942635069,-0.026354909,1.272440847,-0.018820653,0.494148245,0.830606402,0.997211835,0.832559054,0.998918621
dctA; aerobic C4-dicarboxylate transport protein,-4.374546588,-4.360161837,-4.387567944,-0.022793339,2.378560013,-0.009088494,0.496749025,0.602667549,0.997043945,0.796504413,0.998921075
mrdA; penicillin-binding protein 2,4.316176527,4.313662336,4.318731725,0.005309644,0.359499158,0.012236764,0.492187501,0.909418393,0.997395499,0.88022993,0.998921082
argB; acetylglutamate kinase [EC:2.7.2.8],4.31640328,4.366606048,4.23956506,-0.009255765,0.405324407,-0.01718247,0.487646296,0.602266554,0.99694338,0.906946266,0.99892247
ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],3.069298564,3.064368444,3.087692971,3.15E-05,0.597713425,4.04E-05,0.5,0.882098177,0.997367229,0.919163849,0.99892372
phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1],-0.571738065,-0.745660565,-0.490126223,0.029582345,2.285169718,0.010741632,0.496093751,0.786573427,0.996992443,0.898594336,0.998924213
"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",-2.47589096,-2.544290667,-2.408098808,0.01870963,1.315064111,0.009265427,0.494791667,0.77646488,0.997075592,0.780630202,0.998925161
recR; recombination protein RecR,4.169356974,4.279487013,4.136201271,-0.015796551,0.370401956,-0.03871797,0.47916667,0.923643525,0.997403435,0.848293677,0.998925355
"E3.5.4.5, cdd; cytidine deaminase [EC:3.5.4.5]",2.996688721,3.034011625,2.945052836,-0.02312983,0.412677723,-0.035885694,0.47916667,0.9113884,0.997351806,0.84323656,0.998928675
pgmB; beta-phosphoglucomutase [EC:5.4.2.6],0.049494308,0.040049383,0.061501495,0.008719735,1.077431017,0.006773523,0.498049415,0.704431685,0.99694338,0.894644912,0.99892975
E3.8.1.-;  [EC:3.8.1.-],-2.888937501,-2.8921901,-2.884421728,-0.050438112,1.930554599,-0.022151596,0.489583335,0.612688498,0.996972356,0.810178359,0.998930106
"E4.6.1.1B, cyaB; adenylate cyclase, class 2 [EC:4.6.1.1]",-2.410358578,-2.238095802,-2.51952073,-0.101951489,2.193690908,-0.030987289,0.484375002,0.610768885,0.996983356,0.846306661,0.99893027
puuD; gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94],-5.868779315,-5.978892764,-5.70887147,-0.019251664,2.843802148,-0.003034811,0.498697917,0.625644036,0.997035082,0.702524189,0.998930621
"hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]",0.679032323,0.660059504,0.70733256,0.011047125,0.465997281,0.01824631,0.488946686,0.794929926,0.997058299,0.791758096,0.998931589
motA; chemotaxis protein MotA,2.784807852,2.830210085,2.766677001,-0.01139046,0.515695967,-0.022181622,0.488281252,0.85928694,0.997086657,0.890735068,0.998931749
E1.1.99.21; D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21],-4.476894896,-4.569842719,-4.394074297,-0.065552626,2.232000409,-0.024808473,0.489583335,0.638158409,0.997043508,0.765313882,0.998933364
E1.3.99.-;  [EC:1.3.99.-],2.094189718,2.105603403,2.029396322,-0.013659334,1.050698334,-0.013462146,0.495448635,0.896535273,0.997317311,0.922354129,0.99893343
"baeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]",-0.729614376,-0.73065803,-0.729338726,-0.104200237,1.057266571,-0.085623479,0.452535767,0.601996987,0.996968475,0.745848231,0.998933506
fliJ; flagellar FliJ protein,-0.530191872,-0.620257224,-0.4701476,0.031806816,1.205023337,0.028743036,0.488281252,0.872848964,0.997332238,0.915914158,0.998934628
"E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]",-2.950756591,-3.135850987,-2.601988017,-0.007804732,3.007027359,-0.003384477,0.499349805,0.825337813,0.997077288,0.88701154,0.998939455
alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21],-0.301439976,-0.268843358,-0.337210702,-0.02243851,0.677022348,-0.038055284,0.485677085,0.844971866,0.997229868,0.771554889,0.998941932
leuA; 2-isopropylmalate synthase [EC:2.3.3.13],5.255665416,5.25736695,5.239890128,-0.003777105,0.471662293,-0.010235743,0.494791667,0.955916261,0.997731018,0.868132082,0.998941977
"RP-L15, rplO; large subunit ribosomal protein L15",3.842344365,3.902329274,3.775863245,0.020369404,0.567869561,0.02875936,0.488281252,0.858784396,0.996996123,0.877028798,0.99894345
"ATPF0B, atpF; F-type H+-transporting ATPase subunit b [EC:3.6.3.14]",2.399356706,2.359909375,2.400513349,-0.066684527,0.777272885,-0.073619517,0.474642396,0.84226139,0.9970488,0.888906332,0.998943868
"fliOZ, fliO; flagellar protein FliO/FliZ",-1.46529364,-1.415712381,-1.491801518,-0.127068675,1.687659942,-0.071075268,0.471354171,0.667020444,0.99696016,0.793811515,0.998944229
dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21],-4.55756669,-4.510061131,-4.603556238,0.004039189,2.764749194,0.001311139,0.499349805,0.644346348,0.997018182,0.774972631,0.998945903
hisZ; ATP phosphoribosyltransferase regulatory subunit,2.604118521,2.602401474,2.604940501,0.026256029,0.595701015,0.03104796,0.482444736,0.779867954,0.996964814,0.853683078,0.998949643
leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],3.646080383,3.658440043,3.635727142,-0.022533175,0.3710855,-0.059499519,0.463541672,0.910731624,0.997354396,0.841135431,0.998952283
modF; molybdate transport system ATP-binding protein,2.223695983,2.238933303,2.221080671,0.012009166,1.02408472,0.010919281,0.495448635,0.821278962,0.997056379,0.899656752,0.998954534
"E1.3.1.54, cobK, cbiJ; precorrin-6X reductase [EC:1.3.1.54]",-1.470549048,-1.534829142,-1.436355888,0.049176216,1.149722749,0.039781002,0.486345906,0.833419491,0.997261818,0.846731204,0.998956791
dgoD; galactonate dehydratase [EC:4.2.1.6],0.979441666,1.008557108,0.963024567,0.025090296,1.274220384,0.022483123,0.488281252,0.91054326,0.997447484,0.886048797,0.998960936
cdhD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245],0.275568485,0.403059428,0.190309554,-0.015376223,1.488563633,-0.00752243,0.496093751,0.835030582,0.997183223,0.912774269,0.998965062
E6.2.1.-;  [EC:6.2.1.-],-2.137732724,-2.096315054,-2.174381382,-0.052984366,0.823418164,-0.055435382,0.473342006,0.728656752,0.997108452,0.734059311,0.99896957
E4.1.1.12; aspartate 4-decarboxylase [EC:4.1.1.12],0.102813144,0.015063068,0.165850784,-0.04374103,1.189694886,-0.037200515,0.483072919,0.820735709,0.997081599,0.88997404,0.99897015
E3.4.-.-;  [EC:3.4.-.-],0.253831802,0.270504919,0.236804135,0.029056935,0.930423228,0.02722885,0.483072919,0.351744985,0.99694338,0.817592676,0.998970535
dppF; dipeptide transport system ATP-binding protein,4.91572309,4.976237046,4.863283008,-0.016117282,0.418090775,-0.034803105,0.485677085,0.697609945,0.99694338,0.876109762,0.998971017
eutT; ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17],-2.072022216,-2.018911178,-2.173189523,-0.046940155,1.333020572,-0.038678012,0.481770836,0.816990658,0.997106541,0.798240433,0.998971286
rho; transcription termination factor Rho,4.240932151,4.251614809,4.227742888,-0.046593752,0.832567565,-0.051361137,0.473342006,0.961581335,0.997897419,0.86602544,0.998971597
"pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",-1.590855695,-1.575357213,-1.610869865,0.033021061,0.98505382,0.028926618,0.489583335,0.720311827,0.997007979,0.827128062,0.998971761
alsA; D-allose transport system ATP-binding protein [EC:3.6.3.17],-2.091297377,-2.20472317,-1.974949332,0.013982321,1.473664971,0.009155437,0.498049415,0.576286136,0.997034383,0.829172716,0.99897294
"ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]",3.847574744,3.865978671,3.845858953,0.009398451,0.445745221,0.015511134,0.492187501,0.850758797,0.997065063,0.922751625,0.998974446
