PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.caecum_mixture.oplsda.
1739,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22001,LC/MS Neg,100000773,3446,159.10266,88930-08-9,26613,24791,NA,HMDB01954,0.833886999,0.92326884,0.942330129,-2.122398445,0.78004661
3993,protoporphyrin IX,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,39321,LC/MS Pos Late,100000292,1417,563.26529,553-12-8;50865-10-5,4971,10469486,C02191,HMDB00241,0.264158197,0.765886998,1.165422607,1.165422607,0.779640259
1571,2-aminoheptanoate,Lipid,"Fatty Acid, Amino",43761,LC/MS Pos Early,100004542,3160,146.11756,1115-90-8,227939,198338,NA,NA,0.200315441,0.706946876,1.452642899,1.452642899,0.776488192
830,phenylalanylalanine,Peptide,Dipeptide,41374,LC/MS Pos Early,100003589,2909,237.12337,3918-87-4,5488196,4589716,NA,NA,0.191711625,0.706946876,2.695459945,2.695459945,0.773235246
5185,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,1086,C00059,HMDB01448,0.211398133,0.720741384,1.327473,1.327473,0.771999064
4552,enterodiol,Xenobiotics,Food Component/Plant,39630,LC/MS Neg,100003072,4327,301.14453,80226-00-2,123725,110294,NA,NA,0.577578797,0.859966049,1.226003498,1.226003498,0.764482988
3839,3-ureidoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57549,LC/MS Pos Early,100001531,1207,147.07642,2905-86-4,160663,141172,C05100,HMDB02031,0.428519966,0.808386673,0.850125201,-2.35259465,0.761063135
3745,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing",32342,LC/MS Pos Early,209,1013,348.07037,149022-20-8,6083,10239183,C00020,HMDB00045,0.152609736,0.693958412,0.841190755,-2.377582004,0.760523771
1917,linoleoyl ethanolamide,Lipid,Endocannabinoid,52608,LC/MS Neg,100006726,6150,322.27515,68171-52-8,5283446,4446566,NA,HMDB12252,0.355310759,0.781276428,1.112026418,1.112026418,0.758271528
1249,diacetylchitobiose,Carbohydrate,Aminosugar Metabolism,35158,LC/MS Pos Early,100001492,790,425.17659,35061-50-8,439544,21403149,C01674,HMDB03556,0.460013867,0.822899862,0.838812432,-2.384323268,0.757454327
2885,coprostanol,Lipid,Sterol,45986,LC/MS Pos Late,100005346,2850,371.36724,360-68-9,221122,19951861,NA,HMDB00577,0.06350644,0.647780054,0.528978394,-3.780872758,0.755180329
4252,2-hydroxyquinoline,Xenobiotics,Food Component/Plant,40464,LC/MS Pos Early,100002385,2680,146.06004,59-31-4,6038,5816,C06415,NA,0.235121883,0.741558342,0.848161771,-2.358040727,0.754740716
484,1-methylguanidine,Amino Acid,Guanidino and Acetamido Metabolism,48114,LC/MS Pos Early,100000715,2149,74.07127,22661-87-6,10111,28576,C02294,HMDB01522,0.869040974,0.92326884,1.036413706,1.036413706,0.754226814
3926,flavin adenine dinucleotide (FAD),Cofactors and Vitamins,Riboflavin Metabolism,2134,LC/MS Neg,327,2425,784.14985,146-14-5;84366-81-4,643975,559059,C00016,HMDB01248,0.778690317,0.917681733,1.172940319,1.172940319,0.750183915
3075,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.28439,145-42-6,6675,NA,C05122,HMDB00036,0.462109059,0.822899862,0.910393149,-2.196853087,0.744192201
1105,sedoheptulose-7-phosphate,Carbohydrate,Pentose Phosphate Pathway,35649,LC/MS Neg,100001628,599.6,289.033,2646-35-7,616,596,C05382,HMDB01068,0.879342335,0.92326884,1.38694548,1.38694548,0.74348606
1487,3-carboxyadipate,Lipid,"Fatty Acid, Dicarboxylate",54723,LC/MS Neg,100009325,571,189.04046,923-42-2,222467,193135,NA,NA,0.70678322,0.910397488,1.385539255,1.385539255,0.743126495
1595,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.01933,516-05-2,487,473,C02170,HMDB00202,0.496576208,0.822899862,1.158048443,1.158048443,0.737963704
2867,cholesterol,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.35159,57-88-5,11025495,4937803,C00187,HMDB00067,0.375885066,0.781276428,1.134854389,1.134854389,0.737699705
3848,cytidine 5'-monophosphate (5'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos Early,282,835,324.05914,63-37-6,6131,5414497,C00055,HMDB00095,0.570965006,0.855544027,1.20343096,1.20343096,0.73579877
3109,lithocholate,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372,375.29047,434-13-9,9903,9519,C03990,HMDB00761,0.512483197,0.822899862,1.127557744,1.127557744,0.735720465
2844,eicosanoylsphingosine (d20:1)*,Lipid,Sphingosines,57597,LC/MS Pos Late,100015870,1443,328.321,NA,NA,NA,NA,NA,0.90820183,0.92326884,0.982062381,-2.036530508,0.734699063
4658,N-carboxymethylalanine,Xenobiotics,Food Component/Plant,63155,LC/MS Pos Early,100021194,905,148.06044,106327-05-3,2764308,2044984,NA,NA,0.4811709,0.822899862,1.168945612,1.168945612,0.731518754
3100,deoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,52969,LC/MS Neg,100006638,4880,235.11746,NA,NA,NA,NA,NA,0.144937851,0.67473535,2.245904998,2.245904998,0.727926265
3086,tauro-beta-muricholate,Lipid,Primary Bile Acid Metabolism,33983,LC/MS Neg,100001250,4774,514.28439,25696-60-0,168408,147312,NA,HMDB00932,0.608288264,0.875217111,0.90358475,-2.213406102,0.727683479
2560,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,32506,LC/MS Neg,100000987,6250,279.23293,3443-82-1,5365676,4517636,NA,HMDB11538,0.658284027,0.90273406,0.315188056,-6.345418116,0.72743814
1045,phenylacetyltaurine,Peptide,Acetylated Peptides,63154,LC/MS Neg,100008932,2494,242.04925,33953-90-1,2179693,1627903,NA,NA,0.28497502,0.769432033,1.754444348,1.754444348,0.726117321
1397,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.23295,506-32-1,444899,392692,C00219,HMDB01043,0.517500044,0.824114028,1.026755728,1.026755728,0.724935757
2541,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094,253.21727,NA,NA,NA,NA,HMDB11565,0.586111131,0.863464595,0.422212124,-4.736955395,0.724493804
336,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800,131.07136,488-15-3,164623,144317,NA,HMDB00317,0.753988956,0.913392075,0.585881052,-3.413662196,0.724265809
1502,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.11323,111-20-6,5192,5004,C08277,HMDB00792,0.959237482,0.92326884,0.985920723,-2.028560668,0.721491191
2898,fucosterol,Lipid,Sterol,21187,LC/MS Pos Late,100000930,2688,395.36724,17605-67-3,5281328,4444705,C08817,HMDB02374,0.385192824,0.78649323,1.154712705,1.154712705,0.719618914
3925,riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Pos Early,500,2292,377.14557,83-88-5,493570,431981,C00255,HMDB00244,0.626511472,0.881306827,1.042021224,1.042021224,0.719451487
4367,equol,Xenobiotics,Food Component/Plant,36774,LC/MS Neg,100001725,4565,241.08701,531-95-3;94105-90-5,91469,339332,C14131,HMDB02209,0.183471854,0.702291818,1.568224407,1.568224407,0.719006754
704,glutaminylleucine,Peptide,Dipeptide,42994,LC/MS Pos Early,100003160,3009,260.16049,NA,NA,NA,NA,NA,0.312625787,0.778115102,2.066583769,2.066583769,0.716951118
3816,uridine 5'-monophosphate (UMP),Nucleotide,"Pyrimidine Metabolism, Uracil containing",2856,LC/MS Pos Early,869,590,325.04315,3387-36-8,6030,1399139,C00105,HMDB00288,0.191904757,0.706946876,0.84807979,-2.358268671,0.708987674
1288,succinate,Energy,TCA Cycle,1437,LC/MS Polar,252,3149,117.01933,110-15-6,1110,1078,C00042,HMDB00254,0.500167842,0.822899862,0.742401299,-2.693960802,0.705519637
2086,"1,2-dilinoleoyl-GPC (18:2/18:2)",Lipid,Phosphatidylcholine (PC),52603,LC/MS Pos Late,100008903,2006,782.56944,998-06-1,5288075,4450312,NA,HMDB08138,0.595511851,0.869972287,1.343484503,1.343484503,0.705022265
4103,3-(2-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35634,LC/MS Neg,100001623,2530,165.05571,495-78-3,873,850,C01198,HMDB33752,0.69227818,0.905888618,0.959174322,-2.085126711,0.704540936
4311,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,61020,C03065,HMDB13222,0.936187697,0.92326884,0.995041841,-2.009965729,0.703605766
951,leucylglutamine*,Peptide,Dipeptide,48189,LC/MS Pos Early,100003183,2620,260.1605,NA,4305457,3511125,NA,HMDB28927,0.223095696,0.730272339,2.716176351,2.716176351,0.703547272
140,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.05571,828-01-3,3848,3715,C05607,HMDB00779,0.791942751,0.917681733,0.553776451,-3.611565635,0.702033276
2677,1-palmitoyl-galactosylglycerol (16:0)*,Lipid,Galactosyl Glycerolipids,62372,LC/MS Neg,100010885,6161,491.32255,NA,10413348,8588782,NA,NA,0.370199663,0.781276428,1.204004,1.204004,0.700919827
3787,guanosine,Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Pos Early,1099,1728,284.09895,118-00-3,6802,6544,C00387,HMDB00133,0.393438955,0.790722581,0.575196275,-3.477073978,0.699334842
384,2-hydroxy-4-(methylthio)butanoic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63739,LC/MS Polar,100021372,1065,149.02778,583-91-5,NA,NA,NA,NA,0.619723808,0.881306827,0.659404503,-3.033039648,0.698034362
365,"2,3-dihydroxy-2-methylbutyrate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57547,LC/MS Polar,100010869,1318,133.05063,14868-24-7,301941,266858,NA,HMDB29576,0.940718996,0.92326884,0.926031731,-2.159753206,0.694388777
1341,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,NA,HMDB02259,0.678564194,0.90273406,1.13089028,1.13089028,0.693824273
4035,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.04588,82-82-6,6723,6467,C00847,HMDB00017,0.779984436,0.917681733,1.01430491,1.01430491,0.692865999
2247,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,Lipid,Phosphatidylinositol (PI),52669,LC/MS Polar,100009066,893,835.5342,NA,NA,24767668,NA,HMDB09783,0.779491689,0.917681733,1.442378982,1.442378982,0.692424123
1497,suberate (C8-DC),Lipid,"Fatty Acid, Dicarboxylate",15730,LC/MS Polar,100000016,2577.6,173.08193,505-48-6,10457,10025,C08278,HMDB00893,0.917908859,0.92326884,0.968894114,-2.064209051,0.692065835
1456,(12 or 13)-methylmyristate (a15:0 or i15:0),Lipid,"Fatty Acid, Branched",38293,LC/MS Neg,100002344,5499,241.2173,2485-71-4,151014,133106,NA,NA,0.247185647,0.755190488,0.709256893,-2.819852748,0.690344293
3769,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.12698,24719-82-2,161466,141829,NA,HMDB41623,0.74799977,0.913392075,1.109294691,1.109294691,0.68830936
468,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305,203.13902,NA,NA,NA,NA,NA,0.187269019,0.706866036,2.214696398,2.214696398,0.685999598
2291,1-stearoyl-GPA (18:0),Lipid,Lysophospholipid,36810,LC/MS Neg,100001670,5829,437.26736,325465-92-7;799268-65-8,89567,80837,NA,NA,0.419650615,0.808386673,0.283528403,-7.053967015,0.684285885
1786,hydroxy-undecanedioate (OH-C11:0-DC)*,Lipid,"Fatty Acid, Monohydroxy",63684,LC/MS Neg,100021710,1482,231.1237,NA,NA,NA,NA,NA,0.124198113,0.670184419,0.84181417,-2.375821258,0.682862418
466,N-carbamoylputrescine,Amino Acid,Polyamine Metabolism,63854,LC/MS Pos Early,100021503,2015,132.11314,NA,502,488,C00436,HMDB33458,0.177624402,0.700820765,2.350803592,2.350803592,0.681064368
1371,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,7924,C08316,HMDB02068,0.699106892,0.907954205,1.157746818,1.157746818,0.679228028
1339,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,13249,C16537,HMDB00826,0.676938849,0.90273406,1.293600293,1.293600293,0.679031633
312,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Polar,1442,1149.8,117.05572,625-08-1,69362,62571,NA,HMDB00754,0.364893499,0.781276428,0.869086219,-2.301267648,0.676610975
4017,carotene diol (1),Cofactors and Vitamins,Vitamin A Metabolism,57635,LC/MS Pos Late,100015966,1720,568.42759,NA,NA,NA,NA,NA,0.273636974,0.765886998,0.932175902,-2.14551781,0.674652656
4266,3-formylindole,Xenobiotics,Food Component/Plant,62863,LC/MS Neg,100020219,3709,144.04548,NA,10256,9838,C08493,HMDB29737,0.175689298,0.700820765,0.867153326,-2.306397196,0.673869931
55,gamma-aminobutyrate (GABA),Amino Acid,Glutamate Metabolism,1416,LC/MS Pos Early,141,2048,104.07061,56-12-2,119,116,C00334,HMDB00112,0.470423637,0.822899862,1.16629105,1.16629105,0.672015917
4288,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.05102,527-07-1,10690,10240,C00257,HMDB00625,0.540398528,0.838336459,0.281581743,-7.10273322,0.669850284
3097,glycocholate sulfate,Lipid,Primary Bile Acid Metabolism,52967,LC/MS Neg,100006639,4560,271.62565,NA,NA,NA,NA,NA,0.731264662,0.913392075,0.333802472,-5.991567369,0.667296363
265,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.06661,832-97-3,92904,83867,C02043,HMDB00671,0.670188052,0.90273406,0.470577278,-4.250098962,0.661527313
1898,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Pos Late,1489,1643,300.28971,544-31-0,4671,4509,C16512,HMDB02100,0.368296978,0.781276428,0.886974969,-2.254855063,0.658214965
1215,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.05102,299-28-5,128869,114198,C00880,HMDB00565,0.707926181,0.910397488,0.495140847,-4.039254714,0.651352718
1325,caproate (6:0),Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,8552,C01585,HMDB00535,0.328940466,0.778115102,1.142517466,1.142517466,0.651188021
4177,dihydrokaempferol,Xenobiotics,Food Component/Plant,37116,LC/MS Neg,100001819,2510,287.05611,480-20-6;5150-32-3,122850,NA,C00974,HMDB30847,0.506666534,0.822899862,0.798407142,-2.504987612,0.648643481
57,N-methyl-GABA,Amino Acid,Glutamate Metabolism,39577,LC/MS Pos Early,100003152,2109,118.08626,1119-48-8,70703,63869,C15987,NA,0.790905575,0.917681733,0.977080206,-2.046914868,0.646741288
43,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.07642,56-85-9,5961,5746,C00064,HMDB00641,0.313627576,0.778115102,2.014925695,2.014925695,0.641025309
4257,"2,8-quinolinediol",Xenobiotics,Food Component/Plant,42975,LC/MS Pos Early,100004206,2514,162.05496,15450-76-7,97250,87777,C06342,NA,0.860078622,0.92326884,1.008194237,1.008194237,0.640788652
2087,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,Lipid,Phosphatidylcholine (PC),53176,LC/MS Pos Late,100009343,1939,780.55378,NA,NA,24766802,NA,HMDB08141,0.512302475,0.822899862,1.313369057,1.313369057,0.639144529
439,N-methylhydroxyproline**,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62068,LC/MS Pos Early,100020215,1145,146.08118,NA,NA,NA,NA,NA,0.277217715,0.76778329,2.074718619,2.074718619,0.636231808
36,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Polar,100000787,3143,174.04079,997-55-7;997-55-7,65065,58576,C01042,HMDB00812,0.536339943,0.837867848,1.108658013,1.108658013,0.634487305
727,glycylisoleucine,Peptide,Dipeptide,36659,LC/MS Pos Early,100001790,3002,189.12337,19461-38-2,88079,19972556,NA,HMDB28844,0.488120311,0.822899862,1.56966673,1.56966673,0.633257562
4573,pyrraline,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.11938,74509-14-1,122228,19980286,NA,HMDB33143,0.900758627,0.92326884,1.001787156,1.001787156,0.62926858
1517,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.19148,NA,NA,NA,NA,NA,0.800562537,0.919073751,1.180763709,1.180763709,0.628209099
375,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.05325,3226-65-1,158980,139840,C02989,HMDB02005,0.42912791,0.808386673,1.267797705,1.267797705,0.627368176
1741,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13396,5561-87-5,26612,24790,NA,HMDB02203,0.141347881,0.671451849,1.238673903,1.238673903,0.625658957
1743,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Neg,100001145,1282,217.10814,73141-46-5,3017884,2285525,NA,HMDB00350,0.814934691,0.919106997,0.951343926,-2.102289135,0.624357673
4445,nicotianamine,Xenobiotics,Food Component/Plant,43026,LC/MS Pos Early,100004035,1800,304.15032,34441-14-0,9882882,8058557,C05324,NA,0.82290182,0.920886996,0.788280724,-2.537167204,0.624303763
433,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.09898,33965-42-3,656979,571213,C15532,HMDB00856,0.416419364,0.808386673,1.224783227,1.224783227,0.623101554
125,N-acetyl-cadaverine,Amino Acid,Lysine Metabolism,43530,LC/MS Pos Early,100002249,2385,145.13354,32343-73-0,189087,NA,NA,HMDB02284,0.784727912,0.917681733,0.971374333,-2.058938489,0.610760797
4662,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.03531,1477-49-2,73863,66497,NA,NA,0.475433302,0.822899862,0.88888982,-2.249997643,0.609768854
243,kynurenate,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.03531,492-27-3,3845,3712,C01717,HMDB00715,0.339760023,0.778115102,1.745992612,1.745992612,0.596438515
1180,raffinose,Carbohydrate,Disaccharides and Oligosaccharides,586,LC/MS Neg,879,978,503.16176,17629-30-0,10542,388379,C00492,HMDB03213,0.767552281,0.914747052,0.836802266,-2.390050891,0.594571345
2545,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,27447,LC/MS Neg,100001040,6477,279.23293,2277-28-3,5283469,4446589,NA,NA,0.83569122,0.92326884,0.336290326,-5.947242152,0.594119516
4517,soyasaponin III,Xenobiotics,Food Component/Plant,54925,LC/MS Neg,100004483,5176,795.45363,55304-02-4,NA,NA,NA,NA,0.981131115,0.932143159,1.150823276,1.150823276,0.593676912
1745,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.19656,3422-31-9,16064,15252,NA,NA,0.512617395,0.822899862,1.110434578,1.110434578,0.591272893
5350,4-quinolinecarboxylic acid,Xenobiotics,Chemical,63767,LC/MS Neg,100021550,1800,172.0404,486-74-8,10243,9826,C06414,NA,0.117730945,0.670184419,0.897584697,-2.22820198,0.589626069
1367,eicosenoate (20:1),Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,NA,5282768,4445895,C16526,HMDB02231,0.841573589,0.92326884,1.044857154,1.044857154,0.589454761
3082,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.28948,6009-98-9,387316,343282,C05465,HMDB00951,0.43300269,0.808386673,0.697917921,-2.865666491,0.589426235
167,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.05063,6482-98-0,9378,9010,C03672,HMDB00755,0.583245812,0.86273088,0.892013849,-2.242117656,0.588594869
4582,2-keto-3-deoxy-gluconate,Xenobiotics,Food Component/Plant,48141,LC/MS Polar,100005946,1900,177.04046,17510-99-5,161227,141630,C00204,HMDB01353,0.760121916,0.913392075,0.662870021,-3.017182761,0.582760884
2091,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phosphatidylcholine (PC),52710,LC/MS Pos Late,100009131,1969,806.56944,NA,NA,24766809,NA,HMDB08147,0.699164653,0.907954205,1.197736246,1.197736246,0.582291675
407,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.01795,NA,159864,140553,NA,NA,0.384066957,0.78649323,2.597025952,2.597025952,0.578175989
3802,2'-deoxyguanosine 5'-monophosphate (dGMP),Nucleotide,"Purine Metabolism, Guanine containing",35662,LC/MS Pos Early,100001546,950,348.07036,902-04-5,65059,625,C00362,HMDB01044,0.344650678,0.778115102,1.461849456,1.461849456,0.573262821
1661,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.35779,38677-66-6,6441392,21403150,NA,HMDB05065,0.669186324,0.90273406,1.064375829,1.064375829,0.572310496
5106,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Polar,501,802,137.02422,69-72-7,338,331,C00805,HMDB01895,0.888783295,0.92326884,1.010464045,1.010464045,0.566516758
1722,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Pos Early,100001507,1148,87.04406,502-85-2,10413,9984,C00989,HMDB00710,0.928583581,0.92326884,1.361076429,1.361076429,0.566330384
1697,deoxycarnitine,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052,146.11756,6249-56-5,134,705,C01181,HMDB01161,0.314754982,0.778115102,1.321630908,1.321630908,0.565805646
1259,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Pos Early,1162,660,310.11326,131-48-6,439197,10292217,C00270,HMDB00230,0.323738539,0.778115102,0.997059158,-2.005899031,0.563221594
4212,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.04554,446-72-0,5280961,4444448,C06563,HMDB03217,0.742893028,0.913392075,0.546999062,-3.656313399,0.561916367
1590,butyrylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31850,LC/MS Neg,100001151,1470,144.06661,20208-73-5,88412,79766,NA,HMDB00808,0.92452615,0.92326884,1.078952777,1.078952777,0.561431751
2406,1-oleoyl-GPG (18:1)*,Lipid,Lysophospholipid,45968,LC/MS Neg,100005716,5610,509.28849,NA,NA,34999689,NA,NA,0.483363952,0.822899862,1.093534912,1.093534912,0.559351763
4508,sinapate,Xenobiotics,Food Component/Plant,21150,LC/MS Neg,100000869,1973,223.06119,530-59-6,637775,553361,C00482,HMDB32616,0.83317348,0.92326884,0.636582501,-3.14177659,0.557855175
1494,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.06628,111-16-0,385,376,C02656,HMDB00857,0.984467444,0.93288866,0.951688254,-2.101528513,0.556618549
501,2-hydroxybutyrate/2-hydroxyisobutyrate,Amino Acid,Glutathione Metabolism,52281,LC/MS Polar,100008928,1258,103.04006,NA,NA,NA,NA,NA,0.95989094,0.92326884,0.655930246,-3.049104708,0.554829318
274,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,771-50-6,69867,NA,C19837,HMDB03320,0.835729429,0.92326884,0.985719361,-2.02897506,0.551756
2546,1-linolenoylglycerol (18:3),Lipid,Monoacylglycerol,34393,LC/MS Neg,100001435,6214,277.21728,124151-74-2,53480978,21403134,NA,HMDB11569,0.916854171,0.92326884,0.350230037,-5.710532468,0.55063142
2894,stigmastadienone,Lipid,Sterol,63060,LC/MS Pos Late,100021199,2688,411.36215,NA,6442194,4946289,NA,NA,0.459586495,0.822899862,1.033933209,1.033933209,0.544568766
3142,taurohyodeoxycholic acid,Lipid,Secondary Bile Acid Metabolism,43588,LC/MS Neg,100003869,5073,498.28948,38411-85-7,119046,106373,NA,NA,0.558513535,0.849696684,0.835156799,-2.394759887,0.539554554
3858,5-methylcytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",21106,LC/MS Pos Early,1049,2195,126.06619,58366-64-6,65040,58551,C02376,HMDB02894,0.303701603,0.773654391,1.300175006,1.300175006,0.539554525
3157,ursodeoxycholate sulfate (2),Lipid,Secondary Bile Acid Metabolism,52971,LC/MS Neg,100009262,4538,235.11746,NA,NA,NA,NA,NA,0.790555894,0.917681733,0.614666561,-3.253796656,0.537815264
3146,12-dehydrocholate,Lipid,Secondary Bile Acid Metabolism,44644,LC/MS Neg,100001072,4871,405.26464,2458-08-4;2458-08-4,94235,85044,NA,HMDB00400,0.756699069,0.913392075,0.568397474,-3.518664475,0.537335905
3740,allantoic acid,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",33434,LC/MS Polar,218,2960,175.04728,99-16-1,203,198,C00499,HMDB01209,0.679317703,0.90273406,1.215906067,1.215906067,0.537182733
2891,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,601-57-0,91477,427,C00599,HMDB00921,0.998099801,0.93805448,0.966838057,-2.068598754,0.53628328
1111,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.04046,1255190,5460677,4574162,C01685,HMDB00867,0.997187824,0.93805448,0.819911033,-2.439289044,0.5359087
1195,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200,225.06159,3458-28-4,18950,141983,C00159,HMDB00169,0.361774874,0.781276428,1.187046822,1.187046822,0.535691804
2369,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,36600,LC/MS Pos Late,100001570,1482,478.29282,NA,52925130,21403170,NA,HMDB11507,0.636571507,0.883930378,0.773982226,-2.584038666,0.534736706
4272,"3,5-dihydroxyphenylpropionate",Xenobiotics,Food Component/Plant,63342,LC/MS Neg,100021256,1385,181.05063,26539-01-5,161525,141878,NA,NA,0.793662015,0.917681733,0.980215723,-2.04036719,0.530271532
1274,N-glycolylneuraminate,Carbohydrate,Aminosugar Metabolism,37123,LC/MS Pos Early,100001491,636,326.10818,1113-83-3,123802,3794850,C03410,HMDB00833,0.379588686,0.781276428,1.717333784,1.717333784,0.526556755
