category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,padjust
GO:1905618,1,0.977453375,0,2,positive regulation of miRNA mediated inhibition of translation,BP,1
GO:1905630,1,0.991140072,0,1,response to glyceraldehyde,BP,1
GO:1905631,1,0.991140072,0,1,cellular response to glyceraldehyde,BP,1
GO:1905634,1,0.962107235,0,4,regulation of protein localization to chromatin,BP,1
GO:1905636,1,0.977453355,0,2,positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding,BP,1
GO:1905642,1,0.988662931,0,1,negative regulation of DNA methylation,BP,1
GO:1905643,1,0.977454408,0,2,positive regulation of DNA methylation,BP,1
GO:1905651,1,0.944918603,0,6,regulation of artery morphogenesis,BP,1
GO:1905653,1,0.944918603,0,6,positive regulation of artery morphogenesis,BP,1
GO:1905661,1,0.966369757,0,3,regulation of telomerase RNA reverse transcriptase activity,BP,1
GO:1905662,1,0.988662931,0,1,negative regulation of telomerase RNA reverse transcriptase activity,BP,1
GO:1905663,1,0.977453222,0,2,positive regulation of telomerase RNA reverse transcriptase activity,BP,1
GO:1905664,1,0.966369999,0,3,regulation of calcium ion import across plasma membrane,BP,1
GO:1905665,1,0.988663018,0,1,positive regulation of calcium ion import across plasma membrane,BP,1
GO:1905667,1,0.989333221,0,1,negative regulation of protein localization to endosome,BP,1
GO:1905671,1,0.955410943,0,4,regulation of lysosome organization,BP,1
GO:1905672,1,0.988662931,0,1,negative regulation of lysosome organization,BP,1
GO:1905673,1,0.988662931,0,1,positive regulation of lysosome organization,BP,1
GO:1905674,1,0.988662856,0,1,regulation of adaptive immune memory response,BP,1
GO:1905676,1,0.988662856,0,1,positive regulation of adaptive immune memory response,BP,1
GO:1905684,1,0.977453321,0,2,regulation of plasma membrane repair,BP,1
GO:1905693,1,0.988662931,0,1,regulation of phosphatidic acid biosynthetic process,BP,1
GO:1905695,1,0.988662931,0,1,positive regulation of phosphatidic acid biosynthetic process,BP,1
GO:1905696,1,0.978769202,0,2,regulation of polysome binding,BP,1
GO:1905698,1,0.989993728,0,1,positive regulation of polysome binding,BP,1
GO:1905702,1,0.988869573,0,1,regulation of inhibitory synapse assembly,BP,1
GO:1905704,1,0.988869573,0,1,positive regulation of inhibitory synapse assembly,BP,1
GO:1905705,1,0.988662931,0,1,cellular response to paclitaxel,BP,1
GO:1905706,1,0.977453222,0,2,regulation of mitochondrial ATP synthesis coupled proton transport,BP,1
GO:1905709,1,0.913908381,0,8,negative regulation of membrane permeability,BP,1
GO:1905711,1,0.988662929,0,1,response to phosphatidylethanolamine,BP,1
GO:1905719,1,0.977453457,0,2,protein localization to perinuclear region of cytoplasm,BP,1
GO:1905725,1,0.977454605,0,2,protein localization to microtubule end,BP,1
GO:1905747,1,0.98866287,0,1,negative regulation of saliva secretion,BP,1
GO:1905748,1,0.98866287,0,1,hard palate morphogenesis,BP,1
GO:1905749,1,0.96652555,0,3,regulation of endosome to plasma membrane protein transport,BP,1
GO:1905751,1,0.988662704,0,1,positive regulation of endosome to plasma membrane protein transport,BP,1
GO:1905764,1,0.966369721,0,3,regulation of protection from non-homologous end joining at telomere,BP,1
GO:1905765,1,0.966369721,0,3,negative regulation of protection from non-homologous end joining at telomere,BP,1
GO:1905770,1,0.966615674,0,3,regulation of mesodermal cell differentiation,BP,1
GO:1905771,1,0.988665047,0,1,negative regulation of mesodermal cell differentiation,BP,1
GO:1905774,1,0.966684095,0,3,regulation of DNA helicase activity,BP,1
GO:1905775,1,0.977771135,0,2,negative regulation of DNA helicase activity,BP,1
GO:1905776,1,0.988662931,0,1,positive regulation of DNA helicase activity,BP,1
GO:1905777,1,0.966373111,0,3,regulation of exonuclease activity,BP,1
GO:1905778,1,0.977453375,0,2,negative regulation of exonuclease activity,BP,1
GO:1905779,1,0.988666206,0,1,positive regulation of exonuclease activity,BP,1
GO:1905793,1,0.984036813,0,2,protein localization to pericentriolar material,BP,1
GO:1905794,1,0.988662931,0,1,response to puromycin,BP,1
GO:1905795,1,0.988662931,0,1,cellular response to puromycin,BP,1
GO:1905799,1,0.977453142,0,2,regulation of intraciliary retrograde transport,BP,1
GO:1905802,1,0.988663429,0,1,regulation of cellular response to manganese ion,BP,1
GO:1905809,1,0.845019142,0,15,negative regulation of synapse organization,BP,1
GO:1905820,1,0.92683388,0,7,positive regulation of chromosome separation,BP,1
GO:1905832,1,0.974237827,0,3,positive regulation of spindle assembly,BP,1
GO:1905834,1,0.988662931,0,1,response to pyrimidine ribonucleotide,BP,1
GO:1905835,1,0.988662931,0,1,cellular response to pyrimidine ribonucleotide,BP,1
GO:1905836,1,0.988662931,0,1,response to triterpenoid,BP,1
GO:1905837,1,0.988662931,0,1,cellular response to triterpenoid,BP,1
GO:1905838,1,0.977453375,0,2,regulation of telomeric D-loop disassembly,BP,1
GO:1905839,1,0.977453375,0,2,negative regulation of telomeric D-loop disassembly,BP,1
GO:1905843,1,0.99507895,0,1,regulation of cellular response to gamma radiation,BP,1
GO:1905853,1,0.988662786,0,1,regulation of heparan sulfate binding,BP,1
GO:1905855,1,0.988662786,0,1,positive regulation of heparan sulfate binding,BP,1
GO:1905858,1,0.988662786,0,1,regulation of heparan sulfate proteoglycan binding,BP,1
GO:1905860,1,0.988662786,0,1,positive regulation of heparan sulfate proteoglycan binding,BP,1
GO:1905863,1,0.977453333,0,2,invadopodium organization,BP,1
GO:1905867,1,0.96658996,0,3,epididymis development,BP,1
GO:1905868,1,0.977453375,0,2,regulation of 3'-UTR-mediated mRNA stabilization,BP,1
GO:1905870,1,0.977453375,0,2,positive regulation of 3'-UTR-mediated mRNA stabilization,BP,1
GO:1905871,1,0.977453238,0,2,regulation of protein localization to cell leading edge,BP,1
GO:1905872,1,0.988662931,0,1,negative regulation of protein localization to cell leading edge,BP,1
GO:1905873,1,0.988662792,0,1,positive regulation of protein localization to cell leading edge,BP,1
GO:1905874,1,0.910809024,0,9,regulation of postsynaptic density organization,BP,1
GO:1905875,1,0.988662792,0,1,negative regulation of postsynaptic density organization,BP,1
GO:1905877,1,0.988662888,0,1,invadopodium assembly,BP,1
GO:1905878,1,0.988662931,0,1,invadopodium disassembly,BP,1
GO:1905879,1,0.833626077,0,16,regulation of oogenesis,BP,1
GO:1905880,1,0.934338481,0,6,negative regulation of oogenesis,BP,1
GO:1905881,1,0.933864948,0,6,positive regulation of oogenesis,BP,1
GO:1905890,1,0.988662786,0,1,regulation of cellular response to very-low-density lipoprotein particle stimulus,BP,1
GO:1905891,1,0.988662929,0,1,regulation of cellular response to thapsigargin,BP,1
GO:1905892,1,0.988662929,0,1,negative regulation of cellular response to thapsigargin,BP,1
GO:1905894,1,0.988662929,0,1,regulation of cellular response to tunicamycin,BP,1
GO:1905895,1,0.988662929,0,1,negative regulation of cellular response to tunicamycin,BP,1
GO:1905898,1,0.720906101,0,29,positive regulation of response to endoplasmic reticulum stress,BP,1
GO:1905902,1,0.966615674,0,3,regulation of mesoderm formation,BP,1
GO:1905903,1,0.988665047,0,1,negative regulation of mesoderm formation,BP,1
GO:1905906,1,0.923433898,0,7,regulation of amyloid fibril formation,BP,1
GO:1905907,1,0.966539655,0,3,negative regulation of amyloid fibril formation,BP,1
GO:1905908,1,0.97745634,0,2,positive regulation of amyloid fibril formation,BP,1
GO:1905912,1,0.988662924,0,1,regulation of calcium ion export across plasma membrane,BP,1
GO:1905913,1,0.988662924,0,1,negative regulation of calcium ion export across plasma membrane,BP,1
GO:1905915,1,0.980295581,0,2,regulation of cell differentiation involved in phenotypic switching,BP,1
GO:1905916,1,0.991537471,0,1,negative regulation of cell differentiation involved in phenotypic switching,BP,1
GO:1905917,1,0.988662931,0,1,positive regulation of cell differentiation involved in phenotypic switching,BP,1
GO:1905918,1,0.988662889,0,1,regulation of CoA-transferase activity,BP,1
GO:1905920,1,0.988662889,0,1,positive regulation of CoA-transferase activity,BP,1
GO:1905924,1,0.988662888,0,1,regulation of invadopodium assembly,BP,1
GO:1905926,1,0.988662888,0,1,positive regulation of invadopodium assembly,BP,1
GO:1905927,1,0.988662931,0,1,regulation of invadopodium disassembly,BP,1
GO:1905929,1,0.988662931,0,1,positive regulation of invadopodium disassembly,BP,1
GO:1905930,1,0.980295581,0,2,regulation of vascular smooth muscle cell differentiation involved in phenotypic switching,BP,1
GO:1905931,1,0.991537471,0,1,negative regulation of vascular smooth muscle cell differentiation involved in phenotypic switching,BP,1
GO:1905932,1,0.988662931,0,1,positive regulation of vascular smooth muscle cell differentiation involved in phenotypic switching,BP,1
GO:1905936,1,0.95541022,0,4,regulation of germ cell proliferation,BP,1
GO:1905937,1,0.977453041,0,2,negative regulation of germ cell proliferation,BP,1
GO:1905938,1,0.977452783,0,2,positive regulation of germ cell proliferation,BP,1
GO:1905939,1,0.895445535,0,10,regulation of gonad development,BP,1
GO:1905940,1,0.966369805,0,3,negative regulation of gonad development,BP,1
GO:1905941,1,0.945458291,0,5,positive regulation of gonad development,BP,1
GO:1905942,1,0.990503689,0,1,regulation of formation of growth cone in injured axon,BP,1
GO:1905943,1,0.990503689,0,1,negative regulation of formation of growth cone in injured axon,BP,1
GO:1905957,1,0.988662911,0,1,regulation of cellular response to alcohol,BP,1
GO:1905959,1,0.988662911,0,1,positive regulation of cellular response to alcohol,BP,1
GO:1990000,1,0.86595559,0,13,amyloid fibril formation,BP,1
GO:1990001,1,0.955519877,0,4,inhibition of cysteine-type endopeptidase activity involved in apoptotic process,BP,1
GO:1990009,1,0.966507163,0,3,retinal cell apoptotic process,BP,1
GO:1990034,1,0.967690665,0,3,calcium ion export across plasma membrane,BP,1
GO:1990036,1,0.967832941,0,3,calcium ion import into sarcoplasmic reticulum,BP,1
GO:1990046,1,0.988662824,0,1,stress-induced mitochondrial fusion,BP,1
GO:1990048,1,0.962655986,0,4,anterograde neuronal dense core vesicle transport,BP,1
GO:1990049,1,0.95985234,0,4,retrograde neuronal dense core vesicle transport,BP,1
GO:1990074,1,0.966607416,0,3,polyuridylation-dependent mRNA catabolic process,BP,1
GO:1990079,1,0.988686295,0,1,cartilage homeostasis,BP,1
GO:1990086,1,0.977453375,0,2,lens fiber cell apoptotic process,BP,1
GO:1990108,1,0.966628817,0,3,protein linear deubiquitination,BP,1
GO:1990114,1,0.988662834,0,1,RNA polymerase II core complex assembly,BP,1
GO:1990116,1,0.988662931,0,1,ribosome-associated ubiquitin-dependent protein catabolic process,BP,1
GO:1990117,1,0.98866253,0,1,B cell receptor apoptotic signaling pathway,BP,1
GO:1990120,1,0.970869566,0,3,messenger ribonucleoprotein complex assembly,BP,1
GO:1990126,1,0.758054422,0,25,"retrograde transport, endosome to plasma membrane",BP,1
GO:1990141,1,0.988662931,0,1,chromatin silencing at centromere outer repeat region,BP,1
GO:1990144,1,0.924717288,0,7,intrinsic apoptotic signaling pathway in response to hypoxia,BP,1
GO:1990145,1,0.977452598,0,2,maintenance of translational fidelity,BP,1
GO:1990164,1,0.969001328,0,3,histone H2A phosphorylation,BP,1
GO:1990166,1,0.966369909,0,3,protein localization to site of double-strand break,BP,1
GO:1990168,1,0.988662931,0,1,protein K33-linked deubiquitination,BP,1
GO:1990169,1,0.956962162,0,4,stress response to copper ion,BP,1
GO:1990170,1,0.988669595,0,1,stress response to cadmium ion,BP,1
GO:1990172,1,0.992292139,0,1,G protein-coupled receptor catabolic process,BP,1
GO:1990173,1,0.966369879,0,3,protein localization to nucleoplasm,BP,1
GO:1990180,1,0.966370039,0,3,mitochondrial tRNA 3'-end processing,BP,1
GO:1990182,1,0.810601721,0,19,exosomal secretion,BP,1
GO:1990227,1,0.988662931,0,1,paranodal junction maintenance,BP,1
GO:1990245,1,0.988662931,0,1,histone H2A-T120 phosphorylation,BP,1
GO:1990256,1,0.995524327,0,1,signal clustering,BP,1
GO:1990258,1,0.988662821,0,1,histone glutamine methylation,BP,1
GO:1990261,1,0.988662931,0,1,pre-mRNA catabolic process,BP,1
GO:1990264,1,0.967712532,0,3,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity,BP,1
GO:1990266,1,0.45721864,0,70,neutrophil migration,BP,1
GO:1990267,1,0.977821135,0,2,response to transition metal nanoparticle,BP,1
GO:1990268,1,0.989034876,0,1,response to gold nanoparticle,BP,1
GO:1990280,1,0.98905161,0,1,RNA localization to chromatin,BP,1
GO:1990314,1,0.87723661,0,12,cellular response to insulin-like growth factor stimulus,BP,1
GO:1990349,1,0.977463334,0,2,gap junction-mediated intercellular transport,BP,1
GO:1990375,1,0.98866277,0,1,baculum development,BP,1
GO:1990379,1,0.977453231,0,2,lipid transport across blood brain barrier,BP,1
GO:1990384,1,0.988662795,0,1,hyaloid vascular plexus regression,BP,1
GO:1990386,1,0.988662702,0,1,mitotic cleavage furrow ingression,BP,1
GO:1990390,1,0.988891674,0,1,protein K33-linked ubiquitination,BP,1
GO:1990399,1,0.977677487,0,2,epithelium regeneration,BP,1
GO:1990401,1,0.977454583,0,2,embryonic lung development,BP,1
GO:1990402,1,0.957122193,0,4,embryonic liver development,BP,1
GO:1990403,1,0.864454526,0,13,embryonic brain development,BP,1
GO:1990408,1,0.977453103,0,2,calcitonin gene-related peptide receptor signaling pathway,BP,1
GO:1990410,1,0.966369552,0,3,adrenomedullin receptor signaling pathway,BP,1
GO:1990414,1,0.969476812,0,3,replication-born double-strand break repair via sister chromatid exchange,BP,1
GO:1990416,1,0.896204369,0,10,cellular response to brain-derived neurotrophic factor stimulus,BP,1
GO:1990418,1,0.955412497,0,4,response to insulin-like growth factor stimulus,BP,1
GO:1990428,1,0.977453222,0,2,miRNA transport,BP,1
GO:1990440,1,0.883851153,0,11,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,BP,1
GO:1990441,1,0.944779616,0,5,negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,BP,1
GO:1990442,1,0.966369483,0,3,intrinsic apoptotic signaling pathway in response to nitrosative stress,BP,1
GO:1990456,1,0.981793493,0,2,mitochondrion-endoplasmic reticulum membrane tethering,BP,1
GO:1990478,1,0.967458692,0,3,response to ultrasound,BP,1
GO:1990481,1,0.944584853,0,5,mRNA pseudouridine synthesis,BP,1
GO:1990502,1,0.980326354,0,2,dense core granule maturation,BP,1
GO:1990504,1,0.938098737,0,6,dense core granule exocytosis,BP,1
GO:1990511,1,0.989336354,0,1,piRNA biosynthetic process,BP,1
GO:1990519,1,0.988662931,0,1,pyrimidine nucleotide import into mitochondrion,BP,1
GO:1990523,1,0.988662931,0,1,bone regeneration,BP,1
GO:1990535,1,0.930267103,0,7,neuron projection maintenance,BP,1
GO:1990539,1,0.988662985,0,1,fructose import across plasma membrane,BP,1
GO:1990542,1,0.487139805,0,63,mitochondrial transmembrane transport,BP,1
GO:1990546,1,0.988662917,0,1,mitochondrial tricarboxylic acid transmembrane transport,BP,1
GO:1990564,1,0.944575222,0,5,protein polyufmylation,BP,1
GO:1990569,1,0.956057984,0,4,UDP-N-acetylglucosamine transmembrane transport,BP,1
GO:1990573,1,0.881420471,0,12,potassium ion import across plasma membrane,BP,1
GO:1990575,1,0.977453218,0,2,mitochondrial L-ornithine transmembrane transport,BP,1
GO:1990579,1,0.988662931,0,1,peptidyl-serine trans-autophosphorylation,BP,1
GO:1990592,1,0.944575222,0,5,protein K69-linked ufmylation,BP,1
GO:1990603,1,0.988662931,0,1,dark adaptation,BP,1
GO:1990613,1,0.977453374,0,2,mitochondrial membrane fusion,BP,1
GO:1990619,1,0.988662916,0,1,histone H3-K9 deacetylation,BP,1
GO:1990636,1,0.988662931,0,1,reproductive senescence,BP,1
GO:1990637,1,0.93656862,0,6,response to prolactin,BP,1
GO:1990638,1,0.988662951,0,1,response to granulocyte colony-stimulating factor,BP,1
GO:1990641,1,0.966369344,0,3,response to iron ion starvation,BP,1
GO:1990643,1,0.988662951,0,1,cellular response to granulocyte colony-stimulating factor,BP,1
GO:1990646,1,0.966451566,0,3,cellular response to prolactin,BP,1
GO:1990654,1,0.991056435,0,1,sebum secreting cell proliferation,BP,1
GO:1990679,1,0.988662918,0,1,histone H4-K12 deacetylation,BP,1
GO:1990680,1,0.988662915,0,1,response to melanocyte-stimulating hormone,BP,1
GO:1990697,1,0.988662931,0,1,protein depalmitoleylation,BP,1
GO:1990705,1,0.965683871,0,4,cholangiocyte proliferation,BP,1
GO:1990709,1,0.97808535,0,2,presynaptic active zone organization,BP,1
GO:1990729,1,0.98866293,0,1,primary miRNA modification,BP,1
GO:1990736,1,0.9899866,0,1,regulation of vascular smooth muscle cell membrane depolarization,BP,1
GO:1990737,1,0.967985719,0,3,response to manganese-induced endoplasmic reticulum stress,BP,1
GO:1990739,1,0.994210854,0,1,granulosa cell proliferation,BP,1
GO:1990743,1,0.956240647,0,4,protein sialylation,BP,1
GO:1990744,1,0.98866293,0,1,primary miRNA methylation,BP,1
GO:1990758,1,0.988662893,0,1,mitotic sister chromatid biorientation,BP,1
GO:1990764,1,0.988662843,0,1,myofibroblast contraction,BP,1
GO:1990765,1,0.978312674,0,2,colon smooth muscle contraction,BP,1
GO:1990767,1,0.988662843,0,1,prostaglandin receptor internalization,BP,1
GO:1990768,1,0.988662843,0,1,gastric mucosal blood circulation,BP,1
GO:1990770,1,0.989532094,0,1,small intestine smooth muscle contraction,BP,1
GO:1990773,1,0.98866292,0,1,matrix metallopeptidase secretion,BP,1
GO:1990774,1,0.758006581,0,25,tumor necrosis factor secretion,BP,1
GO:1990784,1,0.97833171,0,2,response to dsDNA,BP,1
GO:1990785,1,0.966785235,0,3,response to water-immersion restraint stress,BP,1
GO:1990786,1,0.97833171,0,2,cellular response to dsDNA,BP,1
GO:1990787,1,0.988715289,0,1,negative regulation of hh target transcription factor activity,BP,1
GO:1990791,1,0.967618029,0,3,dorsal root ganglion development,BP,1
GO:1990809,1,0.968169487,0,3,endoplasmic reticulum tubular network membrane organization,BP,1
GO:1990822,1,0.933874355,0,6,basic amino acid transmembrane transport,BP,1
GO:1990828,1,0.988662931,0,1,hepatocyte dedifferentiation,BP,1
GO:1990831,1,0.988662931,0,1,cellular response to carcinoembryonic antigen,BP,1
GO:1990832,1,0.977453375,0,2,slow axonal transport,BP,1
GO:1990834,1,0.923698655,0,7,response to odorant,BP,1
GO:1990839,1,0.945285832,0,5,response to endothelin,BP,1
GO:1990840,1,0.988663984,0,1,response to lectin,BP,1
GO:1990858,1,0.988663984,0,1,cellular response to lectin,BP,1
GO:1990859,1,0.966736038,0,3,cellular response to endothelin,BP,1
GO:1990882,1,0.988662931,0,1,rRNA acetylation,BP,1
GO:1990884,1,0.988662931,0,1,RNA acetylation,BP,1
GO:1990910,1,0.915159479,0,8,response to hypobaric hypoxia,BP,1
GO:1990911,1,0.988669408,0,1,response to psychosocial stress,BP,1
GO:1990926,1,0.988766385,0,1,short-term synaptic potentiation,BP,1
GO:1990938,1,0.989508562,0,1,peptidyl-aspartic acid autophosphorylation,BP,1
GO:1990953,1,0.988662931,0,1,intramanchette transport,BP,1
GO:1990966,1,0.946119986,0,5,ATP generation from poly-ADP-D-ribose,BP,1
GO:1990967,1,0.977453373,0,2,multi-organism toxin transport,BP,1
GO:1990983,1,0.988662931,0,1,tRNA demethylation,BP,1
GO:2000003,1,0.988662931,0,1,positive regulation of DNA damage checkpoint,BP,1
GO:2000008,1,0.689440935,0,34,regulation of protein localization to cell surface,BP,1
GO:2000009,1,0.895619019,0,10,negative regulation of protein localization to cell surface,BP,1
GO:2000010,1,0.822575316,0,18,positive regulation of protein localization to cell surface,BP,1
GO:2000011,1,0.977453249,0,2,regulation of adaxial/abaxial pattern formation,BP,1
GO:2000015,1,0.955414036,0,4,regulation of determination of dorsal identity,BP,1
GO:2000016,1,0.988662671,0,1,negative regulation of determination of dorsal identity,BP,1
GO:2000017,1,0.966373107,0,3,positive regulation of determination of dorsal identity,BP,1
GO:2000018,1,0.955411028,0,4,regulation of male gonad development,BP,1
GO:2000019,1,0.977453275,0,2,negative regulation of male gonad development,BP,1
GO:2000020,1,0.977453375,0,2,positive regulation of male gonad development,BP,1
GO:2000036,1,0.76769545,0,24,regulation of stem cell population maintenance,BP,1
GO:2000040,1,0.988662931,0,1,regulation of planar cell polarity pathway involved in axis elongation,BP,1
GO:2000041,1,0.988662931,0,1,negative regulation of planar cell polarity pathway involved in axis elongation,BP,1
GO:2000042,1,0.905200966,0,9,negative regulation of double-strand break repair via homologous recombination,BP,1
GO:2000043,1,0.988665047,0,1,regulation of cardiac cell fate specification,BP,1
GO:2000047,1,0.916092342,0,8,regulation of cell-cell adhesion mediated by cadherin,BP,1
GO:2000048,1,0.966369756,0,3,negative regulation of cell-cell adhesion mediated by cadherin,BP,1
GO:2000049,1,0.947986765,0,5,positive regulation of cell-cell adhesion mediated by cadherin,BP,1
GO:2000050,1,0.874986171,0,12,regulation of non-canonical Wnt signaling pathway,BP,1
GO:2000051,1,0.957765305,0,4,negative regulation of non-canonical Wnt signaling pathway,BP,1
GO:2000052,1,0.924072204,0,7,positive regulation of non-canonical Wnt signaling pathway,BP,1
GO:2000053,1,0.977717063,0,2,regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,BP,1
GO:2000054,1,0.977717063,0,2,negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,BP,1
GO:2000059,1,0.639661168,0,40,negative regulation of ubiquitin-dependent protein catabolic process,BP,1
GO:2000064,1,0.935117175,0,6,regulation of cortisol biosynthetic process,BP,1
GO:2000065,1,0.956695069,0,4,negative regulation of cortisol biosynthetic process,BP,1
GO:2000066,1,0.98866283,0,1,positive regulation of cortisol biosynthetic process,BP,1
GO:2000074,1,0.955573932,0,4,regulation of type B pancreatic cell development,BP,1
GO:2000078,1,0.988662749,0,1,positive regulation of type B pancreatic cell development,BP,1
GO:2000079,1,0.988662931,0,1,regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,BP,1
GO:2000080,1,0.988662931,0,1,negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,BP,1
GO:2000095,1,0.925655048,0,7,"regulation of Wnt signaling pathway, planar cell polarity pathway",BP,1
GO:2000096,1,0.96657338,0,3,"positive regulation of Wnt signaling pathway, planar cell polarity pathway",BP,1
GO:2000097,1,0.966548782,0,3,regulation of smooth muscle cell-matrix adhesion,BP,1
GO:2000098,1,0.988845897,0,1,negative regulation of smooth muscle cell-matrix adhesion,BP,1
GO:2000105,1,0.920239455,0,8,positive regulation of DNA-dependent DNA replication,BP,1
GO:2000108,1,0.779536651,0,23,positive regulation of leukocyte apoptotic process,BP,1
GO:2000109,1,0.924300521,0,7,regulation of macrophage apoptotic process,BP,1
GO:2000110,1,0.945630732,0,5,negative regulation of macrophage apoptotic process,BP,1
GO:2000111,1,0.988662931,0,1,positive regulation of macrophage apoptotic process,BP,1
GO:2000114,1,0.815498385,0,19,regulation of establishment of cell polarity,BP,1
GO:2000118,1,0.966369796,0,3,regulation of sodium-dependent phosphate transport,BP,1
GO:2000120,1,0.977453256,0,2,positive regulation of sodium-dependent phosphate transport,BP,1
GO:2000121,1,0.923273782,0,7,regulation of removal of superoxide radicals,BP,1
GO:2000124,1,0.977453455,0,2,regulation of endocannabinoid signaling pathway,BP,1
GO:2000137,1,0.984043212,0,2,negative regulation of cell proliferation involved in heart morphogenesis,BP,1
GO:2000138,1,0.934922107,0,6,positive regulation of cell proliferation involved in heart morphogenesis,BP,1
GO:2000142,1,0.692261827,0,33,"regulation of DNA-templated transcription, initiation",BP,1
GO:2000143,1,0.956389785,0,4,"negative regulation of DNA-templated transcription, initiation",BP,1
GO:2000144,1,0.748715146,0,26,"positive regulation of DNA-templated transcription, initiation",BP,1
GO:2000148,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in ventricular septum morphogenesis,BP,1
GO:2000149,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis,BP,1
GO:2000150,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,BP,1
GO:2000151,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,BP,1
GO:2000152,1,0.955674022,0,4,regulation of ubiquitin-specific protease activity,BP,1
GO:2000156,1,0.977834293,0,2,"regulation of retrograde vesicle-mediated transport, Golgi to ER",BP,1
GO:2000157,1,0.977452991,0,2,negative regulation of ubiquitin-specific protease activity,BP,1
GO:2000158,1,0.977722671,0,2,positive regulation of ubiquitin-specific protease activity,BP,1
GO:2000159,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in heart morphogenesis,BP,1
GO:2000160,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in heart morphogenesis,BP,1
GO:2000161,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis,BP,1
GO:2000162,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis,BP,1
GO:2000163,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in outflow tract morphogenesis,BP,1
GO:2000164,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis,BP,1
GO:2000165,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in pericardium morphogenesis,BP,1
GO:2000166,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in pericardium morphogenesis,BP,1
GO:2000167,1,0.990997407,0,1,regulation of planar cell polarity pathway involved in neural tube closure,BP,1
GO:2000168,1,0.990997407,0,1,negative regulation of planar cell polarity pathway involved in neural tube closure,BP,1
GO:2000169,1,0.946194948,0,5,regulation of peptidyl-cysteine S-nitrosylation,BP,1
GO:2000171,1,0.779064716,0,23,negative regulation of dendrite development,BP,1
GO:2000172,1,0.935621109,0,6,regulation of branching morphogenesis of a nerve,BP,1
GO:2000173,1,0.977473785,0,2,negative regulation of branching morphogenesis of a nerve,BP,1
GO:2000174,1,0.988975156,0,1,regulation of pro-T cell differentiation,BP,1
GO:2000176,1,0.988975156,0,1,positive regulation of pro-T cell differentiation,BP,1
GO:2000178,1,0.803615995,0,20,negative regulation of neural precursor cell proliferation,BP,1
GO:2000180,1,0.98866283,0,1,negative regulation of androgen biosynthetic process,BP,1
GO:2000182,1,0.977453348,0,2,regulation of progesterone biosynthetic process,BP,1
GO:2000192,1,0.939198185,0,6,negative regulation of fatty acid transport,BP,1
GO:2000194,1,0.937258092,0,6,regulation of female gonad development,BP,1
GO:2000195,1,0.988662925,0,1,negative regulation of female gonad development,BP,1
GO:2000196,1,0.967272767,0,3,positive regulation of female gonad development,BP,1
GO:2000199,1,0.988662927,0,1,positive regulation of ribonucleoprotein complex localization,BP,1
GO:2000200,1,0.988662927,0,1,regulation of ribosomal subunit export from nucleus,BP,1
GO:2000202,1,0.988662927,0,1,positive regulation of ribosomal subunit export from nucleus,BP,1
GO:2000206,1,0.988662927,0,1,regulation of ribosomal small subunit export from nucleus,BP,1
GO:2000208,1,0.988662927,0,1,positive regulation of ribosomal small subunit export from nucleus,BP,1
GO:2000211,1,0.982938894,0,2,regulation of glutamate metabolic process,BP,1
GO:2000213,1,0.988662931,0,1,positive regulation of glutamate metabolic process,BP,1
GO:2000224,1,0.98866283,0,1,regulation of testosterone biosynthetic process,BP,1
GO:2000225,1,0.98866283,0,1,negative regulation of testosterone biosynthetic process,BP,1
GO:2000229,1,0.988662928,0,1,regulation of pancreatic stellate cell proliferation,BP,1
GO:2000230,1,0.988662928,0,1,negative regulation of pancreatic stellate cell proliferation,BP,1
GO:2000232,1,0.873684028,0,12,regulation of rRNA processing,BP,1
GO:2000233,1,0.98866344,0,1,negative regulation of rRNA processing,BP,1
GO:2000234,1,0.902895207,0,9,positive regulation of rRNA processing,BP,1
GO:2000243,1,0.641701814,0,40,positive regulation of reproductive process,BP,1
