gene_id,gene_name,gene_source,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,FC
ENSRNOG00000052275,H2az2,ensembl,protein_coding,282.3061837,-0.026838844,0.159082795,-0.168709908,0.866024825,0.966474179,-1.018777388
ENSRNOG00000000415,Asf1a,ensembl,protein_coding,122.7009026,0.041257644,0.245184782,0.168271633,0.866369589,0.966702436,1.029010457
ENSRNOG00000019742,Stat3,ensembl,protein_coding,953.3261223,0.034196826,0.203269893,0.168233601,0.866399508,0.966702436,1.023986593
ENSRNOG00000038183,Heatr4,ensembl,protein_coding,22.31498639,-0.040103848,0.239297781,-0.16758972,0.866906059,0.967117935,-1.028187835
ENSRNOG00000001825,AABR07034767.1,ensembl,protein_coding,126.040727,0.055091992,0.328963545,0.167471421,0.866999133,0.967117935,1.038925347
ENSRNOG00000018903,Pik3r1,ensembl,protein_coding,446.500609,-0.029206182,0.174483537,-0.16738646,0.867065978,0.967117935,-1.020450486
ENSRNOG00000014963,Adgrg1,ensembl,protein_coding,12.31092301,0.071821326,0.42928869,0.167303094,0.86713157,0.967117935,1.051042732
ENSRNOG00000005539,Thg1l,ensembl,protein_coding,66.64085723,0.041035726,0.245506023,0.167147532,0.867253967,0.967117935,1.028852185
ENSRNOG00000059295,Selenoi,ensembl_havana,protein_coding,229.2163168,-0.043581155,0.260791367,-0.167111189,0.867282562,0.967117935,-1.030669051
ENSRNOG00000026941,Tril,ensembl,protein_coding,11.531738,0.070293035,0.420913436,0.167001168,0.86736913,0.967119559,1.04992992
ENSRNOG00000047132,Zfp182,ensembl,protein_coding,16.00960778,0.048079113,0.288827558,0.16646304,0.867792567,0.967496756,1.03388743
ENSRNOG00000015913,Tspan5,ensembl,protein_coding,12.30002497,-0.060157393,0.362360494,-0.166015318,0.868144895,0.967544049,-1.042579496
ENSRNOG00000001069,Elavl1,ensembl,protein_coding,414.8182917,0.025960117,0.156402895,0.165982329,0.868170856,0.967544049,1.018157052
ENSRNOG00000046109,LOC689574,ensembl,protein_coding,956.9721802,0.025018197,0.150786914,0.165917562,0.868221827,0.967544049,1.017492526
ENSRNOG00000055179,Tsen34,ensembl,protein_coding,29.56739392,-0.139675959,0.842682089,-0.165751665,0.868352386,0.967544049,-1.101657647
ENSRNOG00000009956,Wnk1,ensembl,protein_coding,703.9208105,0.017579785,0.106064157,0.165746707,0.868356288,0.967544049,1.012259922
ENSRNOG00000012760,Chtop,ensembl,protein_coding,551.6409247,0.013106312,0.079088885,0.165716232,0.868380271,0.967544049,1.009125994
ENSRNOG00000048297,LOC108348175,ensembl,protein_coding,59.73368875,0.066051399,0.399477861,0.165344329,0.86867297,0.967544049,1.046847577
ENSRNOG00000018668,Glg1,ensembl,protein_coding,705.9559022,0.030206413,0.182691945,0.165340695,0.868675829,0.967544049,1.021158217
ENSRNOG00000018047,Gorasp1,ensembl,protein_coding,143.2492671,0.023433134,0.1417604,0.165300989,0.86870708,0.967544049,1.016375239
ENSRNOG00000001465,Ids,ensembl,protein_coding,29.92933113,0.083450344,0.504970946,0.165257713,0.868741141,0.967544049,1.059549026
ENSRNOG00000000934,Piwil1,ensembl,protein_coding,87.74491673,-0.066118802,0.400188883,-0.165218987,0.868771621,0.967544049,-1.046896487
ENSRNOG00000004033,Sema6a,ensembl,protein_coding,16.31685524,0.052944694,0.321578536,0.164640013,0.869227335,0.967874677,1.037380168
ENSRNOG00000020646,Sdhaf2,ensembl,protein_coding,438.2043688,0.012702582,0.077160533,0.164625381,0.869238853,0.967874677,1.008843635
ENSRNOG00000009173,Smad6,ensembl,protein_coding,43.08928537,0.040920276,0.249029608,0.164318917,0.86948009,0.967893401,1.028769856
ENSRNOG00000012663,Mfsd6,ensembl,protein_coding,595.1933252,-0.029485938,0.179443525,-0.164318761,0.869480213,0.967893401,-1.020648383
ENSRNOG00000001742,Clcn2,ensembl,protein_coding,151.4882093,0.020796931,0.126594888,0.164279389,0.869511206,0.967893401,1.014519736
ENSRNOG00000053469,AABR07030861.1,ensembl,protein_coding,21.00155445,0.042114555,0.256530728,0.164169631,0.869597607,0.967894761,1.029621836
ENSRNOG00000006283,LOC100359922,ensembl,pseudogene,3742.590032,-0.049142247,0.300070612,-0.163768942,0.869913042,0.968028189,-1.034649591
ENSRNOG00000011352,Furin,ensembl,protein_coding,2601.737781,0.017581569,0.107386194,0.163722807,0.869949363,0.968028189,1.012261174
ENSRNOG00000003699,Endov,ensembl,protein_coding,30.88846776,0.03482456,0.212839755,0.163618681,0.870031338,0.968028189,1.024432239
ENSRNOG00000032487,Sts,ensembl,protein_coding,267.3521295,-0.027422536,0.167688996,-0.163532114,0.87009949,0.968028189,-1.019189653
ENSRNOG00000018825,Dcaf11,ensembl,protein_coding,2518.046813,-0.015783042,0.096600277,-0.163385057,0.870215268,0.968028189,-1.011000031
ENSRNOG00000014076,Mbnl1,ensembl,protein_coding,70.9533765,-0.077157912,0.472331415,-0.163355453,0.870238575,0.968028189,-1.05493778
ENSRNOG00000008626,Manea,ensembl,protein_coding,316.4879417,-0.022783269,0.139575033,-0.163233129,0.870334883,0.968028189,-1.015917514
ENSRNOG00000026226,Hook1,ensembl,protein_coding,453.1930251,0.018711387,0.11468707,0.163151673,0.870399015,0.968028189,1.013054217
ENSRNOG00000019162,Emc9,ensembl,protein_coding,25.30163057,0.051426169,0.316071536,0.162704209,0.870751333,0.968260046,1.036288836
ENSRNOG00000001404,Agfg2,ensembl,protein_coding,510.8561317,0.020039904,0.123214741,0.162642096,0.87080024,0.968260046,1.013987525
ENSRNOG00000002615,Pmm2,ensembl,protein_coding,599.7430972,0.022147225,0.136436567,0.162326167,0.871049009,0.968260046,1.015469723
ENSRNOG00000005589,Dhrs7,ensembl,protein_coding,175.2417777,-0.034737622,0.214161988,-0.162202556,0.871146347,0.968260046,-1.024370507
ENSRNOG00000045597,AABR07018132.1,ensembl,protein_coding,49.35562714,0.05140516,0.316933629,0.162195348,0.871152023,0.968260046,1.036273745
ENSRNOG00000004595,Pou6f1,ensembl,protein_coding,15.77791442,0.067419945,0.415734389,0.162170719,0.871171417,0.968260046,1.047841092
ENSRNOG00000017671,Rasa3,ensembl_havana,protein_coding,63.54234548,0.042078091,0.25966047,0.162050431,0.871266141,0.968260046,1.029595812
ENSRNOG00000007485,Arfgef2,ensembl,protein_coding,525.5485096,-0.022584117,0.13938991,-0.162021172,0.871289182,0.968260046,-1.015777284
ENSRNOG00000014530,Nav2,ensembl,protein_coding,425.9714164,-0.02415938,0.14932054,-0.161795421,0.871466959,0.968362904,-1.016887006
ENSRNOG00000004686,Spop,ensembl,protein_coding,521.2739649,0.027873271,0.172460122,0.161621543,0.871603891,0.96842036,1.019508124
ENSRNOG00000047628,Khsrp,ensembl,protein_coding,151.3527544,-0.066678432,0.413008827,-0.161445536,0.871742504,0.968479671,-1.047302663
ENSRNOG00000028328,Tyw3,ensembl,protein_coding,24.40585668,0.038970573,0.241614168,0.161292581,0.871862966,0.968518808,1.027380483
ENSRNOG00000011421,Smap2,ensembl,protein_coding,520.6421275,0.012026797,0.074675662,0.161053773,0.872051048,0.968623971,1.008371185
ENSRNOG00000008956,Cdkn2c,ensembl,protein_coding,17.71870385,-0.070040808,0.435155226,-0.160955917,0.872128121,0.968623971,-1.049746376
ENSRNOG00000007133,Plxnb2,ensembl,protein_coding,2447.772294,0.020486545,0.127482396,0.160700971,0.872328925,0.968684935,1.014301492
ENSRNOG00000015886,Cnnm4,ensembl,protein_coding,72.22072347,-0.024916658,0.155327733,-0.160413453,0.872555393,0.968684935,-1.017420916
ENSRNOG00000047606,Bcl2a1,ensembl,protein_coding,35.84078249,-0.036252338,0.226036627,-0.160382584,0.872579708,0.968684935,-1.025446581
ENSRNOG00000001138,Taok3,ensembl,protein_coding,199.5460691,-0.029805913,0.186023158,-0.160226894,0.872702345,0.968684935,-1.020874777
ENSRNOG00000008981,Pdcd6ip,ensembl,protein_coding,1516.170522,0.023871369,0.148989706,0.160221602,0.872706513,0.968684935,1.016684022
ENSRNOG00000020488,Luc7l,ensembl,protein_coding,98.00124,-0.02604265,0.162675749,-0.160089322,0.872810713,0.968684935,-1.018215301
ENSRNOG00000024089,Fndc3b,ensembl,protein_coding,120.8958635,-0.0735768,0.459671262,-0.160063955,0.872830695,0.968684935,-1.052322421
ENSRNOG00000059875,Zfyve26,ensembl,protein_coding,147.0900364,-0.028369039,0.177429703,-0.159888893,0.872968598,0.968684935,-1.019858528
ENSRNOG00000000969,Cyp3a18,ensembl_havana,protein_coding,141.0121176,-0.041843348,0.261754475,-0.15985724,0.872993533,0.968684935,-1.029428299
ENSRNOG00000019147,Stom,ensembl,protein_coding,107.0102737,-0.033723686,0.211224671,-0.159657893,0.873150572,0.968684935,-1.023650826
ENSRNOG00000031506,Ftl1,ensembl,protein_coding,16630.0767,0.041355779,0.259326126,0.159474018,0.873295427,0.968684935,1.029080456
ENSRNOG00000033970,Moap1,ensembl,protein_coding,63.26009272,0.115186328,0.722336085,0.159463621,0.873303617,0.968684935,1.083114924
ENSRNOG00000048016,LOC102556337,ensembl,protein_coding,24.27652477,-0.154615082,0.969680467,-0.159449516,0.873314729,0.968684935,-1.113124591
ENSRNOG00000026267,Igbp1,ensembl_havana,protein_coding,285.3203471,0.027462721,0.172319316,0.15937111,0.873376499,0.968684935,1.019218042
ENSRNOG00000005689,Yeats4,ensembl,protein_coding,300.8618852,0.027051984,0.170129656,0.159008047,0.873662534,0.968825132,1.018927911
ENSRNOG00000057988,Pfkm,ensembl,protein_coding,39.68803291,-0.055652113,0.350339144,-0.158852111,0.873785391,0.968825132,-1.039328784
ENSRNOG00000019688,Diaph1,ensembl,protein_coding,833.0669008,0.014005103,0.08816512,0.158850833,0.873786398,0.968825132,1.009754869
ENSRNOG00000007949,Rgn,ensembl,protein_coding,9733.00643,-0.026151702,0.164706299,-0.15877779,0.873843948,0.968825132,-1.01829227
ENSRNOG00000011876,Fxr2,ensembl,protein_coding,259.3846158,0.028294965,0.178578312,0.158445697,0.874105607,0.968957303,1.019806165
ENSRNOG00000009453,Mob3b,ensembl,protein_coding,103.2485195,-0.060174817,0.37986746,-0.158410034,0.874133707,0.968957303,-1.042592088
ENSRNOG00000011857,Mtpn,ensembl,protein_coding,388.2835504,0.051459891,0.325373486,0.158156376,0.874333578,0.969053748,1.036313059
ENSRNOG00000012208,Itgb7,ensembl,protein_coding,16.37417509,-0.053744291,0.339974818,-0.158083151,0.874391277,0.969053748,-1.037955283
ENSRNOG00000009322,Ccdc126,ensembl,protein_coding,231.320627,-0.019309409,0.122362196,-0.157805348,0.874610184,0.969201826,-1.013474233
ENSRNOG00000060745,Nlrp12,ensembl,protein_coding,271.1869939,0.032192787,0.204442484,0.157466227,0.874877423,0.969276055,1.022565166
ENSRNOG00000019294,Stk16,ensembl,protein_coding,398.5684599,0.032112737,0.204175132,0.157280356,0.875023901,0.969276055,1.02250843
ENSRNOG00000008891,Ift20,ensembl,protein_coding,955.6933705,0.051715554,0.329014128,0.157183383,0.875100324,0.969276055,1.036496722
ENSRNOG00000051912,Acnat2,ensembl,protein_coding,11.95513269,-0.065027105,0.413742697,-0.157167981,0.875112462,0.969276055,-1.046104593
ENSRNOG00000009125,Dis3,ensembl,protein_coding,65.73856093,0.033920999,0.216214302,0.156886007,0.875334688,0.969276055,1.023790836
ENSRNOG00000010079,Ca3,ensembl,protein_coding,3667.135446,-0.048186683,0.307963717,-0.156468701,0.875663588,0.969276055,-1.033964521
ENSRNOG00000020189,Tinf2,ensembl,protein_coding,90.18707514,0.020623783,0.131841572,0.15642853,0.87569525,0.969276055,1.014397984
ENSRNOG00000023220,Cnot11,ensembl,protein_coding,106.5775468,0.017118578,0.109458501,0.156393316,0.875723006,0.969276055,1.011936371
ENSRNOG00000000262,Zfp821,ensembl,protein_coding,17.51284876,0.047760834,0.305441532,0.156366536,0.875744113,0.969276055,1.033659365
ENSRNOG00000019311,Nfkb2,ensembl,protein_coding,97.02425147,-0.032705302,0.209365686,-0.156211376,0.87586641,0.969276055,-1.022928496
ENSRNOG00000048771,RGD1559482,ensembl,protein_coding,28.97437156,0.035867007,0.229707262,0.156142242,0.875920903,0.969276055,1.025172729
ENSRNOG00000014635,Clta,ensembl,protein_coding,751.4971991,-0.027134997,0.17379194,-0.156134956,0.875926645,0.969276055,-1.018986542
ENSRNOG00000022143,Dusp23,ensembl,protein_coding,39.2034988,0.058311562,0.373672384,0.156049963,0.875993639,0.969276055,1.041246439
ENSRNOG00000028505,Rps18,ensembl_havana,protein_coding,5414.891742,0.046495944,0.297960874,0.156047146,0.87599586,0.969276055,1.032753496
ENSRNOG00000021751,AABR07065265.1,ensembl,protein_coding,19.77250307,0.067536835,0.433155014,0.155918397,0.876097344,0.969276055,1.047925994
ENSRNOG00000042355,Tarbp2,ensembl,protein_coding,124.6399297,0.019466498,0.124951472,0.155792465,0.87619661,0.969276055,1.013584591
ENSRNOG00000056106,Dip2b,ensembl,protein_coding,81.41383093,-0.042199114,0.271098028,-0.155659982,0.876301042,0.969276055,-1.029682186
ENSRNOG00000016036,Rprd1a,ensembl,protein_coding,23.47211013,-0.045755807,0.294016375,-0.155623331,0.876329934,0.969276055,-1.032223805
ENSRNOG00000015121,N4bp1,ensembl,protein_coding,64.10058036,0.036704839,0.236066836,0.155484946,0.876439021,0.969276055,1.025768262
ENSRNOG00000018522,LOC100911186,ensembl,protein_coding,635.9811488,-0.065542686,0.422044865,-0.155297911,0.876586463,0.969276055,-1.04647851
ENSRNOG00000060293,Ndufa3,ensembl,protein_coding,623.3106089,-0.036799403,0.236971008,-0.15529074,0.876592115,0.969276055,-1.0258355
ENSRNOG00000042504,Zfp964,ensembl,protein_coding,23.06878285,0.04860958,0.313220474,0.155192856,0.87666928,0.969276055,1.034267652
ENSRNOG00000018137,Tubgcp2,ensembl,protein_coding,61.27078772,-0.041555971,0.267801989,-0.155174243,0.876683954,0.969276055,-1.029223263
ENSRNOG00000007575,Plppr1,ensembl,protein_coding,57.84227221,0.0614636,0.39664809,0.154957509,0.876854816,0.969276055,1.043523869
ENSRNOG00000047895,Mettl1,ensembl,protein_coding,56.84502905,-0.031671448,0.204694617,-0.154725359,0.877037837,0.969276055,-1.022195715
ENSRNOG00000007327,Pars2,ensembl,protein_coding,49.51559068,-0.027535831,0.17797503,-0.154717386,0.877044123,0.969276055,-1.019269693
ENSRNOG00000033169,Cpeb4,ensembl,protein_coding,139.3611089,0.069316151,0.448050189,0.15470622,0.877052927,0.969276055,1.049219227
ENSRNOG00000058586,Tyro3,ensembl,protein_coding,30.72957119,-0.035673986,0.230615761,-0.154690146,0.877065599,0.969276055,-1.025035578
ENSRNOG00000011026,Irf2bpl,ensembl,protein_coding,71.28670796,-0.040173589,0.260025379,-0.154498723,0.877216518,0.969338074,-1.02823754
ENSRNOG00000009789,Topbp1,ensembl,protein_coding,64.83628735,0.048703694,0.315433194,0.154402566,0.877292331,0.969338074,1.034335124
ENSRNOG00000017956,Golga7,ensembl,protein_coding,499.5334609,-0.016553395,0.107311119,-0.154256103,0.877407807,0.969343747,-1.011540017
ENSRNOG00000046769,Mms19,ensembl,protein_coding,69.85471525,0.025701681,0.166829951,0.154059154,0.877563094,0.969343747,1.017974682
ENSRNOG00000052613,LOC103689977,ensembl,protein_coding,105.1033723,0.07413549,0.481493239,0.15396995,0.877633429,0.969343747,1.052730017
ENSRNOG00000010800,Hadhb,ensembl,protein_coding,1828.857986,-0.032022968,0.20800702,-0.153951379,0.877648073,0.969343747,-1.022444808
ENSRNOG00000000981,Scarb1,ensembl,protein_coding,771.5915923,0.019577769,0.127263686,0.153836257,0.877738845,0.969343747,1.01366277
ENSRNOG00000005061,Dlst,ensembl,protein_coding,1407.855448,-0.02010341,0.130756528,-0.153746895,0.877809307,0.969343747,-1.014032162
ENSRNOG00000008534,Dusp15,ensembl,protein_coding,80.45179022,0.068362229,0.445662462,0.15339463,0.878087079,0.969444089,1.048525704
ENSRNOG00000024492,Ap1ar,ensembl,protein_coding,69.59902621,0.057534062,0.375907176,0.153053908,0.878355764,0.969444089,1.04068544
ENSRNOG00000032240,Gbp5,ensembl,protein_coding,35.85256602,-0.043102435,0.281667614,-0.153025883,0.878377864,0.969444089,-1.030327107
ENSRNOG00000000095,Gpr89b,ensembl,protein_coding,400.7329206,0.012625774,0.082510859,0.153019549,0.878382859,0.969444089,1.008789926
ENSRNOG00000027152,N4bp2,ensembl,protein_coding,68.70757852,-0.071793055,0.469193646,-0.153013699,0.878387473,0.969444089,-1.051022136
ENSRNOG00000009719,C2cd2l,ensembl,protein_coding,309.9679578,-0.0179351,0.11723628,-0.152982509,0.878412069,0.969444089,-1.012509258
ENSRNOG00000008555,Rps20,ensembl,protein_coding,453.7527696,-0.168896717,1.105284175,-0.15280841,0.878549365,0.969501451,-1.124198439
ENSRNOG00000017672,Akr1c14,ensembl,protein_coding,22004.97161,-0.015794083,0.10361263,-0.152433952,0.87884468,0.969667028,-1.011007768
ENSRNOG00000024213,Golim4,ensembl,protein_coding,217.807758,0.039430565,0.258905101,0.152297368,0.878952401,0.969667028,1.027708108
ENSRNOG00000012771,Ddx41,ensembl,protein_coding,302.5241691,0.022759154,0.149449383,0.152286706,0.87896081,0.969667028,1.015900533
ENSRNOG00000012270,Med26,ensembl,protein_coding,35.27549495,0.026767122,0.175885017,0.152185346,0.879040751,0.969667028,1.018726742
ENSRNOG00000002121,Lrrc8d,ensembl,protein_coding,378.2865518,-0.015646798,0.103091412,-0.151775961,0.879363643,0.96992905,-1.01090456
ENSRNOG00000016452,Creb3,ensembl,protein_coding,208.6203123,0.030492718,0.201161252,0.151583458,0.879515481,0.970002369,1.021360888
ENSRNOG00000019791,Sipa1l2,ensembl,protein_coding,30.19771595,0.034091346,0.226256485,0.150675662,0.880231573,0.97054933,1.023911728
ENSRNOG00000013965,Noc3l,ensembl,protein_coding,51.97929674,0.03787075,0.251401397,0.150638584,0.880260823,0.97054933,1.02659757
ENSRNOG00000001500,Rab4b,ensembl,protein_coding,96.6688571,0.022544354,0.149734611,0.150562077,0.880321178,0.97054933,1.015749289
ENSRNOG00000011639,Mrpl47,ensembl,protein_coding,110.0589028,0.032955948,0.219502785,0.150139087,0.880654883,0.97054933,1.023106229
ENSRNOG00000010184,Brk1,ensembl,protein_coding,449.4565077,-0.017998354,0.11999663,-0.149990494,0.880772115,0.97054933,-1.012553652
ENSRNOG00000016378,Map3k8,ensembl,protein_coding,14.01952159,-0.039931862,0.266484228,-0.149847,0.880885328,0.97054933,-1.02806527
ENSRNOG00000037690,Sertad3,ensembl,protein_coding,55.26927702,-0.033331864,0.222804739,-0.149601235,0.881079234,0.97054933,-1.02337285
ENSRNOG00000001640,Tomm70,ensembl,protein_coding,188.8942235,0.057306497,0.383131726,0.149573874,0.881100822,0.97054933,1.040521299
ENSRNOG00000047864,LOC108348072,ensembl_havana,protein_coding,20.01709055,0.177011679,1.184246095,0.14947204,0.881181171,0.97054933,1.130539719
ENSRNOG00000025940,Mettl9,ensembl,protein_coding,776.2112035,0.018091627,0.121055229,0.149449365,0.881199061,0.97054933,1.012619118
ENSRNOG00000006217,Wiz,ensembl,protein_coding,217.6046765,-0.0220196,0.147365448,-0.149421729,0.881220867,0.97054933,-1.015379895
ENSRNOG00000045539,Dusp11,ensembl,protein_coding,93.33593636,-0.051091902,0.341995413,-0.149393531,0.881243116,0.97054933,-1.03604876
ENSRNOG00000014011,Dll4,ensembl,protein_coding,45.91168386,0.033666985,0.225361327,0.149391138,0.881245004,0.97054933,1.023610595
ENSRNOG00000016695,Mmp2,ensembl,protein_coding,67.73985511,-0.037035993,0.247938372,-0.1493758,0.881257106,0.97054933,-1.026003742
ENSRNOG00000057589,Rnf11l1,ensembl,protein_coding,140.3451097,-0.042118761,0.282050064,-0.149330797,0.881292615,0.97054933,-1.029624837
ENSRNOG00000014664,Virma,ensembl,protein_coding,153.6818859,-0.030846516,0.206962392,-0.149044062,0.881518865,0.970704416,-1.02161139
ENSRNOG00000003829,Ap3s1,ensembl,protein_coding,163.041815,-0.021837832,0.146744883,-0.148814947,0.881699656,0.970769755,-1.015251974
ENSRNOG00000048050,Tmem120b,ensembl,protein_coding,12.2407789,-0.04798021,0.322550983,-0.14875233,0.881749067,0.970769755,-1.033816555
ENSRNOG00000046452,Fcgr2b,ensembl,protein_coding,683.3499751,-0.028360946,0.190861381,-0.148594473,0.881873635,0.970812838,-1.019852807
ENSRNOG00000049782,Csf2ra,ensembl,protein_coding,80.09295814,0.026950235,0.181703306,0.148320003,0.88209023,0.97089288,1.018856051
ENSRNOG00000022245,Msantd4,ensembl,protein_coding,348.9863361,-0.013507955,0.091126098,-0.14823366,0.882158368,0.97089288,-1.009406971
ENSRNOG00000002273,Naaa,ensembl,protein_coding,21.78616624,-0.03643211,0.245868002,-0.148177517,0.882202674,0.97089288,-1.025574368
ENSRNOG00000004068,Ncoa1,ensembl,protein_coding,376.6412134,-0.024270041,0.16439559,-0.147631945,0.882633243,0.971272665,-1.016965009
ENSRNOG00000014275,AABR07026291.1,ensembl,protein_coding,87.74598659,-0.029535912,0.200682799,-0.147177096,0.882992238,0.971506014,-1.020683738
ENSRNOG00000010037,Epb41,ensembl,protein_coding,86.06571643,0.044553447,0.302959833,0.147060573,0.88308421,0.971506014,1.031363895
ENSRNOG00000015644,Ugcg,ensembl,protein_coding,181.8471505,0.017953725,0.122180355,0.146944446,0.88317587,0.971506014,1.012522329
ENSRNOG00000008897,Gga1,ensembl,protein_coding,175.5562471,-0.022771268,0.155045601,-0.146868198,0.883236054,0.971506014,-1.015909063
ENSRNOG00000020916,Tmub2,ensembl,protein_coding,350.2219052,-0.011778445,0.080222798,-0.146821667,0.883272783,0.971506014,-1.008197614
ENSRNOG00000019746,Paf1,ensembl_havana,protein_coding,430.9419831,-0.020032499,0.1368095,-0.146426232,0.883584921,0.971534896,-1.013982321
ENSRNOG00000012228,Skap2,ensembl,protein_coding,114.0406246,-0.023401366,0.159878428,-0.146369754,0.883629503,0.971534896,-1.016352859
ENSRNOG00000000560,Lrrc20,ensembl,protein_coding,72.17518604,0.032124085,0.219714919,0.146208028,0.883757168,0.971534896,1.022516473
ENSRNOG00000021139,Esrra,ensembl,protein_coding,240.2441777,0.022815655,0.156067642,0.146190808,0.883770762,0.971534896,1.015940319
ENSRNOG00000000098,Rnf115,ensembl,protein_coding,277.5898466,0.016162482,0.110719019,0.145977466,0.883939177,0.971534896,1.011265967
ENSRNOG00000009195,Tnks1bp1,ensembl,protein_coding,488.4436497,-0.018629198,0.127629018,-0.145963654,0.883950081,0.971534896,-1.012996506
ENSRNOG00000008145,Traf3,ensembl,protein_coding,45.85702697,0.038877404,0.266417061,0.145926856,0.88397913,0.971534896,1.027314138
ENSRNOG00000010408,Polr2k,ensembl,protein_coding,270.893261,-0.027590768,0.189079003,-0.145921903,0.88398304,0.971534896,-1.019308507
ENSRNOG00000050784,AABR07054000.1,ensembl,protein_coding,67.1863207,-0.027952785,0.191922398,-0.145646286,0.884200626,0.971571729,-1.019564315
ENSRNOG00000021392,Noc2l,ensembl,protein_coding,137.23596,0.029319808,0.201541787,0.145477565,0.884333828,0.971571729,1.02053086
ENSRNOG00000015501,Ddhd2,ensembl,protein_coding,22.83059898,0.057409936,0.39464777,0.145471329,0.884338751,0.971571729,1.040595905
ENSRNOG00000016507,LOC687679,ensembl,protein_coding,198.8033121,-0.048923926,0.33637745,-0.145443536,0.884360694,0.971571729,-1.03449303
ENSRNOG00000004837,Limd1,ensembl,protein_coding,107.7064244,0.031978828,0.220056545,0.145320957,0.884457469,0.971571729,1.022413526
ENSRNOG00000057080,AABR07030926.1,ensembl,protein_coding,22.47478106,-0.041542188,0.28604485,-0.14522963,0.884529572,0.971571729,-1.02921343
ENSRNOG00000018687,Fbxw2,ensembl,protein_coding,450.2862241,-0.022116116,0.152424943,-0.145095124,0.884635768,0.971594455,-1.015447826
ENSRNOG00000002580,Trmt1l,ensembl,protein_coding,71.70164186,0.023216918,0.160258703,0.144871497,0.884812331,0.971694454,1.016222927
ENSRNOG00000048109,LOC100365839,ensembl,protein_coding,108.1402191,-0.125169691,0.865098104,-0.144688435,0.884956871,0.971709635,-1.090636006
ENSRNOG00000005965,Irak4,ensembl,protein_coding,108.1590729,0.022581682,0.156126188,0.144637377,0.884997185,0.971709635,1.01577557
ENSRNOG00000057153,Pla1a,ensembl,protein_coding,56.61423737,0.034707067,0.240270536,0.144449949,0.885145177,0.971768557,1.024348812
ENSRNOG00000033017,LOC100910669,ensembl,protein_coding,56.08125406,0.056666347,0.392554552,0.144352796,0.88522189,0.971768557,1.040059704
ENSRNOG00000021904,Tecpr2,ensembl,protein_coding,20.87626871,0.054631322,0.379059023,0.144123525,0.885402929,0.971859074,1.038593659
ENSRNOG00000012386,Zbtb38,ensembl,protein_coding,39.34061891,-0.047174727,0.327530065,-0.144031745,0.885475402,0.971859074,-1.033239517
ENSRNOG00000049575,Atn1,ensembl,protein_coding,201.1113467,-0.016386472,0.113863753,-0.14391298,0.885569186,0.971868134,-1.011422987
ENSRNOG00000061216,Tubb5,ensembl_havana,protein_coding,644.2123104,-0.030079426,0.209246057,-0.143751461,0.885696733,0.971914242,-1.021068338
ENSRNOG00000060077,AABR07065485.1,ensembl,pseudogene,20.62087127,0.068855589,0.480151052,0.143404016,0.885971112,0.972121451,1.048884331
ENSRNOG00000020692,Tmem216,ensembl,protein_coding,79.56299207,0.033448235,0.233487042,0.14325521,0.886088628,0.97215652,1.023455401
ENSRNOG00000003946,Tor1aip1,ensembl,protein_coding,195.6369396,-0.018577407,0.129858807,-0.143058505,0.886243976,0.972203555,-1.012960141
ENSRNOG00000016423,Tacc1,ensembl,protein_coding,102.6166288,-0.019790447,0.138746605,-0.142637345,0.886576602,0.972203555,-1.013812212
ENSRNOG00000012074,Ifngr1,ensembl,protein_coding,240.1708488,0.018420449,0.129248368,0.14251978,0.886669457,0.972203555,1.012849942
ENSRNOG00000004359,Wars1,ensembl,protein_coding,113.9146002,0.033196306,0.232935097,0.142513115,0.886674721,0.972203555,1.023276697
ENSRNOG00000010890,Bmp1,ensembl,protein_coding,782.0181142,0.016448085,0.115423124,0.142502507,0.886683099,0.972203555,1.011466182
ENSRNOG00000013602,Usp48,ensembl,protein_coding,268.0665951,-0.021120209,0.14825339,-0.142460208,0.886716508,0.972203555,-1.014747094
ENSRNOG00000004036,Snx12,ensembl_havana,protein_coding,142.513904,0.020809203,0.146088334,0.142442607,0.88673041,0.972203555,1.014528366
ENSRNOG00000047854,RT1-DMa,ensembl_havana,protein_coding,82.29212724,-0.088994705,0.625326235,-0.142317241,0.886829429,0.972218312,-1.063628769
ENSRNOG00000029678,Znf354b,ensembl,protein_coding,16.2514157,0.050700306,0.357060787,0.141993485,0.887085151,0.972337884,1.035767579
ENSRNOG00000017901,Acy3,ensembl,protein_coding,187.3690863,-0.037859493,0.266686607,-0.141962482,0.887109641,0.972337884,-1.026589559
ENSRNOG00000021931,Uba6,ensembl,protein_coding,169.9287188,-0.018778079,0.132530245,-0.141689008,0.887325658,0.97248085,-1.013101049
ENSRNOG00000021103,Nrxn2,ensembl_havana,protein_coding,42.81729201,-0.037309404,0.263695321,-0.141486789,0.887485396,0.972562113,-1.026198203
ENSRNOG00000014479,Cttnbp2nl,ensembl,protein_coding,59.79201367,-0.02309599,0.16346298,-0.141291866,0.887639375,0.972583478,-1.016137749
ENSRNOG00000012428,Maf,ensembl,protein_coding,195.5036999,0.016909278,0.119715595,0.141245407,0.887676076,0.972583478,1.011789574
ENSRNOG00000022372,Kdm1a,ensembl,protein_coding,184.3103167,-0.012115384,0.08601438,-0.140853002,0.887986071,0.972829322,-1.008433104
