,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
Burkholderia xenovorans,-1.6651733,-1.69616338,-1.646948939,0.041255789,0.288217201,0.135739584,0.435630698,0.461316156,0.868662966,0.603985651,0.890364156
Salinibacter ruber,-0.610376846,-0.602228233,-0.649219062,-0.051657871,0.320224376,-0.125726371,0.421875011,0.419315926,0.855939522,0.586440817,0.890644679
Staphylococcus haemolyticus,-0.753999356,-0.733202758,-0.789676622,-0.039776463,0.251042664,-0.142396539,0.428385427,0.741399198,0.943108693,0.595966062,0.891105717
Thiobacillus denitrificans,-0.967440156,-0.985138876,-0.941413709,0.070583801,0.393502869,0.149739669,0.42968751,0.752064247,0.94511584,0.584969505,0.891228174
Bacteroides sp. 2_1_7,1.958598794,1.992214178,1.951856433,-0.199377053,1.149853815,-0.174397297,0.423927189,0.528982856,0.896990106,0.578811357,0.892232682
Nostoc sp. PCC 7120,-0.940384461,-0.923934514,-0.962070551,-0.038485519,0.245711325,-0.099076151,0.417968762,0.671321575,0.932118672,0.611598025,0.892379081
Kribbella flavida,-1.810154114,-1.787803724,-1.824501194,-0.049582892,0.365583931,-0.119476062,0.429128749,0.401333177,0.847592158,0.607732782,0.89380412
Bacteroides sp. 3_2_5,0.746518079,0.936945809,0.7464412,-0.199534677,0.996568536,-0.19060654,0.433029919,0.431428814,0.859862705,0.581747965,0.893998233
Lactobacillus antri,-1.941735136,-2.083641962,-1.840308686,0.200649538,1.340973324,0.117267862,0.425227579,0.583411338,0.914528595,0.584393967,0.894019624
Collinsella intestinalis,1.679481053,1.738624689,1.354583062,-0.355675266,1.370735015,-0.181860999,0.437500009,0.433875911,0.860124287,0.582920287,0.894378662
Prevotella amnii,0.584970732,0.694767735,0.397647758,-0.249205707,0.960935607,-0.268674553,0.420026019,0.354702699,0.833258908,0.583618645,0.894873479
Eubacterium dolichum,0.969598419,0.92487509,1.075146837,0.098342472,0.679716088,0.128192451,0.430989593,0.635257583,0.927553753,0.584001083,0.895205625
Collinsella stercoris,1.951271026,1.970038801,1.633534839,-0.336667773,1.184056713,-0.163612968,0.421875011,0.447241805,0.865836887,0.586006803,0.89586625
Conexibacter woesei,-1.297182822,-1.253572674,-1.315095562,-0.05200941,0.425873941,-0.100920756,0.442132648,0.529809302,0.894598513,0.598054855,0.896659366
Bacteroides sp. 2_1_16,2.62420862,2.711238806,2.62420862,-0.177163069,1.146314594,-0.154930737,0.440832258,0.491704561,0.882052455,0.5889685,0.897452049
Anaerococcus tetradius,-1.894470973,-1.865803771,-1.985310033,-0.078270767,0.438958027,-0.172748939,0.417968762,0.61358333,0.916427464,0.611430915,0.897830857
Anoxybacillus flavithermus,0.7777771,0.816086672,0.75956394,-0.041199273,0.218648363,-0.133350755,0.430429139,0.666822442,0.932975077,0.601682535,0.89794786
Thermosipho melanesiensis,-0.364153136,-0.356154066,-0.369772861,-0.02353107,0.200298744,-0.099710365,0.441406258,0.376501253,0.835016079,0.644185139,0.899114456
Synechococcus sp. JA-3-3Ab,-1.305425167,-1.193868312,-1.33940056,-0.073334422,0.631473137,-0.105482419,0.437500009,0.366236029,0.836445209,0.615386158,0.900895168
Azospirillum sp. B510,-1.343052812,-1.393808821,-1.261621534,0.072385872,0.394063306,0.176234782,0.427083344,0.562104747,0.902460382,0.619143835,0.903687441
Bacteroides coprophilus,2.440113235,2.405340588,2.440113235,-0.130709126,0.79408293,-0.153414609,0.429128749,0.512966797,0.890716451,0.601517847,0.903899316
Corynebacterium glutamicum,-0.910157994,-0.955282416,-0.880700066,0.047742857,0.476837235,0.0860517,0.442132648,0.595996084,0.915593091,0.626492367,0.905134313
Parabacteroides sp. D13,2.761924321,2.761924321,2.76589794,-0.173624126,1.253573964,-0.135240997,0.432291676,0.559886969,0.908846612,0.609395963,0.907671656
Dokdonia donghaensis,-0.894901858,-1.058298111,-0.775537231,0.140047052,0.848353153,0.16580517,0.445312508,0.520242788,0.893347472,0.619545346,0.90789
Acidiphilium cryptum,-1.359195693,-1.367888703,-1.29976943,0.064536399,0.467779918,0.117783479,0.440104175,0.90959699,0.976368366,0.625002103,0.908072683
Ruminococcus albus,5.441845876,5.475131254,5.394425102,-0.047526242,0.376122572,-0.100602632,0.437500009,0.985138703,0.995579202,0.613085296,0.90822037
Thermoanaerobacter italicus,0.015835125,-0.008349867,0.027611782,0.045025759,0.448464766,0.097006863,0.444010425,0.573763384,0.910064162,0.629548803,0.908683361
Geobacillus sp. G11MC16,0.572600386,0.588139464,0.549965264,-0.041029537,0.357950706,-0.096575199,0.427083344,0.796835683,0.952937508,0.628607612,0.909545662
Trichodesmium erythraeum,-0.8429445,-0.81599872,-0.918952789,-0.056448865,0.408851583,-0.127946389,0.436931088,0.869858257,0.967074543,0.638135435,0.911710947
Chloroflexus aggregans,-0.761449558,-0.795050678,-0.742570216,0.045920037,0.325287461,0.134131282,0.455136547,0.582198869,0.909885643,0.634119395,0.911756118
Fusobacterium ulcerans,0.187122358,0.174521486,0.231172441,0.077986048,0.53473871,0.131474136,0.435630698,0.742757822,0.945449244,0.63108372,0.912548072
Geobacter sulfurreducens,0.826580312,0.837582679,0.803749976,-0.054994159,0.385899957,-0.144194375,0.440104175,0.393133856,0.845915416,0.628181417,0.913474667
Lactobacillus delbrueckii,1.268556995,1.302221128,1.258472887,-0.062435536,0.532381577,-0.092786771,0.433029919,0.833430369,0.956226449,0.629419257,0.913869636
Polaromonas naphthalenivorans,-1.621290342,-1.646662985,-1.600397211,0.032400947,0.369918417,0.083345062,0.447334208,0.729010799,0.943055475,0.670248661,0.914383876
Propionibacterium freudenreichii,-1.882975951,-1.825555461,-1.898789896,-0.069402658,0.435458649,-0.130216422,0.427828359,0.277924657,0.795118791,0.64831405,0.914395456
Novosphingobium aromaticivorans,-1.690225797,-1.72332044,-1.661235741,0.035994244,0.360479204,0.096847718,0.447334208,0.853343549,0.965434386,0.661538255,0.914709643
Chlorobium chlorochromatii,-0.566852979,-0.609056027,-0.517264784,0.067351398,0.650292452,0.088349363,0.442708342,0.419542422,0.855780352,0.635444854,0.915741016
Candidatus Amoebophilus asiaticus,-1.633521544,-1.634860704,-1.624855268,0.187086167,0.757333235,0.226762759,0.427083344,0.523887966,0.894159691,0.629148366,0.915825554
Streptococcus dysgalactiae,-1.75242694,-1.707604869,-1.782842657,-0.095542486,0.757464728,-0.131386335,0.433029919,0.914472596,0.976746459,0.647592776,0.916298657
Nostoc punctiforme,-1.301288889,-1.284898857,-1.322292935,-0.026187603,0.203405864,-0.095687131,0.442132648,0.666750533,0.928026253,0.679039031,0.91648018
Chlorobaculum parvum,-1.644289716,-1.661630786,-1.623618628,0.025349462,0.22760869,0.103498149,0.457031256,0.547901905,0.895142145,0.683924208,0.91805505
Geobacter metallireducens,0.576893645,0.606079303,0.574395591,-0.056624295,0.484571752,-0.117135956,0.417968762,0.602759468,0.918583571,0.641415635,0.918067569
Ruegeria pomeroyi,-1.995334225,-1.926571763,-2.038945007,-0.06142206,0.413935952,-0.126627165,0.434895843,0.648331037,0.925008247,0.656831778,0.918188347
Clostridium methylpentosum,3.546121506,3.587671621,3.538780845,-0.047290249,0.328918786,-0.11203707,0.442708342,0.81784646,0.953692689,0.638704854,0.918421214
Catenibacterium mitsuokai,1.366203176,1.366203176,1.384507024,-0.079860649,0.474971016,-0.145836814,0.434895843,0.730325698,0.944294381,0.643543546,0.921273958
Xylella fastidiosa,-1.330294806,-1.345067109,-1.315942441,0.034134984,0.283256976,0.092701667,0.442132648,0.74167192,0.944638731,0.69228031,0.922332288
Cyanothece sp. PCC 7425,-1.154946261,-1.126825035,-1.227531587,-0.050620329,0.494140614,-0.080786799,0.443433038,0.660415662,0.93202253,0.669921161,0.922426304
Bacteroides xylanisolvens,0.561003195,0.716037652,0.561003195,-0.19994353,1.185605002,-0.184522164,0.436931088,0.586172939,0.915665167,0.642884497,0.922496357
Enterococcus faecium,1.885928374,1.876861644,1.890658026,0.034705256,0.522917332,0.060185354,0.449218757,0.526386351,0.895555441,0.65381308,0.9225052
Leifsonia xyli,-1.564897146,-1.571319931,-1.562532311,-0.116456881,0.91453878,-0.106503047,0.447334208,0.308874202,0.813334406,0.6549597,0.922678572
Geobacter sp. M21,-1.425141165,-1.432520578,-1.412709722,0.036541406,0.243642767,0.125208845,0.43359376,0.850305124,0.965520657,0.683992217,0.923057859
Geobacillus sp. C56-T3,-1.812450304,-1.749384311,-1.8574721,-0.054568768,0.439777935,-0.106186047,0.444010425,0.82703068,0.960626979,0.670500859,0.923078068
Jonesia denitrificans,-1.68223907,-1.736028102,-1.667380615,0.037528336,0.27055819,0.094686521,0.445312508,0.603111793,0.916103111,0.691549935,0.924762488
Cryptobacterium curtum,2.730790588,2.577236011,2.742993163,0.06687553,0.745709903,0.084511394,0.439531868,0.832570861,0.955416912,0.651471609,0.92477223
Arabidopsis thaliana,-1.322886078,-1.296501063,-1.377775406,-0.034922261,0.295231775,-0.101113512,0.449218757,0.663971517,0.928691928,0.687427502,0.925128859
Shuttleworthia satelles,1.858210371,1.889692362,1.839686824,-0.049620233,0.412828195,-0.08200516,0.448634598,0.758467071,0.947097963,0.655208426,0.925703972
Beutenbergia cavernae,-1.466454559,-1.465665315,-1.466588682,-0.094021886,0.524745904,-0.115724405,0.442708342,0.257646442,0.783412463,0.673550245,0.926269958
Parvimonas micra,-1.104768313,-1.15117922,-1.049040152,0.058007819,0.542533684,0.081978858,0.448634598,0.423773509,0.857014075,0.670663341,0.926394005
Dictyoglomus turgidum,-0.479964656,-0.54177884,-0.445841767,0.038485207,0.365515909,0.087028567,0.449218757,0.587731955,0.911229929,0.673080263,0.926526057
Paracoccus denitrificans,-1.529335433,-1.538682923,-1.456946241,0.050610931,0.43121894,0.113049622,0.455729173,0.605497305,0.915474303,0.681968156,0.926648756
Pedobacter sp. BAL39,-1.03580247,-1.336901394,-0.932991613,0.147417372,0.966938939,0.145028222,0.436197926,0.608532738,0.921525004,0.663758073,0.928513275
Bacteroides fragilis,4.715832181,4.849529231,4.715832181,-0.22499882,1.120442262,-0.226806283,0.435630698,0.509630125,0.8891248,0.657236525,0.929466009
Bacteroides sp. D1,-1.054010339,-1.065867593,-0.978179812,-0.176480415,1.477135533,-0.097922938,0.452535767,0.655997672,0.931830076,0.668714425,0.929756194
Mobiluncus mulieris,-1.531684493,-1.522649815,-1.534571403,-0.027325821,0.313776784,-0.086928723,0.466145838,0.690335412,0.934311829,0.711955996,0.931138093
Anaeromyxobacter sp. Fw109-5,-0.140473903,-0.002787499,-0.198576802,-0.056974,0.785909674,-0.074804342,0.446614591,0.492789513,0.883050237,0.675112488,0.931414385
Dehalogenimonas lykanthroporepellens,-1.472880975,-1.471513781,-1.47527539,-0.015643251,0.253985892,-0.057790489,0.467447921,0.553673092,0.895267932,0.725936658,0.931848842
Veillonella parvula,2.029721199,1.994296842,2.035375023,0.099692198,0.528044279,0.172720334,0.434330309,0.608808014,0.921367502,0.674219227,0.932767598
Sorangium cellulosum,-0.734674004,-0.744838643,-0.721502444,0.03982235,0.35236106,0.115574159,0.447916674,0.705961686,0.938472725,0.703128484,0.934586801
Rhodospirillum centenum,-1.201433656,-1.19837161,-1.202857839,0.025883715,0.268344845,0.108048328,0.452535767,0.585275976,0.907250487,0.717390409,0.934695489
Sphingobacterium spiritivorum,-0.432067678,-0.479831889,-0.354188652,0.101403345,1.097423813,0.094989475,0.444733428,0.750747594,0.946540828,0.683086446,0.93511215
Parabacteroides distasonis,3.736241178,3.713781323,3.736241178,-0.142930599,1.127744192,-0.15215832,0.448634598,0.585111154,0.915758532,0.670659533,0.935212464
Helicobacter hepaticus,-0.683124321,-0.692903374,-0.66716639,0.036060432,0.41491003,0.080711927,0.447334208,0.393045707,0.845791067,0.698293883,0.935445001
Aminomonas paucivorans,-2.040621721,-1.985395426,-2.053922917,-0.075360631,0.619117472,-0.107147643,0.444733428,0.521197397,0.892568367,0.702330679,0.935803979
Lactobacillus vaginalis,-2.40182976,-2.104839077,-2.432154975,-0.456948592,2.125476611,-0.135266193,0.438802092,0.6104295,0.921652886,0.68791847,0.935845675
Streptosporangium roseum,-1.287432609,-1.243299925,-1.336013013,-0.048435992,0.409059117,-0.111233998,0.444010425,0.909846268,0.977448029,0.699926145,0.936643808
Francisella novicida,-1.543312211,-1.59042779,-1.543312211,0.133513407,1.001043279,0.096512769,0.444733428,0.51154712,0.889711771,0.691320167,0.936782635
Desulfovibrio fructosovorans,-1.553416751,-1.396820101,-1.584554017,-0.080968015,0.655703523,-0.121544277,0.444733428,0.569844702,0.908383714,0.706341958,0.937435766
Methanobrevibacter smithii,0.731144581,0.804992469,0.701327714,-0.174478179,1.492158124,-0.107320433,0.447334208,0.416554992,0.854972522,0.683891174,0.938008289
Thermosediminibacter oceani,1.542665818,1.554344497,1.524589293,-0.041262894,0.567453951,-0.07171072,0.447334208,0.690239332,0.939135728,0.694622416,0.938207844
Psychroflexus torquis,-1.520538784,-1.559894473,-1.423048561,0.101034528,1.092227538,0.096929328,0.436197926,0.793242719,0.951362066,0.700678066,0.938304234
Enterococcus gallinarum,-1.066206694,-1.049244288,-1.090614351,-0.025738099,0.320860705,-0.067038379,0.459635422,0.462034835,0.871231094,0.732299202,0.938718949
Methanocaldococcus jannaschii,-1.58761618,-1.537422609,-1.605753462,-0.041805617,0.395506959,-0.083609154,0.462239589,0.403758901,0.849855842,0.719921825,0.93878817
Robiginitalea biformata,-0.052377683,-0.095479084,0.027778176,0.080951395,0.710621855,0.114904197,0.439531868,0.682145768,0.936694741,0.694774347,0.939696171
Lactobacillus paracasei,-0.733970404,-0.849880838,-0.652715103,0.040480492,0.570350212,0.052433207,0.455729173,0.687157023,0.938489792,0.715119847,0.940489339
Bacteroides sp. 20_3,3.152111862,3.152111862,3.171926624,-0.209132246,1.283807245,-0.147529591,0.455136547,0.563720169,0.909671778,0.691320589,0.94093976
Arcanobacterium haemolyticum,-0.320366438,-0.310123375,-0.351338084,-0.040401574,0.699894962,-0.059336281,0.462938887,0.641568483,0.92942306,0.710735554,0.941876071
Staphylococcus carnosus,-1.305473327,-1.336685106,-1.296581833,0.026225383,0.317369565,0.071253182,0.460937506,0.415761514,0.853422319,0.736714091,0.942409678
Natranaerobius thermophilus,0.750641018,0.788469106,0.722872049,-0.039797851,0.353169799,-0.107854148,0.443433038,0.934303908,0.982984793,0.720635697,0.943119356
Xanthobacter autotrophicus,-1.293132535,-1.341168502,-1.267967896,0.040440193,0.503791045,0.066448443,0.465539667,0.918564908,0.978390119,0.726024416,0.94337511
Brachyspira hyodysenteriae,0.812349759,0.864962812,0.758140086,-0.063451703,0.736628303,-0.085256891,0.453836157,0.654228959,0.93289054,0.708724286,0.943650092
Thermoanaerobacter pseudethanolicus,-1.805041326,-1.759848979,-1.927066017,-0.069026779,0.75580093,-0.078600749,0.462938887,0.657282045,0.930047888,0.720215042,0.944050309
Pelobacter propionicus,1.014649193,0.959871169,1.054528327,0.046993879,0.480368969,0.095305928,0.455136547,0.825470867,0.955725647,0.710877638,0.944365849
Lactobacillus sakei,-0.087690737,-0.214278128,-0.019168786,0.105027771,0.74210298,0.09564266,0.447916674,0.700461652,0.941117498,0.710805926,0.94446253
Clostridium sp. HGF2,1.034962469,1.047918611,1.018834929,-0.057103166,0.40592197,-0.138840887,0.443433038,0.907057636,0.975021583,0.71882652,0.944857773
Rhodopirellula baltica,-0.644545337,-0.64014859,-0.662757985,-0.050342427,0.375852611,-0.118999179,0.455729173,0.517208672,0.889838108,0.730518725,0.945035878
delta proteobacterium NaphS2,-1.981670231,-1.963212629,-1.998617714,-0.021840841,0.385196174,-0.041487888,0.464843755,0.573871362,0.907691865,0.767168538,0.945108545
Exiguobacterium sp. AT1b,0.031899357,0.039977773,0.029775001,0.030935979,0.239170719,0.120168957,0.444010425,0.296494823,0.803120519,0.748580934,0.945849896
Pediococcus pentosaceus,-0.093285442,-0.208245505,0.005998277,0.124198327,0.759737727,0.086217931,0.447334208,0.794760288,0.950467302,0.717165339,0.946205524
Capnocytophaga ochracea,0.427137731,0.181730295,0.444926175,0.165153081,1.058730016,0.148540351,0.451235378,0.69383268,0.939709082,0.71552215,0.94698306
Thermoanaerobacter wiegelii,-1.306071387,-1.303152075,-1.309385304,-0.034470609,0.464066057,-0.079301153,0.457031256,0.901009526,0.974922499,0.752535605,0.947135843
Lactobacillus johnsonii,2.095424855,2.212785025,1.723120646,-0.242569825,2.258474335,-0.097898434,0.445312508,0.943606693,0.985527542,0.711621915,0.947232158
Lactobacillus salivarius,1.369239917,1.219710333,1.570089002,0.08603015,1.638037586,0.05853549,0.455729173,0.810350182,0.952036416,0.722736919,0.947693915
Thermobispora bispora,-1.949292777,-1.939530288,-1.957354781,-0.032390255,0.377065617,-0.079416897,0.456436937,0.58404547,0.908191441,0.758409261,0.947954538
Streptococcus thermophilus,-0.068913832,-0.082213801,-0.040450468,-0.027346666,0.495343729,-0.041656623,0.469440837,0.947830114,0.985903946,0.751220956,0.94836921
Rubrobacter xylanophilus,0.205701223,0.326207971,0.199427871,-0.0548462,0.682700521,-0.064847756,0.460338107,0.467125206,0.873375634,0.730626216,0.948470787
Frankia sp. CcI3,-1.680409897,-1.598398879,-1.680409897,-0.073848485,0.638567296,-0.105766405,0.457737327,0.482106455,0.87954488,0.733781747,0.948534093
Heliobacterium modesticaldum,2.588849533,2.553009427,2.6230999,0.062089964,0.489852086,0.106545916,0.446614591,0.861631565,0.963145774,0.72158196,0.948565835
Erysipelothrix rhusiopathiae,-1.584293631,-1.561469915,-1.61263734,-0.066942004,0.52063263,-0.114316123,0.451235378,0.637393124,0.924065458,0.735196172,0.949478903
Faecalibacterium prausnitzii,5.189091411,5.213550526,5.129244013,-0.077682749,0.674657363,-0.105702244,0.445312508,0.632759004,0.927202591,0.719569196,0.949935721
Clostridium scindens,4.061520321,4.144823503,4.061520321,0.150034055,0.914098404,0.153270139,0.45052084,0.632429524,0.927073686,0.724576379,0.950505623
Pyramidobacter piscolens,1.795785266,1.790067038,1.802121978,-0.03025268,0.563596078,-0.045811662,0.467447921,0.639572736,0.929012162,0.737723399,0.950911757
Haliangium ochraceum,-1.07834975,-1.065049109,-1.091093035,-0.036752318,0.325996944,-0.098325224,0.457031256,0.576451207,0.905888572,0.753870628,0.950953302
Corynebacterium diphtheriae,-1.742700359,-1.73637112,-1.765048089,-0.048547253,0.49028075,-0.08843062,0.449218757,0.402793212,0.849293676,0.761669861,0.951446229
Lactobacillus reuteri,1.220503521,1.326605044,1.217592314,-0.221393896,1.746752459,-0.080614038,0.449934988,0.972041052,0.99286546,0.730471916,0.951479342
Lactobacillus iners,-1.61443884,-1.365193603,-1.707943127,-0.136503319,1.238322772,-0.089025367,0.459037717,0.974537358,0.993214083,0.731312307,0.951538061
Cytophaga hutchinsonii,0.737489495,0.670833925,0.779477892,0.104398849,0.874139178,0.123221689,0.453836157,0.718889197,0.943697741,0.733170974,0.951731479
Bradyrhizobium japonicum,-1.399119317,-1.406642954,-1.389013297,0.006492907,0.185839697,0.030173388,0.486345906,0.811611023,0.957806568,0.78715146,0.952517917
Thermus thermophilus,-0.36127376,-0.265231697,-0.362769418,-0.040321543,0.49139599,-0.075552655,0.453836157,0.640899326,0.928985401,0.756494742,0.952974713
Pelotomaculum thermopropionicum,2.253274367,2.293875732,2.24219102,-0.03793353,0.528928751,-0.07257744,0.457031256,0.562998722,0.908690423,0.744187466,0.953195829
Chryseobacterium gleum,-1.137064062,-1.197766561,-0.88993842,0.158566942,0.915511481,0.148254674,0.455729173,0.740139669,0.944769078,0.749744167,0.954730517
Geobacillus thermoglucosidasius,-1.222699795,-1.216221595,-1.238219702,-0.013600887,0.234414459,-0.044613566,0.477864586,0.753854833,0.944947135,0.793496907,0.955410449
Alistipes putredinis,2.49938744,2.463437004,2.565483883,0.102612718,0.770151391,0.103599372,0.453836157,0.802079756,0.951176665,0.749092525,0.955975922
Deinococcus geothermalis,-0.670006256,-0.652075695,-0.670006256,-0.034502967,0.350123122,-0.097828112,0.470741227,0.869658178,0.966991851,0.769747116,0.956659258
Pedobacter saltans,-0.97373142,-1.146381648,-0.835070011,0.135457151,1.110977857,0.105535,0.461638497,0.821437853,0.955204431,0.749867675,0.956801439
Roseiflexus sp. RS-1,0.169894438,0.277790219,0.155723879,-0.023018151,0.310279031,-0.074509488,0.453836157,0.557170988,0.903428109,0.792543508,0.957250026
Francisella tularensis,-0.854450968,-0.885318384,-0.752625504,0.117541751,1.029962388,0.092869637,0.449934988,0.601996179,0.919777311,0.757143657,0.957559289
Streptococcus mutans,0.633797994,0.684292718,0.633634474,-0.044916547,0.412273999,-0.113439012,0.459635422,0.747967962,0.946221001,0.766404703,0.957642909
Leadbetterella byssophila,0.021994653,-0.013084323,0.021994653,0.047798535,0.84890318,0.057876352,0.485677085,0.683634545,0.938104749,0.755953267,0.957734435
Dehalococcoides ethenogenes,1.183567981,1.175316068,1.183567981,-0.088400807,0.619100248,-0.104568987,0.455136547,0.96681429,0.991013007,0.760741221,0.958096145
Dorea longicatena,3.212889427,3.273171498,3.197669877,-0.049239761,0.811906805,-0.073065408,0.467447921,0.774102513,0.948349414,0.754026008,0.958318037
Sanguibacter keddieii,-0.591039769,-0.573275971,-0.604990268,-0.028957355,0.362948667,-0.060284766,0.459037717,0.53125064,0.895681253,0.780184204,0.958393867
Nocardia farcinica,-1.438678804,-1.456749202,-1.438678804,0.046328148,0.478083709,0.075720585,0.464239277,0.756464631,0.946745856,0.775898064,0.958902549
Mycoplasma penetrans,-1.98608858,-2.04645316,-1.860053541,0.055141745,0.809545193,0.074080547,0.463541672,0.571862941,0.909747464,0.774980334,0.959141853
Alkalilimnicola ehrlichii,-0.911969607,-0.931177714,-0.880067692,0.020885167,0.29677006,0.043697636,0.470741227,0.874062507,0.967206527,0.794139044,0.959670042
Bacteroides sp. 1_1_14,0.092613579,0.173127158,0.031757631,-0.070918122,0.957785788,-0.080876418,0.456436937,0.717235801,0.943245256,0.766882838,0.959716151
Pirellula staleyi,-1.875047544,-1.858035535,-1.901547673,-0.027800337,0.444797089,-0.064015202,0.465539667,0.887583586,0.972274508,0.795635629,0.959787119
Arthrobacter sp. FB24,-0.808375046,-0.791288232,-0.86206952,-0.048062286,0.642261994,-0.070902493,0.451822924,0.421542238,0.85662261,0.776965461,0.960000372
Eubacterium siraeum,3.408421918,3.407959716,3.408950173,0.043191804,0.729475755,0.040164483,0.472041616,0.462081843,0.872199589,0.762360031,0.960536716
Streptomyces avermitilis,-1.034117523,-0.915292443,-1.063600488,-0.01787224,0.393194346,-0.050033756,0.471354171,0.676240938,0.933100923,0.794822049,0.960934326
Eubacterium saphenum,-0.536994484,-0.536994484,-0.586474173,-0.066011617,0.753605195,-0.091257095,0.462239589,0.800444165,0.952112441,0.781026883,0.962643423
Frankia sp. EAN1pec,-1.516105609,-1.499392062,-1.518986032,-0.030601511,0.468188661,-0.072884775,0.477243176,0.673714829,0.931916047,0.805488599,0.96286252
Thermaerobacter marianensis,0.01284824,0.031416403,0.011562092,-0.043503751,0.83756354,-0.04864486,0.470052088,0.518291359,0.892169544,0.778932052,0.963144098
Parabacteroides johnsonii,2.259568367,2.173871977,2.287432205,-0.100011517,1.187584104,-0.099081955,0.451235378,0.74372363,0.946295577,0.780331778,0.96334589
Desulfonatronospira thiodismutans,-1.924364733,-1.87691188,-1.973072679,-0.062985321,0.447131715,-0.131724364,0.451235378,0.73363352,0.941906019,0.804889071,0.963798587
Dyadobacter fermentans,0.563448611,0.554898659,0.563448611,-0.12528333,0.843400713,-0.147632258,0.451235378,0.784162233,0.949182722,0.779773268,0.963912818
Eubacterium biforme,2.234289654,2.097288251,2.47348922,0.091104351,1.349870526,0.072948689,0.468750004,0.833911795,0.955862625,0.779789297,0.963991702
Algoriphagus sp. PR1,-1.205255358,-1.32142841,-1.123516705,0.097929657,1.015927058,0.088405004,0.462239589,0.842435624,0.959647314,0.790426887,0.964464847
Symbiobacterium thermophilum,2.174889471,2.262939906,2.156363224,-0.030895411,0.73783915,-0.045800619,0.459037717,0.605690144,0.921009496,0.787376288,0.964897678
Desulfotomaculum reducens,2.69330422,2.690896887,2.699439779,-0.038984049,0.407026438,-0.083573795,0.458333339,0.524389109,0.894983546,0.791283809,0.965255073
Acidobacterium capsulatum,-1.616111616,-1.651649922,-1.611073436,-0.033133545,0.490637854,-0.065607859,0.472656254,0.550507812,0.900554713,0.808811182,0.965491744
Spirosoma linguale,0.979076004,1.090057818,0.946747827,-0.056256537,0.734589353,-0.073682724,0.470741227,0.731286345,0.944775597,0.789574582,0.96550893
Methanococcus maripaludis,-0.1901819,-0.190642153,-0.188738246,-0.025734291,0.342861464,-0.061958075,0.468140447,0.935556758,0.982769043,0.80099173,0.965697628
Lawsonia intracellularis,1.95108157,1.963507606,1.934576205,-0.068902961,1.132498684,-0.072966796,0.459037717,0.478442155,0.878026262,0.786271778,0.965709589
Agrobacterium vitis,-1.809036918,-1.82702281,-1.802157999,0.029383027,0.33928861,0.077486517,0.468140447,0.614972454,0.915854891,0.821094138,0.965751531
Azorhizobium caulinodans,-1.759759985,-1.745535566,-1.771487859,-0.037893273,0.455336204,-0.079499354,0.460937506,0.602673289,0.915270421,0.819342881,0.966183738
Slackia exigua,1.72990061,1.554795523,1.760051331,0.067647307,0.868231518,0.052535658,0.459037717,0.82846053,0.955264017,0.791354961,0.966494184
Streptococcus parasanguinis,-1.41442696,-1.390077134,-1.452310735,-0.035763714,0.449523079,-0.060997118,0.467447921,0.775953979,0.950183454,0.819977038,0.966867689
Kordia algicida,-1.598889295,-1.478639568,-1.712531284,-0.086126252,0.848602076,-0.098207137,0.462938887,0.663413153,0.932089188,0.800055833,0.967107323
Methanosarcina acetivorans,0.344775916,0.38124918,0.311592127,-0.027723089,0.292799989,-0.074940458,0.472041616,0.899057898,0.973862763,0.811295679,0.967705513
Campylobacter jejuni,-0.567823993,-0.521535747,-0.641131484,0.067386166,0.872545375,0.073428191,0.475942786,0.490694113,0.882114647,0.801189175,0.967784282
Geobacillus thermodenitrificans,0.519602301,0.539704233,0.511541287,-0.020255395,0.257193641,-0.09304856,0.460937506,0.656423713,0.929087441,0.822912075,0.968547556
Bacteroides capillosus,7.1958434,7.229752825,7.181731338,-0.048361558,1.176723715,-0.033099455,0.475942786,0.76357742,0.94775509,0.801501004,0.969037496
Fervidobacterium nodosum,0.039707203,0.044515037,0.035244284,-0.008826462,0.289944608,-0.028113545,0.481144346,0.85708996,0.964645087,0.839755402,0.969534352
Clostridiales genomosp. BVAB3,2.329692218,2.318022113,2.357191821,-0.033626088,0.813488024,-0.04454518,0.470052088,0.772522305,0.948205531,0.810667005,0.970147135
Denitrovibrio acetiphilus,-0.506195656,-0.460911732,-0.528984434,-0.022240842,0.31761493,-0.069758549,0.468140447,0.872011531,0.96816044,0.832230688,0.970771199
Lactococcus lactis,1.009412143,1.058213149,1.00300929,0.023436802,0.309253067,0.065921514,0.460338107,0.656230737,0.931717317,0.830048573,0.971724175
candidate division TM7 single-cell isolate TM7a,-0.825756667,-0.825756667,-0.733611406,0.150873656,1.991562501,0.066858595,0.479843956,0.946933909,0.985707997,0.816619498,0.971852027
Bacillus megaterium,0.23529904,0.23190161,0.237381077,-0.000263402,0.15159602,-0.00210556,0.499349805,0.438137718,0.863734688,0.843945688,0.971980381
Thermoanaerobacter brockii,0.685875426,0.687148575,0.684184048,0.003804735,0.254398861,0.007688127,0.494148245,0.874798235,0.968093672,0.845505192,0.972395901
Peptoniphilus sp. oral taxon 386,-0.965642216,-0.989564952,-0.94585733,-0.037234085,0.532554575,-0.07359501,0.468750004,0.683217459,0.935196406,0.836586287,0.972466354
