PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID
1338,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,1365,LC/MS Neg,519,5440,227.20165,544-63-8,11005,10539,C06424,HMDB00806
1351,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,4444564,C08322,HMDB02000
1659,myristoleoylcarnitine (C14:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",48182,LC/MS Pos Late,100006051,1316,370.29471,889848-55-9,90659872,34999520,,
1640,myristoylcarnitine (C14),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",33952,LC/MS Pos Late,100001270,1350,372.31084,18822-89-4,6426854,4932274,,HMDB05066
128,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186,160.13321,,,34236878,,
446,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2470,229.15467,,,,,
32,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1370,118.08626,2812-31-9,5488191,4589713,,
4438,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,31536,LC/MS Polar,100001086,1230,168.03023,5657-19-2;5657-19-2,21863,20549,,HMDB00439
71,N-acetyl-1-methylhistidine*,Amino Acid,Histidine Metabolism,43255,LC/MS Pos Early,100004299,2100,212.1028,,193270,,,
1577,N-acetyl-2-aminooctanoate*,Lipid,"Fatty Acid, Amino",62059,LC/MS Neg,100020204,3943,200.12921,,95555,86248,,HMDB59745
70,N-acetyl-3-methylhistidine*,Amino Acid,Histidine Metabolism,43256,LC/MS Pos Early,100002204,2056,212.10297,37841-04-6,193270,19993498,,
3842,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Neg,100002102,773,130.05096,3025-95-4,76406,68881,C01073,
468,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305,203.13902,,,,,
30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.05096,97-69-8,88064,79449,C02847,HMDB00766
429,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245,217.12952,155-84-0,67427,60752,C02562,HMDB04620
40,N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,33942,LC/MS Pos Early,100001257,785,175.07134,4033-40-3,99715,90090,,HMDB06028
36,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Polar,100000787,3143,174.04079,997-55-7;997-55-7,65065,58576,C01042,HMDB00812
80,N-acetylcarnosine,Amino Acid,Histidine Metabolism,43488,LC/MS Pos Early,100004046,2141,269.12444,56353-15-2,9903482,8079136,,HMDB12881
433,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.09898,33965-42-3,656979,571213,C15532,HMDB00856
1273,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,46539,LC/MS Pos Early,100006435,715,222.0972,,24139,,,HMDB00215
45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,15720,LC/MS Pos Early,100000282,1050,190.071,1430871,70914,1266066,C00624,HMDB01138
46,N-acetylglutamine,Amino Acid,Glutamate Metabolism,33943,LC/MS Polar,100001253,2140,187.07243,2490-97-3,182230,158492,C02716,HMDB06029
2,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Polar,100001006,1780,116.03531,543-24-8,10972,10507,,HMDB00532
93,N-acetylhistamine,Amino Acid,Histidine Metabolism,48679,LC/MS Neg,100006123,1730,152.0832,673-49-4,69602,62805,C05135,HMDB13253
69,N-acetylhistidine,Amino Acid,Histidine Metabolism,33946,LC/MS Neg,100001293,900,196.07276,39145-52-3,75619,68142,C02997,HMDB32055
452,N-acetylhomocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62707,LC/MS Pos Early,100020513,1363,232.12919,,,,,
330,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33967,LC/MS Neg,100001276,2325,172.09791,3077-46-1,306109,2081100,,HMDB61684
241,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,48757,LC/MS Neg,100006378,2378,249.08808,,,,,
289,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1587,LC/MS Neg,1082,2400,172.09791,1188-21-2,70912,64075,C02710,HMDB11756
371,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.05434,65-82-7,448580,395338,C02712,HMDB11745
376,N-acetylmethionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",45428,LC/MS Pos Early,100005463,880,208.06381,108646-71-5,193368,167798,,
1259,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Polar,1162,3072.6,308.0987,131-48-6,439197,10292217,C00270,HMDB00230
130,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.08226,2018-61-3,74839,67404,C03519,HMDB00512
434,N-acetylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34387,LC/MS Pos Early,100001334,1695,158.08117,1074-79-9,322640,285677,,
464,N-acetylputrescine,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230,131.11789,18233-70-0,122356,109095,C02714,HMDB02064
4580,N-acetylpyrraline,Xenobiotics,Food Component/Plant,48438,LC/MS Neg,100006120,2545,295.12994,,,,,
10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Polar,100001851,2000,146.04588,97-14-3,65249,58744,,HMDB02931
407,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.01795,,159864,140553,,
17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.06153,17093-74-2,152204,3841173,,HMDB62557
229,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.09316,1218-34-4,700653,610602,C03137,HMDB13713
152,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.07718,537-55-3,68310,61606,,HMDB00866
354,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.08226,96-81-1,66789,60154,,HMDB11757
436,N-alpha-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32984,LC/MS Pos Early,100000285,2000,175.10772,1572591,439232,388369,C00437,HMDB03357
4658,N-carboxymethylalanine,Xenobiotics,Food Component/Plant,63155,LC/MS Pos Early,100021194,905,148.06044,106327-05-3,2764308,2044984,,
435,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Neg,100004523,858,173.09316,,9920500,8096135,,
245,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Neg,100004561,2150,164.03531,3342-77-6,101399,91624,C05653,HMDB04089
372,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.03869,4289-98-9,439750,388809,C03145,HMDB01015
208,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.06661,13200-85-6,759256,663938,,
1274,N-glycolylneuraminate,Carbohydrate,Aminosugar Metabolism,37123,LC/MS Pos Early,100001491,636,326.10818,1113-83-3,123802,3794850,C03410,HMDB00833
1912,N-linoleoyltaurine*,Lipid,Endocannabinoid,61826,LC/MS Neg,100005814,5505,386.23705,,,,,
57,N-methyl-GABA,Amino Acid,Glutamate Metabolism,39577,LC/MS Pos Early,100003152,2109,118.08626,1119-48-8,70703,63869,C15987,
31,N-methylalanine,Amino Acid,Alanine and Aspartate Metabolism,37069,LC/MS Pos Early,100001823,1580,104.07061,600-21-5,5288725,4450824,C02721,HMDB01906
4705,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.10191,41447-17-0,11286529,9461516,,
445,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.08626,475-11-6,557,541,,
1908,N-oleoyltaurine,Lipid,Endocannabinoid,39732,LC/MS Neg,100003119,5610,388.2527,52514-04-2,6437033,4941625,,
2689,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides,52604,LC/MS Pos Late,100009028,3090,540.53503,5966-29-0,5283572,4446685,,HMDB11760
2697,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,44877,LC/MS Pos Late,1518,2893,538.51937,24696-26-2,5283564,4446677,,HMDB04949
1615,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.25441,2441-41-0,151008,133100,,HMDB13034
1910,N-palmitoyltaurine,Lipid,Endocannabinoid,39835,LC/MS Neg,100003239,5560,362.23705,83982-06-3,,14435932,,
2701,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,54979,LC/MS Pos Late,1547,3392,566.55067,104404-17-3,5283565,4446678,,HMDB04950
1931,N-stearoylserine*,Lipid,Endocannabinoid,61822,LC/MS Neg,100019957,5777,370.29628,,,15545488,,
1909,N-stearoyltaurine,Lipid,Endocannabinoid,39730,LC/MS Neg,100003240,5782,390.26835,63155-80-6,168274,147194,,
3919,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,701-44-0,69698,62899,C05842,HMDB04193
3758,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.11969,15763-06-1,27476,4573813,C02494,HMDB03331
3796,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.13025,2140-67-2,92919,83878,,HMDB04824
437,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,43591,LC/MS Neg,100004575,1367,215.10373,39825-23-5,10398396,8573834,,
103,"N2,N6-diacetyllysine",Amino Acid,Lysine Metabolism,48455,LC/MS Neg,100006124,1604,229.11938,499-86-5,91827,82921,,
98,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.10881,1946-82-3,92907,83869,C12989,HMDB00446
108,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.15976,23284-33-5,440120,140379,C03793,HMDB01325
107,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.14411,2259-86-1,193344,167778,C05545,HMDB13287
99,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.10881,692-04-6,92832,83801,C02727,HMDB00206
3769,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.12698,24719-82-2,161466,141829,,HMDB41623
1275,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.11829,1404817,123800,11217184,,
3759,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",37114,LC/MS Pos Early,213,2264,282.11969,1867-73-8,1869,92307,,HMDB04044
106,N6-methyllysine,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.12846,1188-07-4,164795,144469,C02728,HMDB02038
3779,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Neg,100001664,940,382.10043,4542-23-8,165243,,,HMDB00912
1373,nervonate (24:1n9)*,Lipid,Long Chain Monounsaturated Fatty Acid,52674,LC/MS Neg,100001231,6804,365.3425,506-37-6,5281120,4444565,C08323,HMDB02368
3900,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.05529,98-92-0,936,911,C00153,HMDB01406
3911,nicotinamide N-oxide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,39582,LC/MS Pos Early,100002763,877,139.05021,1986-81-8,72661,65522,,HMDB02730
3898,nicotinate ribonucleoside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33471,LC/MS Pos Early,100001316,1536,256.08157,2625-49-2,161234,141635,C05841,HMDB06809
1389,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.26425,68378-49-4,11792612,9967286,,HMDB02007
1522,nonadecanedioate (C19-DC),Lipid,"Fatty Acid, Dicarboxylate",62867,LC/MS Neg,100019970,5130,327.25408,6250-70-0,,11395055,,
1343,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,12071,C16535,HMDB00772
5188,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.02343,,514186,448617,,
1521,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.20714,,,,,
1519,octadecanedioate (C18-DC),Lipid,"Fatty Acid, Dicarboxylate",36754,LC/MS Neg,100001615,5043,313.23843,871-70-5,70095,63283,,HMDB00782
1520,octadecenedioate (C18:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.22279,,,,,
1635,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950,288.21694,3671-77-0,123701,110274,C02838,HMDB00791
1895,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Neg,1137,6450,324.2908,11-58-0;111-58-0,5283454,4446574,,HMDB02088
1661,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.35779,38677-66-6,6441392,21403150,,HMDB05065
1709,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.35231,,,,,
503,ophthalmate,Amino Acid,Glutathione Metabolism,34592,LC/MS Pos Early,100001311,2085,290.13467,495-27-2,7018721,7993181,,HMDB05765
417,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.09716,3184-13-2,6262,6026,C00077,HMDB03374
3809,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.00983,50887-69-9,967,942,C00295,HMDB00226
3811,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.05209,314-50-1,92751,83729,,HMDB00788
3947,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.98803,144-62-7,971,946,C00209,HMDB02329
206,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.08232,17680-99-8,154035,135751,,HMDB11686
4114,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.00705,3233-57-7,4615423,3806480,,HMDB11635
1340,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.23295,57-10-3,985,960,C00249,HMDB00220
1354,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,393216,C08362,HMDB03229
1660,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.32649,,71464547,28639183,,
2774,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins,52434,LC/MS Pos Late,100008954,2290,705.5905,,9939965,8115586,,
1898,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Neg,1489,6300,298.27515,544-31-0,4671,4509,C16512,HMDB02100
2778,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168,703.57485,6254-89-3,9939941,8115562,,
1642,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.34214,6865-14-1,461,448,C02990,HMDB00222
1708,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.33666,,151731,133731,,
3929,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Pos Early,1024,1667,220.11795,137-08-6,6613,6361,C00864,HMDB00210
1339,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,13249,C16537,HMDB00826
1641,pentadecanoylcarnitine (C15)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57522,LC/MS Pos Late,100015842,1362,386.32649,,,,,
5424,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.04046,,,,,
5284,perfluorooctanesulfonate (PFOS),Xenobiotics,Chemical,57564,LC/MS Polar,100010955,662,498.93021,1763-23-1,74483,67068,C18142,HMDB59586
172,phenol glucuronide,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.06667,17685-05-1,87235,78692,,HMDB60014
171,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,67018,C02180,HMDB60015
144,phenylacetate,Amino Acid,Phenylalanine Metabolism,57745,LC/MS Neg,100000011,2150,91.05535,103-82-2,999,10181341,C07086,HMDB00209
1032,phenylacetylcarnitine,Peptide,Acetylated Peptides,48425,LC/MS Pos Early,100006108,3092,280.15434,287108-21-8,101724840,,,
1034,phenylacetylglutamate,Peptide,Acetylated Peptides,52925,LC/MS Neg,100009045,1570,264.08774,,11579826,9754592,,HMDB59772
1035,phenylacetylglutamine,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330,263.10373,28047-15-6,92258,270643,C04148,HMDB06344
1038,phenylacetylglycine,Peptide,Acetylated Peptides,33945,LC/MS Pos Early,100001275,2317,194.08117,500-98-1,68144,61452,C05598,HMDB00821
129,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.08626,63-91-2,6140,5910,C00079,HMDB00159
140,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.05571,828-01-3,3848,3715,C05607,HMDB00779
4122,phenylpropionylglycine,Xenobiotics,Benzoate Metabolism,35434,LC/MS Neg,100001591,2945,206.08226,56613-60-6,152323,134261,,HMDB00860
139,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.04007,156-06-9,997,972,C00166,HMDB00205
1306,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.98418,7664-38-2,1061,1032,C00009,HMDB01429
1970,phosphoethanolamine,Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.02638,1071-23-4,1015,990,C00346,HMDB00224
253,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.03931,98-98-6,1018,993,C10164,HMDB02243
1626,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Pos Early,100021198,1945,181.06077,5616-29-5,11788622,9963296,,HMDB59766
1494,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.06628,111-16-0,385,376,C02656,HMDB00857
122,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.08626,4043-87-2,849,826,C00408,HMDB00070
442,pro-hydroxy-pro,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.11829,18684-24-7,11673055,9847785,,HMDB06695
425,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.07061,147-85-3,145742,128566,C00148,HMDB00162
855,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.09207,2578-57-6,6426709,4932143,,HMDB11178
1592,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.13869,17298-37-2,107738,96904,C03017,HMDB00824
1593,propionylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Neg,100001150,960,130.05096,21709-90-0,98681,89122,,HMDB00783
3823,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.06226,1445-07-4,15047,21403010,C02067,HMDB00767
463,putrescine,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027,89.10733,110-60-1,1045,13837702,C00134,HMDB01414
4034,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,1651,LC/MS Pos Early,491,2343,168.06552,65-22-5,1050,1021,C00250,HMDB01545
4031,pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,2150,LC/MS Pos Early,568,2975,169.09716,58052-48-5,1052,1023,C00534,HMDB01431
4035,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.04588,82-82-6,6723,6467,C00847,HMDB00017
52,pyroglutamine*,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.06586,2353-44-8,134508,118562,,
1087,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.00877,127-17-3,1060,96901,C00022,HMDB00243
3896,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Pos Early,182,845,168.02914,89-00-9,1066,1037,C03722,HMDB00232
4015,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636,269.22639,68-26-8,445354,393012,C00473,HMDB00305
1110,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.06119,488-81-3,6912,10254628,C00474,HMDB00508
1111,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.04046,1255190,5460677,4574162,C01685,HMDB00867
1109,ribose,Carbohydrate,Pentose Metabolism,1471,LC/MS Polar,914,1508.2,195.05103,50-69-1,5779,4470639,C00121,HMDB00283
1135,ribulonate/xylulonate/lyxonate*,Carbohydrate,Pentose Metabolism,61858,LC/MS Polar,100019968,2350,165.04046,,,,,
5236,S-(3-hydroxypropyl)mercapturic acid (HPMA),Xenobiotics,Chemical,44552,LC/MS Neg,100004568,1576,220.0649,23127-40-4,3371179,2616726,,
60,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528,114.05496,2906-39-0,1196,10140206,C04322,HMDB01301
381,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.11431,979-92-0,439155,16788012,C00021,HMDB00939
5134,S-carboxymethyl-L-cysteine,Xenobiotics,Drug - Other,47897,LC/MS Pos Early,100002324,1490,180.03251,638-23-3,1080,1050,C03727,HMDB29415
392,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Neg,100002749,880,134.02812,1187-84-4,24417,22826,,HMDB02108
393,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.03759,6853-87-8,82142,74136,,HMDB29432
373,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.07398,582174,458,8351775,C05319,HMDB38670
5106,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Neg,501,2195,137.02442,69-72-7,338,331,C00805,HMDB01895
4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.05496,107-97-1,1088,1057,C00213,HMDB00271
1502,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.11323,111-20-6,5192,5004,C08277,HMDB00792
1134,sedoheptulose,Carbohydrate,Pentose Metabolism,53237,LC/MS Polar,100002619,2255,209.06667,3019-74-7,5459879,4573620,,HMDB03219
9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.04987,56-45-1,5951,5736,C00065,HMDB00187
258,serotonin,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.10224,153-98-0,5202,5013,C00780,HMDB00259
469,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.16518,124-20-9,1102,1071,C00315,HMDB01257
2685,sphingadienine,Lipid,Sphingolipid Synthesis,57426,LC/MS Pos Late,100015643,1350,298.27406,25696-03-1,6449795,4952479,,
2683,sphinganine,Lipid,Sphingolipid Synthesis,17769,LC/MS Pos Late,313,1413,302.30536,3102-56-5,3126,3014,C00836,HMDB00269
2684,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis,52605,LC/MS Pos Late,100001876,1431,382.27169,19794-97-9,520,505,,HMDB01383
2790,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingomyelins,52433,LC/MS Pos Late,100006314,2082,689.5592,121999-58-4,,28532779,,
2776,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Dihydrosphingomyelins,57473,LC/MS Pos Late,100009027,2362,733.6218,,,24846878,,HMDB12087
2788,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingomyelins,42463,LC/MS Pos Late,100004328,1998,675.54355,,11433862,9608732,,HMDB12097
2793,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingomyelins,52615,LC/MS Pos Late,100008920,2312,717.5905,121999-64-2,,,,
2794,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins,37529,LC/MS Pos Late,100002106,2167,729.5905,108392-10-5,6443882,4947837,,HMDB12101
2795,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins,57475,LC/MS Pos Late,100015787,2330,745.62178,,,,,
2796,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingomyelins,48490,LC/MS Pos Late,100006290,2685,759.6375,,,23113477,,HMDB12102
