PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.serum_mixture.oplsda.
1374,tetradecadienoate (14:2)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62850,LC/MS Neg,100020343,5292,223.17035,39039-37-7,5312409,4471834,NA,HMDB00560,0.290919736,0.365503929,0.887643542,-2.253156708,0.794481944
1283,isocitrate,Energy,TCA Cycle,12110,LC/MS Pos Early,1206,773,210.0608,20226-99-7,1198,1161,C00311,HMDB00193,0.331451528,0.384500574,0.891979902,-2.242202987,0.78902029
2369,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,36600,LC/MS Pos Late,100001570,1482,478.29282,NA,52925130,21403170,NA,HMDB11507,0.252394727,0.350377801,0.876354519,-2.28218142,0.78877626
1638,decanoylcarnitine (C10),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33941,LC/MS Pos Late,100001251,1130,316.24824,1492-27-9,10245190,8420677,NA,HMDB00651,0.275775602,0.36298011,0.867069344,-2.306620588,0.788683701
89,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.05021,645-65-8,96215,86856,C02835,HMDB02024,0.267744675,0.358428813,0.905736018,-2.20814891,0.788678676
3947,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.98803,144-62-7,971,946,C00209,HMDB02329,0.288500522,0.365503929,1.067205987,1.067205987,0.787148316
2033,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,Phosphatidylcholine (PC),52610,LC/MS Pos Late,100008915,2023,806.56944,59403-54-2,6441886,4946007,NA,HMDB07991,0.290946591,0.365503929,1.087720764,1.087720764,0.786685847
1592,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.13869,17298-37-2,107738,96904,C03017,HMDB00824,0.254637331,0.350377801,0.826917013,-2.418622388,0.783387215
3769,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.12698,24719-82-2,161466,141829,NA,HMDB41623,0.301563715,0.369682733,1.067638309,1.067638309,0.780244142
1715,stearoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57464,LC/MS Pos Late,100015759,1520,370.36797,NA,NA,NA,NA,NA,0.288981059,0.365503929,1.229930591,1.229930591,0.774741734
4212,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.04554,446-72-0,5280961,4444448,C06563,HMDB03217,0.335513235,0.386654071,1.800627533,1.800627533,0.773879128
2050,1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phosphatidylcholine (PC),52438,LC/MS Pos Late,100008904,2644,788.61639,56421-10-4,NA,24766704,NA,HMDB08038,0.291074506,0.365503929,0.907134125,-2.204745633,0.770891965
265,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.06661,832-97-3,92904,83867,C02043,HMDB00671,0.275746796,0.36298011,1.078870193,1.078870193,0.76627035
4658,N-carboxymethylalanine,Xenobiotics,Food Component/Plant,63155,LC/MS Pos Early,100021194,905,148.06044,106327-05-3,2764308,2044984,NA,NA,0.29427642,0.365626371,1.210200587,1.210200587,0.765368118
5188,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.02343,NA,514186,448617,NA,NA,0.33203276,0.384500574,1.09315569,1.09315569,0.763060973
1666,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.34214,36816-10-1,6450015,4952667,NA,HMDB06469,0.283072813,0.363669995,0.80762916,-2.476384087,0.760973248
1677,docosahexaenoylcarnitine (C22:6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349,472.34215,NA,NA,NA,NA,NA,0.302190286,0.369682733,0.944002907,-2.118637543,0.758588939
1500,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,2179,C08261,HMDB00784,0.276169797,0.36298011,0.760517375,-2.629788701,0.757545606
10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Polar,100001851,2000,146.04588,97-14-3,65249,58744,NA,HMDB02931,0.293265665,0.365503929,0.91840445,-2.177689797,0.756690507
2396,1-stearoyl-GPS (18:0)*,Lipid,Lysophospholipid,45966,LC/MS Neg,100004327,5800,524.29939,NA,9547101,7826051,NA,NA,0.293245834,0.365503929,0.776968165,-2.574108041,0.750688389
2530,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.04007,56-81-5,753,733,C00116,HMDB00131,0.3132625,0.378868776,0.854024632,-2.341852828,0.74874011
1908,N-oleoyltaurine,Lipid,Endocannabinoid,39732,LC/MS Neg,100003119,5610,388.2527,52514-04-2,6437033,4941625,NA,NA,0.336873198,0.387285854,0.885432747,-2.258782508,0.748708769
1215,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.05102,299-28-5,128869,114198,C00880,HMDB00565,0.284317133,0.363669995,0.902786196,-2.215363957,0.748533313
1393,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,NA,5280934,4444437,C06426,HMDB03073,0.323252333,0.38269245,0.856871438,-2.334072432,0.748221977
4632,4-hydroxycinnamate,Xenobiotics,Food Component/Plant,36770,LC/MS Neg,100001675,1457,163.04006,501-98-4,637542,553148,C00811,HMDB02035,0.356216385,0.400184885,1.40229088,1.40229088,0.745856436
3742,1-methylhypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",57771,LC/MS Pos Early,100004644,1530,151.06144,1125-39-9,70765,63930,NA,HMDB13141,0.300033118,0.369682733,1.084242631,1.084242631,0.745129189
4262,2-oxindole-3-acetate,Xenobiotics,Food Component/Plant,40479,LC/MS Neg,100003109,2076,190.05096,2971-31-5,3080590,2338343,NA,HMDB35514,0.282140325,0.363669995,0.758530508,-2.636677075,0.741009546
4372,erythritol,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.05611,149-32-6,222285,13835932,C00503,HMDB02994,0.315257952,0.378868776,0.848919242,-2.355936703,0.740287983
3863,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",57554,LC/MS Pos Early,100010895,2411,258.10845,2140-72-9,150971,133067,NA,NA,0.291631921,0.365503929,0.911296779,-2.194674715,0.73928787
1734,2-hydroxylignocerate*,Lipid,"Fatty Acid, Monohydroxy",61699,LC/MS Neg,100019894,6805,383.35307,NA,102430,92507,C17873,HMDB39540,0.279638303,0.363669995,0.904714678,-2.210641707,0.738844936
2774,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins,52434,LC/MS Pos Late,100008954,2290,705.5905,NA,9939965,8115586,NA,NA,0.272191774,0.361507655,0.880902264,-2.270399431,0.738510549
499,2-aminobutyrate,Amino Acid,Glutathione Metabolism,42374,LC/MS Pos Early,1128,2059,104.07061,1492-24-6,439691,388757,C02261,HMDB00650,0.314917486,0.378868776,0.814882767,-2.454340772,0.73837563
4086,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,44620,LC/MS Neg,100000711,2375,215.00196,NA,4684006,3872009,NA,NA,0.320677581,0.381573377,1.271500285,1.271500285,0.732829402
3759,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",37114,LC/MS Pos Early,213,2264,282.11969,1867-73-8,1869,92307,NA,HMDB04044,0.293411783,0.365503929,1.151383369,1.151383369,0.729591113
3958,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.12888,178167-75-4,133098,117455,NA,HMDB01931,0.331056945,0.384500574,0.868391162,-2.303109576,0.727894306
68,3-methylhistidine,Amino Acid,Histidine Metabolism,15677,LC/MS Pos Early,100000042,2670,170.09241,368-16-1,64969,58494,C01152,HMDB00479,0.262557544,0.356233732,0.93367753,-2.142067187,0.726396008
41,hydroxyasparagine**,Amino Acid,Alanine and Aspartate Metabolism,62060,LC/MS Pos Early,100020205,1149,149.05568,NA,97663,88149,C03124,HMDB32332,0.281622851,0.363669995,0.952192424,-2.100415787,0.72572439
2496,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,52478,LC/MS Pos Late,100009007,2443,744.59017,NA,NA,NA,NA,NA,0.268428485,0.358428813,0.897637946,-2.2280698,0.721408929
5112,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.98631,123-31-9,161220,141624,C00530,HMDB02434,0.301941118,0.369682733,1.223988674,1.223988674,0.721198014
563,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351,235.09247,5875-35-4,NA,18691889,NA,NA,0.356736577,0.400184885,1.666610472,1.666610472,0.720729649
407,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.01795,NA,159864,140553,NA,NA,0.283650812,0.363669995,0.899478977,-2.223509444,0.719396144
437,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,43591,LC/MS Neg,100004575,1367,215.10373,39825-23-5,10398396,8573834,NA,NA,0.330979748,0.384500574,1.066314122,1.066314122,0.719199738
2878,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),Lipid,Sterol,36776,LC/MS Neg,100001609,5288.1,429.30103,115538-85-7,3081085,2338765,C17337,HMDB12458,0.290846741,0.365503929,0.691796304,-2.891024409,0.718689189
3969,gamma-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,62280,LC/MS Neg,100020480,2850,343.08571,NA,NA,NA,NA,NA,0.278809089,0.363669995,0.887864943,-2.252594852,0.716893855
1609,hexanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.09791,24003-67-6,99463,89859,NA,HMDB00701,0.325560895,0.383522178,0.839636814,-2.381982266,0.713508132
3077,chenodeoxycholic acid sulfate (1),Lipid,Primary Bile Acid Metabolism,63607,LC/MS Neg,100021650,4531,235.11746,NA,NA,NA,NA,NA,0.310483782,0.377890632,0.65519849,-3.052510088,0.712046028
364,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619,103.04007,2068-83-9,87,10140307,C06001,HMDB00336,0.317689081,0.380831171,0.708422412,-2.823174376,0.707113491
4655,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,20693,LC/MS Neg,100000840,610,118.99859,80-69-3,45,44,C02287,HMDB35227,0.338478709,0.388196216,1.044288904,1.044288904,0.705131815
1396,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925,0.353095874,0.39948952,0.893277119,-2.23894686,0.705091531
4406,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.12371,534-30-5,3083620,2340795,NA,NA,0.373812447,0.411887995,1.242581583,1.242581583,0.704936425
2531,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.02095,29849-82-9,754,734,C00093,HMDB00126,0.320154629,0.381573377,1.175296269,1.175296269,0.704144164
3790,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Pos Early,100001456,2175,166.07234,578-76-7,11361,10883,C02242,HMDB00897,0.324097352,0.382743118,1.074303438,1.074303438,0.703299375
1917,linoleoyl ethanolamide,Lipid,Endocannabinoid,52608,LC/MS Neg,100006726,6150,322.27515,68171-52-8,5283446,4446566,NA,HMDB12252,0.329209992,0.384500574,0.898297863,-2.226432993,0.702972817
135,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,62566,LC/MS Neg,100020419,2844,236.09283,NA,NA,19276386,NA,NA,0.385786138,0.415836035,1.167781272,1.167781272,0.695462954
3811,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.05209,314-50-1,92751,83729,NA,HMDB00788,0.344748445,0.392555951,0.920195537,-2.173451097,0.694714015
2490,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen,52477,LC/MS Pos Late,100009005,2600,702.54322,NA,NA,24769228,NA,HMDB11342,0.307535946,0.375260109,0.897134517,-2.229320087,0.694026797
52,pyroglutamine*,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.06586,2353-44-8,134508,118562,NA,NA,0.4061246,0.429590346,1.072065099,1.072065099,0.692096898
2016,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),42446,LC/MS Pos Late,1537,2160,758.56944,40811-94-7,5287971,4450224,NA,HMDB07973,0.313755291,0.378868776,0.948919871,-2.10765952,0.689742238
2507,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,52475,LC/MS Pos Late,100008999,2511,752.55887,NA,9547058,7826008,NA,HMDB05779,0.31329409,0.378868776,0.920890132,-2.171811741,0.689723314
2790,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingomyelins,52433,LC/MS Pos Late,100006314,2082,689.5592,121999-58-4,NA,28532779,NA,NA,0.402965001,0.429143547,1.146168691,1.146168691,0.68516743
1642,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.34214,6865-14-1,461,448,C02990,HMDB00222,0.34368862,0.392555951,0.846116437,-2.363740865,0.684666859
2307,2-palmitoleoyl-GPC (16:1)*,Lipid,Lysophospholipid,47118,LC/MS Neg,100001561,5720,568.3256,NA,NA,21403164,NA,HMDB10383,0.335382571,0.386654071,0.897281862,-2.228954004,0.680279041
4352,daidzein,Xenobiotics,Food Component/Plant,32453,LC/MS Neg,100001219,3566,253.05063,486-66-8,5281708,4445025,C10208,HMDB03312,0.395233087,0.423746921,1.385972545,1.385972545,0.677602106
1726,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",42489,LC/MS Neg,100004089,4840,187.13396,5393-81-7,21488,20195,NA,NA,0.377759585,0.413229962,0.909537173,-2.198920571,0.677051861
384,2-hydroxy-4-(methylthio)butanoic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63739,LC/MS Polar,100021372,1065,149.02778,583-91-5,NA,NA,NA,NA,0.365484291,0.405521171,1.186717119,1.186717119,0.674977123
1791,"2S,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62950,LC/MS Polar,100002284,1660,119.03498,5057-93-2,10964471,9139682,NA,HMDB02453,0.362702937,0.403373211,0.711960437,-2.809144858,0.673572088
728,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.12337,869-19-2,92843,83812,C02155,HMDB00759,0.374815902,0.412042062,1.192760964,1.192760964,0.668748057
4311,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,61020,C03065,HMDB13222,0.37262068,0.411887995,1.090690425,1.090690425,0.65826478
2367,1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,35628,LC/MS Pos Late,100001569,1554,480.30847,89576-29-4,9547071,7826021,NA,HMDB11506,0.352133923,0.39948952,0.924644949,-2.162992403,0.657822169
2409,1-palmitoyl-GPI (16:0),Lipid,Lysophospholipid,35305,LC/MS Neg,100001655,5564,571.28888,NA,NA,NA,NA,HMDB61695,0.353349572,0.39948952,0.914667676,-2.186586508,0.654319186
4258,"2,8-quinolinediol sulfate",Xenobiotics,Food Component/Plant,48691,LC/MS Neg,100004321,2612,239.99721,NA,NA,NA,NA,NA,0.379360965,0.413229962,1.481869042,1.481869042,0.652649303
373,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.07398,582174,458,8351775,C05319,HMDB38670,0.410054855,0.430148609,1.207338985,1.207338985,0.648280999
440,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.06552,51-35-4,5810,5605,C01157,HMDB00725,0.361651244,0.403143319,0.958381106,-2.086852492,0.647750329
564,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.14556,NA,NA,NA,NA,NA,0.358125348,0.400184885,0.906767962,-2.205635934,0.646383926
99,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.10881,692-04-6,92832,83801,C02727,HMDB00206,0.331904361,0.384500574,0.936001403,-2.136748935,0.64283352
1935,myo-inositol,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.06159,87-89-8,892,10239179,C00137,HMDB00211,0.40650577,0.429590346,0.934753567,-2.139601356,0.642093871
4114,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.00705,3233-57-7,4615423,3806480,NA,HMDB11635,0.358158518,0.400184885,1.219991275,1.219991275,0.641563004
1351,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,4444564,C08322,HMDB02000,0.413134588,0.430367384,0.918937909,-2.176425611,0.640621413
1324,valerate (5:0),Lipid,Short Chain Fatty Acid,33443,LC/MS Neg,1136,1718,101.0608,109-52-4,7991,7701,C00803,HMDB00892,0.396583876,0.42424181,0.453211124,-4.412954351,0.634396119
2155,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE),52447,LC/MS Pos Late,100008977,2424,768.55378,NA,5289133,4451158,NA,HMDB09003,0.35508122,0.400184885,0.885984358,-2.257376197,0.633600515
2492,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen,52716,LC/MS Pos Late,100009162,2454,718.57452,NA,11146967,9322076,NA,HMDB11206,0.344070835,0.392555951,0.925748574,-2.160413806,0.632882414
2785,sphingomyelin (d18:2/23:1)*,Lipid,Sphingomyelins,57482,LC/MS Pos Late,100015791,2315,797.65308,NA,NA,NA,NA,NA,0.411121409,0.430148609,1.203225612,1.203225612,0.629497594
1401,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,4445934,C16533,HMDB61714,0.385709384,0.415836035,0.911760515,-2.193558471,0.628882996
2834,sphingosine,Lipid,Sphingosines,17747,LC/MS Pos Late,297,1393,300.28971,123-78-4,5353955,4510275,C00319,HMDB00252,0.378573975,0.413229962,1.129849507,1.129849507,0.621397745
2803,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingomyelins,52435,LC/MS Pos Late,100008956,2845,799.66868,NA,NA,NA,NA,NA,0.407886604,0.429590346,1.142985349,1.142985349,0.619654651
452,N-acetylhomocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62707,LC/MS Pos Early,100020513,1363,232.12919,NA,NA,NA,NA,NA,0.376429666,0.412864801,1.08214388,1.08214388,0.618973178
1087,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.00877,127-17-3,1060,96901,C00022,HMDB00243,0.386982939,0.415836035,0.912907432,-2.190802628,0.612670172
4520,stachydrine,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.10191,4136-37-2,115244,103115,C10172,HMDB04827,0.321661896,0.381756849,0.915984068,-2.183444091,0.612256562
434,N-acetylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34387,LC/MS Pos Early,100001334,1695,158.08117,1074-79-9,322640,285677,NA,NA,0.477644809,0.465101728,1.125794541,1.125794541,0.608445291
421,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,55072,LC/MS Pos Early,100002784,1760,174.08732,663193,558,542,C03771,HMDB04225,0.475058328,0.464451518,1.061942312,1.061942312,0.608028701
1881,12-HETE,Lipid,Eicosanoid,37536,LC/MS Neg,100002167,5326,319.22786,71030-37-0;73837-14-6,5312983,21509475,NA,HMDB06111,0.410666063,0.430148609,1.099832699,1.099832699,0.605980055
2366,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,41220,LC/MS Neg,100003901,6350,480.30956,NA,NA,24769218,NA,HMDB11129,0.386917758,0.415836035,0.922242753,-2.168626421,0.604494654
1593,propionylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Neg,100001150,960,130.05096,21709-90-0,98681,89122,NA,HMDB00783,0.454908092,0.458454322,1.151989727,1.151989727,0.601929191
3996,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32586,LC/MS Pos Late,100001950,1045,585.27076,NA,5315454,4474753,NA,NA,0.424558734,0.439389957,1.459047637,1.459047637,0.600508054
4544,ethyl alpha-glucopyranoside,Xenobiotics,Food Component/Plant,63152,LC/MS Neg,100015965,1576,207.08741,34625-23-5,428040,378664,NA,NA,0.39907877,0.425955641,1.349050673,1.349050673,0.595401247
1644,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",34409,LC/MS Pos Late,100001391,1485,428.37344,18822-91-8,6426855,21233653,NA,HMDB00848,0.385283068,0.415836035,0.805594182,-2.482639577,0.594826225
4266,3-formylindole,Xenobiotics,Food Component/Plant,62863,LC/MS Pos Early,100020219,2736,146.06004,NA,10256,9838,C08493,HMDB29737,0.373193475,0.411887995,0.877751179,-2.278550059,0.593907062
553,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,NA,14253342,21403145,NA,HMDB11170,0.44189421,0.450695595,1.072779663,1.072779663,0.588733571
1744,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175,215.16526,53941-38-1,94216,85026,NA,HMDB00387,0.434284201,0.446082974,0.964473244,-2.073670796,0.586403319
4122,phenylpropionylglycine,Xenobiotics,Benzoate Metabolism,35434,LC/MS Neg,100001591,2945,206.08226,56613-60-6,152323,134261,NA,HMDB00860,0.415963692,0.432370457,0.871363621,-2.29525304,0.582046096
4653,caffeic acid sulfate,Xenobiotics,Food Component/Plant,53254,LC/MS Polar,100009337,1307,258.99179,NA,NA,30777608,NA,HMDB41708,0.385011933,0.415836035,0.823287538,-2.42928492,0.581929747
1340,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.23295,57-10-3,985,960,C00249,HMDB00220,0.453727421,0.458454322,0.937501169,-2.133330673,0.581259108
1335,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,33968,LC/MS Neg,100001232,5224,197.1547,2430-94-6,5312378,4471803,NA,HMDB00529,0.460775413,0.46184433,0.908648268,-2.201071713,0.578848388
328,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.10191,73-32-5,6306,769,C00407,HMDB00172,0.434765754,0.446082974,1.019105151,1.019105151,0.573606513
3075,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.28439,145-42-6,6675,NA,C05122,HMDB00036,0.466748658,0.462718193,0.354196151,-5.646588746,0.567081877
31,N-methylalanine,Amino Acid,Alanine and Aspartate Metabolism,37069,LC/MS Pos Early,100001823,1580,104.07061,600-21-5,5288725,4450824,C02721,HMDB01906,0.468387958,0.462718193,0.934762058,-2.139581921,0.564197354
2416,1-linoleoyl-GPI (18:2)*,Lipid,Lysophospholipid,36594,LC/MS Neg,100001778,5494,595.28888,NA,NA,NA,NA,NA,0.404639192,0.429590346,0.930482833,-2.149421708,0.561176786
5108,"2,6-dihydroxybenzoic acid",Xenobiotics,Drug - Topical Agents,63042,LC/MS Neg,100020837,2575,153.01933,303-07-1,9338,8974,NA,HMDB13676,0.412780982,0.430367384,0.846741989,-2.361994592,0.558467573
2306,1-palmitoleoyl-GPC (16:1)*,Lipid,Lysophospholipid,33230,LC/MS Pos Late,100001511,1450,494.32412,NA,24779461,21403152,NA,HMDB10383,0.459468184,0.461503615,0.932536746,-2.144687604,0.558139522
3853,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.05054,71-30-7,597,577,C00380,HMDB00630,0.464376175,0.462718193,1.187876461,1.187876461,0.554804994
171,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,67018,C02180,HMDB60015,0.434117759,0.446082974,1.254183139,1.254183139,0.551812634
85,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,32350,LC/MS Pos Early,100001208,2064,141.06586,2625-49-2,75810,68319,C05828,HMDB02820,0.500076835,0.475276447,1.186548642,1.186548642,0.54861253
245,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Neg,100004561,2150,164.03531,3342-77-6,101399,91624,C05653,HMDB04089,0.468381743,0.462718193,0.871640761,-2.294523258,0.541856244
3081,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.30684,16564-43-5,12544,NA,C05466,HMDB00637,0.428773955,0.442791927,0.795434632,-2.514348659,0.541751009
2019,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,Lipid,Phosphatidylcholine (PC),54812,LC/MS Pos Late,100009154,2034,756.55378,NA,NA,24766645,NA,HMDB07974,0.451245034,0.458049658,0.925294247,-2.161474586,0.541593919
2140,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52465,LC/MS Pos Late,100008991,2119,764.52248,NA,9546799,7825749,NA,HMDB05324,0.41817264,0.433721605,0.842323057,-2.374385913,0.53928951
2782,tricosanoyl sphingomyelin (d18:1/23:0)*,Lipid,Sphingomyelins,52436,LC/MS Pos Late,100008955,3200,801.68441,NA,NA,NA,NA,HMDB12105,0.481300593,0.466728764,1.100057694,1.100057694,0.539169669
424,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.11862,1190-49-4,65072,58582,C02427,HMDB00679,0.471345725,0.462718193,0.787070902,-2.541067133,0.53781526
1759,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",39609,LC/MS Neg,100002953,5236.2,271.22786,506-13-8,10466,10034,C18218,HMDB06294,0.495726277,0.473026213,0.917619649,-2.179552282,0.530445618
